confounder,confoundedParent,confoundedChild,BootscoreConfounderP,BootscoreConfounderC,BootscoreConfounded,overalScore,method,sourceLevel,deconfoundedWith
s__eubacterium_rectale,g__superoxide dismutase,m__hmdb00056,1,1,0.68,0.68,DBN_,GM,TGM
s__bacteroides_caccae,m__hmdb00056,g__2-c-methyl-d-erythritol 4-phosphate cytidylyltransferase,1,0.93,0.73,0.6789,DBN_,GM,TGM
s__eubacterium_rectale,m__hmdb01149,m__hmdb00020,1,0.99,0.68,0.6732,DBN_,GM,TGM
s__eubacterium_ventriosum,g__shikimate kinase,g__3-hydroxybutyryl-coa dehydrogenase,1,1,0.66,0.66,DBN_,GM,TGM
s__streptococcus_parasanguinis,g__l-serine ammonia-lyase,g__rna helicase,1,1,0.66,0.66,DBN_,GM,TGM
s__escherichia_coli,g__fructose-bisphosphate aldolase,g__aspartate ammonia-lyase,1,0.68,0.96,0.6528,DBN_,GM,TGM
s__eubacterium_rectale,m__hmdb01149,m__hmdb02322,1,0.79,0.82,0.6478,DBN_,GM,TGM
s__bacteroides_xylanisolvens,g__superoxide dismutase,g__5-formyltetrahydrofolate cyclo-ligase,0.85,1,0.76,0.646,DBN_,GM,TGM
s__bacteroides_fragilis,g__thymidylate synthase,g__glutamate dehydrogenase,0.64,1,1,0.64,DBN_,GM,TGM
s__haemophilus_parainfluenzae,g__3-methyl-2-oxobutanoate hydroxymethyltransferase,g__aspartate ammonia-lyase,1,0.71,0.9,0.639,DBN_,GM,TGM
s__bacteroides_ovatus,g__shikimate kinase,g__3-hydroxybutyryl-coa dehydrogenase,1,0.96,0.66,0.6336,DBN_,GM,TGM
s__escherichia_coli,g__fructose-bisphosphate aldolase,g__methionyl aminopeptidase,1,0.77,0.82,0.6314,DBN_,GM,TGM
s__bifidobacterium_longum,m__hmdb01149,g__peroxiredoxin,0.83,1,0.76,0.6308,DBN_,GM,TGM
s__haemophilus_parainfluenzae,g__thymidylate synthase,g__glutamate dehydrogenase,1,1,0.63,0.63,DBN_,GM,TGM
s__streptococcus_parasanguinis,g__l-serine ammonia-lyase,g__phosphoglycerate kinase,1,0.95,0.66,0.627,DBN_,GM,TGM
s__bacteroides_ovatus,g__3-hydroxybutyryl-coa dehydrogenase,g__glutamate decarboxylase,0.96,1,0.65,0.624,DBN_,GM,TGM
s__haemophilus_parainfluenzae,g__glutamate dehydrogenase,g__acetyl-coa c-acetyltransferase,1,0.75,0.83,0.6225,DBN_,GM,TGM
s__bacteroides_uniformis,m__hmdb00764,g__dihydrolipoyl dehydrogenase,1,0.62,1,0.62,DBN_,GM,TGM
s__haemophilus_parainfluenzae,g__glutamate dehydrogenase,g__uridine kinase,1,1,0.61,0.61,DBN_,GM,TGM
s__bifidobacterium_longum,g__glutamate dehydrogenase,g__uridine kinase,1,1,0.61,0.61,DBN_,GM,TGM
s__bacteroides_uniformis,g__glutamate dehydrogenase,g__uridine kinase,1,0.99,0.61,0.6039,DBN_,GM,TGM
s__streptococcus_parasanguinis,g__l-serine ammonia-lyase,g__rna helicase,1,1,0.6,0.6,DBN_,GM,TGM
s__eubacterium_rectale,g__3-hydroxybutyryl-coa dehydrogenase,m__hmdb00020,0.91,0.99,0.66,0.594594,DBN_,GM,TGM
s__alistipes_shahii,m__hmdb00195,g__phosphoglycerate kinase,0.71,0.9,0.93,0.59427,DBN_,GM,TGM
s__roseburia_inulinivorans,g__fructose-bisphosphate aldolase,g__transaldolase,1,0.94,0.63,0.5922,DBN_,GM,TGM
s__eubacterium_rectale,m__hmdb00020,g__aldose 1-epimerase,0.99,0.92,0.65,0.59202,DBN_,GM,TGM
s__bifidobacterium_longum,g__3-methyl-2-oxobutanoate hydroxymethyltransferase,g__acetyl-coa c-acetyltransferase,0.82,0.97,0.74,0.588596,DBN_,GM,TGM
s__haemophilus_parainfluenzae,g__thymidylate synthase,g__ribulose-phosphate 3-epimerase,1,0.98,0.6,0.588,DBN_,GM,TGM
s__clostridium_clostridioforme,m__hmdb00020,g__aldose 1-epimerase,0.9,1,0.65,0.585,DBN_,GM,TGM
s__eubacterium_rectale,m__hmdb00056,g__acetyl-coa c-acetyltransferase,1,1,0.58,0.58,DBN_,GM,TGM
s__escherichia_coli,g__aspartate ammonia-lyase,g__fructose-bisphosphate aldolase,0.68,1,0.85,0.578,DBN_,GM,TGM
s__haemophilus_parainfluenzae,g__3-methyl-2-oxobutanoate hydroxymethyltransferase,g__acetyl-coa c-acetyltransferase,1,0.75,0.74,0.555,DBN_,GM,TGM
s__streptococcus_parasanguinis,g__dihydrolipoyl dehydrogenase,g__endopeptidase clp,1,1,0.55,0.55,DBN_,GM,TGM
s__haemophilus_parainfluenzae,g__thymidylate synthase,g__uridine kinase,1,1,0.55,0.55,DBN_,GM,TGM
s__clostridium_clostridioforme,m__hmdb00014,m__hmdb00030,1,1,0.55,0.55,DBN_,GM,TGM
s__bacteroides_stercoris,g__thymidylate synthase,g__uridine kinase,1,0.98,0.55,0.539,DBN_,GM,TGM
s__bacteroides_finegoldii,m__hmdb01149,m__hmdb00020,0.83,0.95,0.68,0.53618,DBN_,GM,TGM
s__bacteroides_ovatus,m__hmdb02322,g__shikimate kinase,0.73,1,0.71,0.5183,DBN_,GM,TGM
s__bacteroides_faecis,m__hmdb00030,g__thymidylate synthase,0.99,1,0.52,0.5148,DBN_,GM,TGM
s__streptococcus_parasanguinis,g__peroxiredoxin,g__phosphoglycerate kinase,0.74,0.95,0.73,0.51319,DBN_,GM,TGM
s__klebsiella_pneumoniae,g__aspartate ammonia-lyase,g__dihydrolipoyl dehydrogenase,1,0.51,1,0.51,DBN_,GM,TGM
s__klebsiella_pneumoniae,g__l-serine ammonia-lyase,g__dihydrolipoyl dehydrogenase,1,0.51,1,0.51,DBN_,GM,TGM
s__bacteroides_uniformis,g__dihydrolipoyl dehydrogenase,g__dna-directed rna polymerase,0.62,0.92,0.89,0.507656,DBN_,GM,TGM
s__escherichia_coli,g__l-serine ammonia-lyase,g__phosphoglycerate kinase,1,0.76,0.66,0.5016,DBN_,GM,TGM
s__bacteroides_finegoldii,m__hmdb00020,g__triose-phosphate isomerase,0.95,0.85,0.62,0.50065,DBN_,GM,TGM
s__streptococcus_parasanguinis,g__fructose-bisphosphate aldolase,g__rna helicase,1,1,0.5,0.5,DBN_,GM,TGM
s__klebsiella_pneumoniae,g__aspartate ammonia-lyase,g__ribulose-phosphate 3-epimerase,1,0.92,0.54,0.4968,DBN_,GM,TGM
s__bacteroides_ovatus,g__acetyl-coa c-acetyltransferase,g__shikimate kinase,1,1,0.48,0.48,DBN_,GM,TGM
s__eubacterium_ventriosum,g__dephospho-coa kinase,g__3-methyl-2-oxobutanoate hydroxymethyltransferase,0.56,0.84,1,0.4704,DBN_,GM,TGM
s__bacteroides_ovatus,m__hmdb00619,g__glutamate decarboxylase,0.47,1,1,0.47,DBN_,GM,TGM
s__escherichia_coli,g__aspartate ammonia-lyase,g__5-formyltetrahydrofolate cyclo-ligase,0.68,1,0.69,0.4692,DBN_,GM,TGM
s__klebsiella_pneumoniae,g__l-serine ammonia-lyase,g__dna-directed rna polymerase,1,0.64,0.73,0.4672,DBN_,GM,TGM
s__eubacterium_rectale,m__hmdb00020,m__hmdb01149,0.99,1,0.47,0.4653,DBN_,GM,TGM
s__faecalibacterium_prausnitzii,g__phosphopyruvate hydratase,g__2-c-methyl-d-erythritol 4-phosphate cytidylyltransferase,1,1,0.46,0.46,DBN_,GM,TGM
s__haemophilus_parainfluenzae,g__3-methyl-2-oxobutanoate hydroxymethyltransferase,g__uridine kinase,1,1,0.46,0.46,DBN_,GM,TGM
s__haemophilus_parainfluenzae,g__glucose-1-phosphate adenylyltransferase,g__peroxiredoxin,0.86,0.78,0.68,0.456144,DBN_,GM,TGM
s__haemophilus_parainfluenzae,g__dephospho-coa kinase,g__beta-lactamase,1,0.91,0.5,0.455,DBN_,GM,TGM
s__bacteroides_stercoris,g__3-methyl-2-oxobutanoate hydroxymethyltransferase,g__uridine kinase,1,0.98,0.46,0.4508,DBN_,GM,TGM
s__bacteroides_uniformis,m__hmdb00764,g__histidine kinase,1,0.45,1,0.45,DBN_,GM,TGM
s__bacteroides_fragilis,g__aldose 1-epimerase,g__glutamate dehydrogenase,1,1,0.44,0.44,DBN_,GM,TGM
s__bacteroides_stercoris,g__dephospho-coa kinase,g__methionyl aminopeptidase,1,1,0.44,0.44,DBN_,GM,TGM
s__roseburia_intestinalis,m__hmdb00239,m__hmdb00195,1,0.44,1,0.44,DBN_,GM,TGM
s__escherichia_coli,g__shikimate kinase,g__l-serine ammonia-lyase,0.93,1,0.47,0.4371,DBN_,GM,TGM
s__bacteroides_caccae,g__shikimate kinase,g__peptidylprolyl isomerase,1,0.47,0.92,0.4324,DBN_,GM,TGM
s__eubacterium_rectale,g__peroxiredoxin,g__glucose-1-phosphate adenylyltransferase,1,1,0.43,0.43,DBN_,GM,TGM
s__bacteroides_fragilis,g__peroxiredoxin,g__glucose-1-phosphate adenylyltransferase,1,1,0.43,0.43,DBN_,GM,TGM
s__eubacterium_rectale,m__hmdb01149,g__glucose-1-phosphate adenylyltransferase,1,1,0.43,0.43,DBN_,GM,TGM
s__haemophilus_parainfluenzae,g__aspartate ammonia-lyase,g__dna-directed rna polymerase,0.71,0.99,0.61,0.428769,DBN_,GM,TGM
s__escherichia_coli,g__aspartate ammonia-lyase,g__2-c-methyl-d-erythritol 4-phosphate cytidylyltransferase,0.68,1,0.63,0.4284,DBN_,GM,TGM
s__haemophilus_parainfluenzae,g__pyruvate carboxylase,g__ribulose-phosphate 3-epimerase,1,0.98,0.43,0.4214,DBN_,GM,TGM
s__klebsiella_pneumoniae,g__dihydrolipoyl dehydrogenase,g__transaldolase,0.51,1,0.81,0.4131,DBN_,GM,TGM
s__haemophilus_parainfluenzae,g__thymidylate synthase,g__ribulose-phosphate 3-epimerase,1,0.98,0.42,0.4116,DBN_,GM,TGM
s__haemophilus_parainfluenzae,g__pyruvate carboxylase,g__ribulose-phosphate 3-epimerase,1,0.98,0.42,0.4116,DBN_,GM,TGM
s__bacteroides_stercoris,g__methionyl aminopeptidase,g__endopeptidase clp,1,0.56,0.73,0.4088,DBN_,GM,TGM
s__bacteroides_fragilis,g__thymidylate synthase,g__glutamate dehydrogenase,0.64,1,0.63,0.4032,DBN_,GM,TGM
s__bacteroides_ovatus,m__hmdb02322,g__glutamate decarboxylase,0.73,1,0.55,0.4015,DBN_,GM,TGM
s__haemophilus_parainfluenzae,g__pyruvate carboxylase,g__glutamate dehydrogenase,1,1,0.4,0.4,DBN_,GM,TGM
s__bifidobacterium_longum,g__pyruvate carboxylase,g__glutamate dehydrogenase,1,1,0.4,0.4,DBN_,GM,TGM
s__bacteroides_uniformis,g__pyruvate carboxylase,g__glutamate dehydrogenase,1,1,0.4,0.4,DBN_,GM,TGM
s__clostridium_clostridioforme,m__hmdb00014,m__hmdb00030,1,1,0.4,0.4,DBN_,GM,TGM
s__haemophilus_parainfluenzae,g__peroxiredoxin,g__l-serine ammonia-lyase,0.78,1,0.51,0.3978,DBN_,GM,TGM
s__akkermansia_muciniphila,m__hmdb00020,g__histidine kinase,0.57,0.69,1,0.3933,DBN_,GM,TGM
s__streptococcus_parasanguinis,g__fructose-bisphosphate aldolase,g__histidine kinase,1,0.85,0.46,0.391,DBN_,GM,TGM
s__klebsiella_pneumoniae,g__aspartate ammonia-lyase,g__dna-directed rna polymerase,1,0.64,0.61,0.3904,DBN_,GM,TGM
s__haemophilus_parainfluenzae,g__l-serine ammonia-lyase,g__fructose-bisphosphate aldolase,1,0.39,1,0.39,DBN_,GM,TGM
s__haemophilus_parainfluenzae,g__fructose-bisphosphate aldolase,g__l-serine ammonia-lyase,0.39,1,1,0.39,DBN_,GM,TGM
s__bacteroides_fragilis,g__thymidylate synthase,g__ribulose-phosphate 3-epimerase,0.64,1,0.6,0.384,DBN_,GM,TGM
s__escherichia_coli,g__l-serine ammonia-lyase,g__rna helicase,1,0.58,0.66,0.3828,DBN_,GM,TGM
s__bifidobacterium_longum,g__peroxiredoxin,g__uridine kinase,1,1,0.38,0.38,DBN_,GM,TGM
s__bacteroides_fragilis,g__aspartate ammonia-lyase,g__ribulose-phosphate 3-epimerase,0.7,1,0.54,0.378,DBN_,GM,TGM
s__eubacterium_rectale,g__acetyl-coa c-acetyltransferase,g__aspartate ammonia-lyase,1,0.74,0.51,0.3774,DBN_,GM,TGM
s__streptococcus_parasanguinis,g__peroxiredoxin,g__l-serine ammonia-lyase,0.74,1,0.51,0.3774,DBN_,GM,TGM
s__bifidobacterium_longum,g__3-methyl-2-oxobutanoate hydroxymethyltransferase,g__uridine kinase,0.82,1,0.46,0.3772,DBN_,GM,TGM
s__haemophilus_parainfluenzae,g__aspartate ammonia-lyase,g__ribulose-phosphate 3-epimerase,0.71,0.98,0.54,0.375732,DBN_,GM,TGM
s__haemophilus_parainfluenzae,g__thymidylate synthase,g__beta-lactamase,1,0.91,0.41,0.3731,DBN_,GM,TGM
s__bacteroides_finegoldii,m__hmdb00020,m__hmdb01149,0.95,0.83,0.47,0.370595,DBN_,GM,TGM
s__escherichia_coli,g__2-c-methyl-d-erythritol 4-phosphate cytidylyltransferase,g__rna helicase,1,0.58,0.63,0.3654,DBN_,GM,TGM
s__escherichia_coli,g__dihydrolipoyl dehydrogenase,g__methionyl aminopeptidase,1,0.77,0.47,0.3619,DBN_,GM,TGM
s__alistipes_shahii,m__hmdb00195,g__5-formyltetrahydrofolate cyclo-ligase,0.71,0.56,0.91,0.361816,DBN_,GM,TGM
s__bacteroides_uniformis,g__thymidylate synthase,g__glutamate dehydrogenase,0.36,1,1,0.36,DBN_,GM,TGM
s__clostridium_clostridioforme,g__aldose 1-epimerase,m__hmdb00089,1,1,0.36,0.36,DBN_,GM,TGM
s__clostridium_clostridioforme,g__phosphatidate cytidylyltransferase,m__hmdb00296,0.91,0.89,0.44,0.356356,DBN_,GM,TGM
s__bacteroides_ovatus,g__acetyl-coa c-acetyltransferase,g__3-hydroxybutyryl-coa dehydrogenase,1,0.96,0.37,0.3552,DBN_,GM,TGM
s__escherichia_coli,g__2-c-methyl-d-erythritol 4-phosphate cytidylyltransferase,g__rna helicase,1,0.58,0.61,0.3538,DBN_,GM,TGM
s__haemophilus_parainfluenzae,g__3-hydroxybutyryl-coa dehydrogenase,g__fructose-bisphosphate aldolase,1,0.39,0.9,0.351,DBN_,GM,TGM
s__escherichia_coli,g__l-serine ammonia-lyase,g__rna helicase,1,0.58,0.6,0.348,DBN_,GM,TGM
s__alistipes_shahii,m__hmdb00195,g__3-hydroxybutyryl-coa dehydrogenase,0.71,1,0.49,0.3479,DBN_,GM,TGM
s__eubacterium_rectale,g__peroxiredoxin,g__3-hydroxybutyryl-coa dehydrogenase,1,0.91,0.38,0.3458,DBN_,GM,TGM
s__haemophilus_parainfluenzae,g__dephospho-coa kinase,g__methionyl aminopeptidase,1,0.78,0.44,0.3432,DBN_,GM,TGM
s__eubacterium_rectale,m__hmdb02322,m__hmdb01149,0.79,1,0.43,0.3397,DBN_,GM,TGM
s__escherichia_coli,g__dephospho-coa kinase,g__methionyl aminopeptidase,1,0.77,0.44,0.3388,DBN_,GM,TGM
s__eubacterium_rectale,g__acetyl-coa c-acetyltransferase,g__3-hydroxybutyryl-coa dehydrogenase,1,0.91,0.37,0.3367,DBN_,GM,TGM
s__bacteroides_cellulosilyticus,g__glutamate dehydrogenase,g__beta-lactamase,0.99,0.97,0.35,0.336105,DBN_,GM,TGM
s__bacteroides_stercoris,m__hmdb00289,m__hmdb01257,0.97,0.84,0.41,0.334068,DBN_,GM,TGM
s__clostridium_clostridioforme,m__hmdb00020,g__transaldolase,0.9,1,0.37,0.333,DBN_,GM,TGM
s__bacteroides_uniformis,m__hmdb00014,g__phosphopyruvate hydratase,0.63,0.76,0.69,0.330372,DBN_,GM,TGM
s__escherichia_coli,g__dihydrolipoyl dehydrogenase,g__5-formyltetrahydrofolate cyclo-ligase,1,1,0.33,0.33,DBN_,GM,TGM
s__faecalibacterium_prausnitzii,g__fructose-bisphosphate aldolase,g__phosphopyruvate hydratase,1,1,0.33,0.33,DBN_,GM,TGM
s__clostridium_clostridioforme,m__hmdb00014,m__hmdb00296,1,0.89,0.37,0.3293,DBN_,GM,TGM
s__eubacterium_rectale,g__3-hydroxybutyryl-coa dehydrogenase,m__hmdb01149,0.91,1,0.36,0.3276,DBN_,GM,TGM
s__bifidobacterium_longum,g__pyruvate carboxylase,g__ribulose-phosphate 3-epimerase,1,0.76,0.43,0.3268,DBN_,GM,TGM
s__escherichia_coli,g__dihydrolipoyl dehydrogenase,g__aspartate ammonia-lyase,1,0.68,0.48,0.3264,DBN_,GM,TGM
s__streptococcus_parasanguinis,g__fructose-bisphosphate aldolase,g__phosphoglycerate kinase,1,0.95,0.34,0.323,DBN_,GM,TGM
s__eubacterium_rectale,g__glucose-1-phosphate adenylyltransferase,g__peroxiredoxin,1,1,0.32,0.32,DBN_,GM,TGM
s__bacteroides_fragilis,g__glucose-1-phosphate adenylyltransferase,g__peroxiredoxin,1,1,0.32,0.32,DBN_,GM,TGM
s__bacteroides_ovatus,m__hmdb00619,g__glutamate decarboxylase,0.47,1,0.68,0.3196,DBN_,GM,TGM
s__bifidobacterium_longum,g__pyruvate carboxylase,g__ribulose-phosphate 3-epimerase,1,0.76,0.42,0.3192,DBN_,GM,TGM
s__haemophilus_parainfluenzae,g__glutamate dehydrogenase,g__beta-lactamase,1,0.91,0.35,0.3185,DBN_,GM,TGM
s__roseburia_intestinalis,m__hmdb00195,m__hmdb00239,0.44,1,0.72,0.3168,DBN_,GM,TGM
s__clostridium_clostridioforme,m__hmdb02322,m__hmdb00630,0.49,1,0.64,0.3136,DBN_,GM,TGM
s__escherichia_coli,g__fructose-bisphosphate aldolase,g__methionyl aminopeptidase,1,0.77,0.4,0.308,DBN_,GM,TGM
s__bacteroides_stercoris,g__phosphatidate cytidylyltransferase,m__hmdb01257,0.99,0.84,0.37,0.307692,DBN_,GM,TGM
s__streptococcus_parasanguinis,g__ribulose-phosphate 3-epimerase,g__phosphoglycerate kinase,0.43,0.95,0.75,0.306375,DBN_,GM,TGM
s__haemophilus_parainfluenzae,g__fructose-bisphosphate aldolase,g__peroxiredoxin,0.39,0.78,1,0.3042,DBN_,GM,TGM
s__haemophilus_parainfluenzae,g__peroxiredoxin,g__3-hydroxybutyryl-coa dehydrogenase,0.78,1,0.38,0.2964,DBN_,GM,TGM
s__haemophilus_parainfluenzae,g__peroxiredoxin,g__uridine kinase,0.78,1,0.38,0.2964,DBN_,GM,TGM
s__roseburia_intestinalis,m__hmdb00239,g__histidine kinase,1,0.95,0.31,0.2945,DBN_,GM,TGM
s__bacteroides_uniformis,m__hmdb01149,g__glucose-1-phosphate adenylyltransferase,0.72,0.95,0.43,0.29412,DBN_,GM,TGM
s__bacteroides_ovatus,m__hmdb00239,g__shikimate kinase,0.77,1,0.38,0.2926,DBN_,GM,TGM
s__klebsiella_pneumoniae,g__dihydrolipoyl dehydrogenase,g__dna-directed rna polymerase,0.51,0.64,0.89,0.290496,DBN_,GM,TGM
s__escherichia_coli,g__fructose-bisphosphate aldolase,g__rna helicase,1,0.58,0.5,0.29,DBN_,GM,TGM
s__haemophilus_parainfluenzae,g__peroxiredoxin,g__glucose-1-phosphate adenylyltransferase,0.78,0.86,0.43,0.288444,DBN_,GM,TGM
s__escherichia_coli,g__fructose-bisphosphate aldolase,g__histidine kinase,1,0.3,0.96,0.288,DBN_,GM,TGM
s__eubacterium_rectale,m__hmdb00020,g__peroxiredoxin,0.99,1,0.29,0.2871,DBN_,GM,TGM
s__bacteroides_fragilis,g__thymidylate synthase,g__dephospho-coa kinase,0.64,0.44,1,0.2816,DBN_,GM,TGM
s__klebsiella_pneumoniae,g__dihydrolipoyl dehydrogenase,g__endopeptidase clp,0.51,1,0.55,0.2805,DBN_,GM,TGM
s__haemophilus_parainfluenzae,g__thymidylate synthase,g__uridine kinase,1,1,0.28,0.28,DBN_,GM,TGM
s__clostridium_clostridioforme,m__hmdb00020,m__hmdb00030,0.9,1,0.31,0.279,DBN_,GM,TGM
s__haemophilus_parainfluenzae,g__acetyl-coa c-acetyltransferase,g__3-hydroxybutyryl-coa dehydrogenase,0.75,1,0.37,0.2775,DBN_,GM,TGM
s__eubacterium_rectale,g__peroxiredoxin,m__hmdb00020,1,0.99,0.28,0.2772,DBN_,GM,TGM
s__bacteroides_stercoris,g__thymidylate synthase,g__uridine kinase,1,0.98,0.28,0.2744,DBN_,GM,TGM
s__clostridium_clostridioforme,m__hmdb02322,m__hmdb00030,0.49,1,0.56,0.2744,DBN_,GM,TGM
s__haemophilus_parainfluenzae,g__acetyl-coa c-acetyltransferase,g__aspartate ammonia-lyase,0.75,0.71,0.51,0.271575,DBN_,GM,TGM
s__bacteroides_fragilis,g__thymidylate synthase,g__ribulose-phosphate 3-epimerase,0.64,1,0.42,0.2688,DBN_,GM,TGM
s__bacteroides_stercoris,g__phosphatidate cytidylyltransferase,g__2-c-methyl-d-erythritol 4-phosphate cytidylyltransferase,0.99,1,0.27,0.2673,DBN_,GM,TGM
s__bacteroides_stercoris,g__uridine kinase,m__hmdb00289,0.98,0.97,0.28,0.266168,DBN_,GM,TGM
s__haemophilus_parainfluenzae,g__fructose-bisphosphate aldolase,g__aspartate ammonia-lyase,0.39,0.71,0.96,0.265824,DBN_,GM,TGM
s__roseburia_intestinalis,g__fructose-bisphosphate aldolase,g__histidine kinase,0.29,0.95,0.96,0.26448,DBN_,GM,TGM
s__eubacterium_rectale,g__phosphopyruvate hydratase,g__superoxide dismutase,0.26,1,1,0.26,DBN_,GM,TGM
s__bacteroides_ovatus,g__acetyl-coa c-acetyltransferase,g__3-hydroxybutyryl-coa dehydrogenase,1,0.96,0.27,0.2592,DBN_,GM,TGM
s__escherichia_coli,g__fructose-bisphosphate aldolase,g__phosphoglycerate kinase,1,0.76,0.34,0.2584,DBN_,GM,TGM
s__bacteroides_xylanisolvens,g__glutamate decarboxylase,g__peptidylprolyl isomerase,1,0.83,0.31,0.2573,DBN_,GM,TGM
s__bacteroides_fragilis,g__transaldolase,g__aldose 1-epimerase,0.3,1,0.84,0.252,DBN_,GM,TGM
s__bacteroides_caccae,g__transaldolase,g__2-c-methyl-d-erythritol 4-phosphate cytidylyltransferase,1,0.93,0.27,0.2511,DBN_,GM,TGM
s__escherichia_coli,g__uridine kinase,g__dephospho-coa kinase,0.25,1,1,0.25,DBN_,GM,TGM
s__faecalibacterium_prausnitzii,g__fructose-bisphosphate aldolase,g__aspartate ammonia-lyase,1,0.26,0.96,0.2496,DBN_,GM,TGM
s__haemophilus_parainfluenzae,g__fructose-bisphosphate aldolase,g__methionyl aminopeptidase,0.39,0.78,0.82,0.249444,DBN_,GM,TGM
s__escherichia_coli,g__shikimate kinase,g__peptidylprolyl isomerase,0.93,0.29,0.92,0.248124,DBN_,GM,TGM
s__bacteroides_uniformis,m__hmdb00020,g__glucose-1-phosphate adenylyltransferase,0.26,0.95,1,0.247,DBN_,GM,TGM
s__bacteroides_fragilis,g__transaldolase,g__aldose 1-epimerase,0.3,1,0.82,0.246,DBN_,GM,TGM
s__eubacterium_rectale,g__acetyl-coa c-acetyltransferase,g__3-hydroxybutyryl-coa dehydrogenase,1,0.91,0.27,0.2457,DBN_,GM,TGM
s__escherichia_coli,g__uridine kinase,g__pyruvate carboxylase,0.25,1,0.98,0.245,DBN_,GM,TGM
s__klebsiella_pneumoniae,g__dihydrolipoyl dehydrogenase,g__aspartate ammonia-lyase,0.51,1,0.48,0.2448,DBN_,GM,TGM
s__klebsiella_pneumoniae,g__fructose-bisphosphate aldolase,g__endopeptidase clp,0.24,1,1,0.24,DBN_,GM,TGM
s__klebsiella_pneumoniae,g__l-serine ammonia-lyase,g__fructose-bisphosphate aldolase,1,0.24,1,0.24,DBN_,GM,TGM
s__klebsiella_pneumoniae,g__fructose-bisphosphate aldolase,g__l-serine ammonia-lyase,0.24,1,1,0.24,DBN_,GM,TGM
s__clostridium_clostridioforme,m__hmdb00195,g__l-serine ammonia-lyase,0.25,1,0.96,0.24,DBN_,GM,TGM
s__clostridium_clostridioforme,m__hmdb00089,m__hmdb00289,1,0.99,0.24,0.2376,DBN_,GM,TGM
s__eubacterium_rectale,g__3-hydroxybutyryl-coa dehydrogenase,g__histidine kinase,0.91,1,0.26,0.2366,DBN_,GM,TGM
s__haemophilus_parainfluenzae,g__aspartate ammonia-lyase,g__fructose-bisphosphate aldolase,0.71,0.39,0.85,0.235365,DBN_,GM,TGM
s__faecalibacterium_prausnitzii,g__dna-directed rna polymerase,g__peptidylprolyl isomerase,1,0.51,0.46,0.2346,DBN_,GM,TGM
s__clostridium_clostridioforme,m__hmdb00030,g__uridine kinase,1,0.78,0.3,0.234,DBN_,GM,TGM
s__bacteroides_uniformis,m__hmdb00014,g__glucose-1-phosphate adenylyltransferase,0.63,0.95,0.39,0.233415,DBN_,GM,TGM
s__bacteroides_stercoris,g__3-methyl-2-oxobutanoate hydroxymethyltransferase,m__hmdb00289,1,0.97,0.24,0.2328,DBN_,GM,TGM
s__bacteroides_cellulosilyticus,g__glutamate dehydrogenase,g__beta-lactamase,0.99,0.97,0.24,0.230472,DBN_,GM,TGM
s__klebsiella_pneumoniae,g__fructose-bisphosphate aldolase,g__aspartate ammonia-lyase,0.24,1,0.96,0.2304,DBN_,GM,TGM
s__faecalibacterium_prausnitzii,g__dna-directed rna polymerase,g__peptidylprolyl isomerase,1,0.51,0.45,0.2295,DBN_,GM,TGM
s__roseburia_intestinalis,m__hmdb00239,g__histidine kinase,1,0.95,0.24,0.228,DBN_,GM,TGM
s__clostridium_clostridioforme,g__peptidylprolyl isomerase,g__3-methyl-2-oxobutanoate hydroxymethyltransferase,1,0.23,0.99,0.2277,DBN_,GM,TGM
s__bacteroides_uniformis,g__thymidylate synthase,g__glutamate dehydrogenase,0.36,1,0.63,0.2268,DBN_,GM,TGM
s__haemophilus_parainfluenzae,g__peroxiredoxin,g__thymidylate synthase,0.78,1,0.29,0.2262,DBN_,GM,TGM
s__bifidobacterium_longum,g__glutamate dehydrogenase,g__acetyl-coa c-acetyltransferase,1,0.97,0.23,0.2231,DBN_,GM,TGM
s__bacteroides_stercoris,m__hmdb01257,g__uridine kinase,0.84,0.98,0.27,0.222264,DBN_,GM,TGM
s__bacteroides_fragilis,g__glucose-1-phosphate adenylyltransferase,g__transaldolase,1,0.3,0.74,0.222,DBN_,GM,TGM
s__faecalibacterium_prausnitzii,g__aspartate ammonia-lyase,g__fructose-bisphosphate aldolase,0.26,1,0.85,0.221,DBN_,GM,TGM
s__bifidobacterium_longum,m__hmdb01149,g__ribulose-phosphate 3-epimerase,0.83,0.76,0.35,0.22078,DBN_,GM,TGM
s__haemophilus_parainfluenzae,g__glutamate dehydrogenase,g__beta-lactamase,1,0.91,0.24,0.2184,DBN_,GM,TGM
s__eubacterium_rectale,g__3-hydroxybutyryl-coa dehydrogenase,m__hmdb00020,0.91,0.99,0.24,0.216216,DBN_,GM,TGM
s__clostridium_clostridioforme,g__uridine kinase,m__hmdb00289,0.78,0.99,0.28,0.216216,DBN_,GM,TGM
s__clostridium_clostridioforme,g__3-methyl-2-oxobutanoate hydroxymethyltransferase,m__hmdb00014,0.23,1,0.94,0.2162,DBN_,GM,TGM
s__clostridium_clostridioforme,m__hmdb00089,m__hmdb00020,1,0.9,0.24,0.216,DBN_,GM,TGM
s__bifidobacterium_longum,g__dephospho-coa kinase,g__beta-lactamase,1,0.22,0.98,0.2156,DBN_,GM,TGM
s__haemophilus_parainfluenzae,g__glucose-1-phosphate adenylyltransferase,g__peroxiredoxin,0.86,0.78,0.32,0.214656,DBN_,GM,TGM
