confounder,confoundedParent,confoundedChild,BootscoreConfounderP,BootscoreConfounderC,BootscoreConfounded,overalScore,method,sourceLevel,deconfoundedWith
s__clostridium_clostridioforme,m__hmdb00030,g__l-serine ammonia-lyase,0.91,1,0.83,0.7553,DBN_,GM,TGM
s__haemophilus_parainfluenzae,m__hmdb01149,m__hmdb02322,1,1,0.75,0.75,DBN_,GM,TGM
s__alistipes_shahii,g__dna-directed rna polymerase,g__methionyl aminopeptidase,0.93,1,0.8,0.744,DBN_,GM,TGM
s__bacteroides_uniformis,g__shikimate kinase,g__dna-directed rna polymerase,1,0.75,0.99,0.7425,DBN_,GM,TGM
s__bacteroides_uniformis,g__transaldolase,g__phosphopyruvate hydratase,0.92,0.97,0.83,0.740692,DBN_,GM,TGM
s__bacteroides_ovatus,m__hmdb00239,g__dna helicase,0.73,1,1,0.73,DBN_,GM,TGM
s__odoribacter_splanchnicus,g__dihydrolipoyl dehydrogenase,g__aldose 1-epimerase,0.75,1,0.97,0.7275,DBN_,GM,TGM
s__bacteroides_uniformis,g__shikimate kinase,g__thymidylate synthase,1,0.92,0.79,0.7268,DBN_,GM,TGM
s__bacteroides_uniformis,g__transaldolase,m__hmdb00043,0.92,0.79,1,0.7268,DBN_,GM,TGM
s__bacteroides_uniformis,g__phosphopyruvate hydratase,g__dna-directed rna polymerase,0.97,0.75,0.99,0.720225,DBN_,GM,TGM
s__clostridium_bolteae,g__glutamate decarboxylase,g__phosphopyruvate hydratase,0.95,0.95,0.79,0.712975,DBN_,GM,TGM
s__bacteroides_uniformis,g__shikimate kinase,g__3-hydroxybutyryl-coa dehydrogenase,1,0.7,0.99,0.693,DBN_,GM,TGM
s__akkermansia_muciniphila,g__dna-directed rna polymerase,g__methionyl aminopeptidase,0.85,1,0.8,0.68,DBN_,GM,TGM
s__bacteroides_stercoris,g__3-methyl-2-oxobutanoate hydroxymethyltransferase,m__hmdb00089,0.79,0.82,1,0.6478,DBN_,GM,TGM
s__bacteroides_uniformis,g__shikimate kinase,g__3-hydroxybutyryl-coa dehydrogenase,1,0.7,0.91,0.637,DBN_,GM,TGM
s__clostridium_clostridioforme,g__uridine kinase,m__hmdb00030,1,0.91,0.68,0.6188,DBN_,GM,TGM
s__odoribacter_splanchnicus,g__aldose 1-epimerase,g__triose-phosphate isomerase,1,1,0.61,0.61,DBN_,GM,TGM
s__haemophilus_parainfluenzae,m__hmdb01149,m__hmdb02322,1,1,0.58,0.58,DBN_,GM,TGM
s__eubacterium_siraeum,m__hmdb00097,g__phosphoglycerate kinase,1,0.99,0.58,0.5742,DBN_,GM,TGM
s__bacteroides_fragilis,g__aspartate ammonia-lyase,g__peroxiredoxin,1,1,0.57,0.57,DBN_,GM,TGM
s__eubacterium_siraeum,m__hmdb00209,m__hmdb00097,1,1,0.57,0.57,DBN_,GM,TGM
s__eubacterium_siraeum,m__hmdb00097,m__hmdb01149,1,1,0.57,0.57,DBN_,GM,TGM
s__bacteroides_uniformis,m__hmdb00043,g__dna-directed rna polymerase,0.79,0.75,0.96,0.5688,DBN_,GM,TGM
s__akkermansia_muciniphila,g__methionyl aminopeptidase,g__dephospho-coa kinase,1,0.75,0.75,0.5625,DBN_,GM,TGM
s__clostridium_clostridioforme,m__hmdb00030,g__uridine kinase,0.91,1,0.61,0.5551,DBN_,GM,TGM
s__clostridium_clostridioforme,g__pyruvate carboxylase,g__glutamate dehydrogenase,0.98,0.78,0.72,0.550368,DBN_,GM,TGM
s__bacteroides_caccae,m__hmdb00289,g__shikimate kinase,1,1,0.55,0.55,DBN_,GM,TGM
s__eubacterium_siraeum,m__hmdb00030,m__hmdb00239,1,0.55,1,0.55,DBN_,GM,TGM
s__ruminococcus_torques,g__rna helicase,g__dna helicase,0.94,0.65,0.9,0.5499,DBN_,GM,TGM
s__eubacterium_siraeum,m__hmdb00030,m__hmdb00239,1,0.55,0.98,0.539,DBN_,GM,TGM
s__bacteroides_caccae,g__shikimate kinase,g__superoxide dismutase,1,0.86,0.62,0.5332,DBN_,GM,TGM
s__bacteroides_finegoldii,g__endopeptidase clp,m__hmdb00764,0.87,0.67,0.9,0.52461,DBN_,GM,TGM
s__odoribacter_splanchnicus,m__hmdb00619,m__hmdb01257,0.75,0.92,0.74,0.5106,DBN_,GM,TGM
s__bacteroides_ovatus,g__shikimate kinase,g__thymidylate synthase,0.99,0.5,0.97,0.48015,DBN_,GM,TGM
s__clostridium_clostridioforme,m__hmdb00030,g__2-c-methyl-d-erythritol 4-phosphate cytidylyltransferase,0.91,0.97,0.54,0.476658,DBN_,GM,TGM
s__faecalibacterium_prausnitzii,g__3-hydroxybutyryl-coa dehydrogenase,g__glutamate decarboxylase,1,0.49,0.94,0.4606,DBN_,GM,TGM
s__faecalibacterium_prausnitzii,g__superoxide dismutase,g__5-formyltetrahydrofolate cyclo-ligase,1,0.46,1,0.46,DBN_,GM,TGM
s__odoribacter_splanchnicus,g__glutamate decarboxylase,g__triose-phosphate isomerase,0.46,1,1,0.46,DBN_,GM,TGM
s__bacteroides_uniformis,g__thymidylate synthase,g__uridine kinase,0.92,0.84,0.59,0.455952,DBN_,GM,TGM
s__odoribacter_splanchnicus,g__glutamate decarboxylase,g__peptidylprolyl isomerase,0.46,0.99,1,0.4554,DBN_,GM,TGM
s__odoribacter_splanchnicus,g__glutamate decarboxylase,g__rna helicase,0.46,0.99,1,0.4554,DBN_,GM,TGM
s__clostridium_bolteae,g__peptidylprolyl isomerase,g__phosphopyruvate hydratase,0.9,0.95,0.53,0.45315,DBN_,GM,TGM
s__bacteroides_stercoris,g__methionyl aminopeptidase,g__dephospho-coa kinase,0.6,1,0.75,0.45,DBN_,GM,TGM
s__bacteroides_uniformis,m__hmdb00043,g__acetyl-coa c-acetyltransferase,0.79,0.56,1,0.4424,DBN_,GM,TGM
s__bacteroides_uniformis,m__hmdb00043,g__acetyl-coa c-acetyltransferase,0.79,0.56,0.99,0.437976,DBN_,GM,TGM
s__clostridium_clostridioforme,m__hmdb00089,m__hmdb00296,1,0.65,0.66,0.429,DBN_,GM,TGM
s__odoribacter_splanchnicus,m__hmdb00619,g__3-methyl-2-oxobutanoate hydroxymethyltransferase,0.75,1,0.56,0.42,DBN_,GM,TGM
s__bacteroides_ovatus,g__3-hydroxybutyryl-coa dehydrogenase,g__dna helicase,0.41,1,1,0.41,DBN_,GM,TGM
s__bacteroides_ovatus,g__shikimate kinase,g__aspartate ammonia-lyase,0.99,0.91,0.45,0.405405,DBN_,GM,TGM
s__bacteroides_caccae,m__hmdb01257,m__hmdb00296,1,0.48,0.84,0.4032,DBN_,GM,TGM
s__bacteroides_ovatus,g__shikimate kinase,g__3-hydroxybutyryl-coa dehydrogenase,0.99,0.41,0.99,0.401841,DBN_,GM,TGM
s__clostridium_bolteae,m__hmdb02322,g__peptidylprolyl isomerase,0.49,0.9,0.91,0.40131,DBN_,GM,TGM
s__faecalibacterium_prausnitzii,g__5-formyltetrahydrofolate cyclo-ligase,g__superoxide dismutase,0.46,1,0.87,0.4002,DBN_,GM,TGM
s__bacteroides_ovatus,g__shikimate kinase,g__thymidylate synthase,0.99,0.5,0.79,0.39105,DBN_,GM,TGM
s__clostridium_clostridioforme,m__hmdb00089,g__dephospho-coa kinase,1,1,0.39,0.39,DBN_,GM,TGM
s__akkermansia_muciniphila,g__l-serine ammonia-lyase,g__triose-phosphate isomerase,1,1,0.39,0.39,DBN_,GM,TGM
s__klebsiella_pneumoniae,g__l-serine ammonia-lyase,g__triose-phosphate isomerase,1,1,0.39,0.39,DBN_,GM,TGM
s__faecalibacterium_prausnitzii,g__glutamate decarboxylase,g__phosphopyruvate hydratase,0.49,1,0.79,0.3871,DBN_,GM,TGM
s__odoribacter_splanchnicus,g__peptidylprolyl isomerase,g__3-methyl-2-oxobutanoate hydroxymethyltransferase,0.99,1,0.39,0.3861,DBN_,GM,TGM
s__faecalibacterium_prausnitzii,g__3-hydroxybutyryl-coa dehydrogenase,g__fructose-bisphosphate aldolase,1,1,0.38,0.38,DBN_,GM,TGM
s__streptococcus_parasanguinis,g__fructose-bisphosphate aldolase,g__peroxiredoxin,1,1,0.38,0.38,DBN_,GM,TGM
s__bacteroides_finegoldii,m__hmdb00619,m__hmdb00764,0.99,0.67,0.56,0.371448,DBN_,GM,TGM
s__clostridium_bolteae,g__phosphatidate cytidylyltransferase,g__5-formyltetrahydrofolate cyclo-ligase,1,0.39,0.95,0.3705,DBN_,GM,TGM
s__bacteroides_ovatus,g__shikimate kinase,g__3-hydroxybutyryl-coa dehydrogenase,0.99,0.41,0.91,0.369369,DBN_,GM,TGM
s__eubacterium_rectale,m__hmdb00020,g__phosphoglycerate kinase,0.52,0.86,0.81,0.362232,DBN_,GM,TGM
s__clostridium_clostridioforme,m__hmdb00030,m__hmdb00296,0.91,0.65,0.61,0.360815,DBN_,GM,TGM
s__bacteroides_uniformis,g__dihydrolipoyl dehydrogenase,m__hmdb00043,1,0.79,0.45,0.3555,DBN_,GM,TGM
s__ruminococcus_torques,g__shikimate kinase,g__3-hydroxybutyryl-coa dehydrogenase,0.79,0.45,0.99,0.351945,DBN_,GM,TGM
s__bacteroides_ovatus,g__shikimate kinase,g__aspartate ammonia-lyase,0.99,0.91,0.39,0.351351,DBN_,GM,TGM
s__streptococcus_parasanguinis,g__rna helicase,g__fructose-bisphosphate aldolase,1,1,0.35,0.35,DBN_,GM,TGM
s__roseburia_intestinalis,g__fructose-bisphosphate aldolase,g__peroxiredoxin,0.92,1,0.38,0.3496,DBN_,GM,TGM
s__odoribacter_splanchnicus,m__hmdb00619,g__glutamate decarboxylase,0.75,0.46,1,0.345,DBN_,GM,TGM
s__bacteroides_caccae,m__hmdb00289,g__transaldolase,1,1,0.34,0.34,DBN_,GM,TGM
s__akkermansia_muciniphila,g__endopeptidase clp,g__triose-phosphate isomerase,1,1,0.33,0.33,DBN_,GM,TGM
s__bacteroides_uniformis,m__hmdb00296,g__3-hydroxybutyryl-coa dehydrogenase,0.82,0.7,0.57,0.32718,DBN_,GM,TGM
s__odoribacter_splanchnicus,g__glutamate decarboxylase,g__triose-phosphate isomerase,0.46,1,0.71,0.3266,DBN_,GM,TGM
s__bacteroides_stercoris,g__transaldolase,g__ribulose-phosphate 3-epimerase,1,0.88,0.37,0.3256,DBN_,GM,TGM
s__ruminococcus_torques,g__shikimate kinase,g__3-hydroxybutyryl-coa dehydrogenase,0.79,0.45,0.91,0.323505,DBN_,GM,TGM
s__streptococcus_parasanguinis,g__endopeptidase clp,g__triose-phosphate isomerase,0.97,1,0.33,0.3201,DBN_,GM,TGM
s__odoribacter_splanchnicus,g__3-methyl-2-oxobutanoate hydroxymethyltransferase,g__triose-phosphate isomerase,1,1,0.32,0.32,DBN_,GM,TGM
s__bacteroides_stercoris,m__hmdb00089,g__dephospho-coa kinase,0.82,1,0.39,0.3198,DBN_,GM,TGM
s__clostridium_bolteae,g__peptidylprolyl isomerase,g__3-methyl-2-oxobutanoate hydroxymethyltransferase,0.9,0.91,0.39,0.31941,DBN_,GM,TGM
s__bacteroides_finegoldii,g__5-formyltetrahydrofolate cyclo-ligase,m__hmdb00764,0.49,0.67,0.96,0.315168,DBN_,GM,TGM
s__odoribacter_splanchnicus,g__rna helicase,g__dna helicase,0.99,0.35,0.9,0.31185,DBN_,GM,TGM
s__odoribacter_splanchnicus,g__aldose 1-epimerase,g__dihydrolipoyl dehydrogenase,1,0.75,0.41,0.3075,DBN_,GM,TGM
s__bacteroides_ovatus,g__shikimate kinase,g__l-serine ammonia-lyase,0.99,0.31,1,0.3069,DBN_,GM,TGM
s__odoribacter_splanchnicus,m__hmdb01257,m__hmdb00619,0.92,0.75,0.43,0.2967,DBN_,GM,TGM
s__odoribacter_splanchnicus,g__dna helicase,g__5-formyltetrahydrofolate cyclo-ligase,0.35,1,0.84,0.294,DBN_,GM,TGM
s__bacteroides_uniformis,m__hmdb00043,g__3-hydroxybutyryl-coa dehydrogenase,0.79,0.7,0.53,0.29309,DBN_,GM,TGM
s__ruminococcus_torques,g__3-hydroxybutyryl-coa dehydrogenase,g__dna helicase,0.45,0.65,1,0.2925,DBN_,GM,TGM
s__bacteroides_uniformis,m__hmdb00043,g__dihydrolipoyl dehydrogenase,0.79,1,0.37,0.2923,DBN_,GM,TGM
s__bacteroides_finegoldii,m__hmdb00619,m__hmdb00764,0.99,0.67,0.44,0.291852,DBN_,GM,TGM
s__clostridium_clostridioforme,g__uridine kinase,m__hmdb00030,1,0.91,0.32,0.2912,DBN_,GM,TGM
s__bacteroides_finegoldii,m__hmdb00020,g__histidine kinase,0.49,0.6,0.99,0.29106,DBN_,GM,TGM
s__streptococcus_parasanguinis,g__fructose-bisphosphate aldolase,g__endopeptidase clp,1,0.97,0.3,0.291,DBN_,GM,TGM
s__bacteroides_xylanisolvens,g__transaldolase,g__ribulose-phosphate 3-epimerase,0.89,0.88,0.37,0.289784,DBN_,GM,TGM
s__klebsiella_pneumoniae,g__aspartate ammonia-lyase,g__peroxiredoxin,1,0.49,0.57,0.2793,DBN_,GM,TGM
s__bacteroides_faecis,g__glutamate decarboxylase,g__phosphopyruvate hydratase,0.52,0.66,0.79,0.271128,DBN_,GM,TGM
s__bacteroides_uniformis,g__dna-directed rna polymerase,g__methionyl aminopeptidase,0.75,0.4,0.9,0.27,DBN_,GM,TGM
s__bacteroides_uniformis,m__hmdb00056,g__transaldolase,0.52,0.92,0.56,0.267904,DBN_,GM,TGM
s__akkermansia_muciniphila,g__uridine kinase,g__glutamate dehydrogenase,0.97,1,0.27,0.2619,DBN_,GM,TGM
s__clostridium_bolteae,m__hmdb00619,g__glutamate decarboxylase,0.27,0.95,1,0.2565,DBN_,GM,TGM
s__bacteroides_uniformis,g__dihydrolipoyl dehydrogenase,m__hmdb00056,1,0.52,0.49,0.2548,DBN_,GM,TGM
s__bacteroides_uniformis,m__hmdb00043,g__dihydrolipoyl dehydrogenase,0.79,1,0.32,0.2528,DBN_,GM,TGM
s__bacteroides_finegoldii,m__hmdb00020,g__thymidylate synthase,0.49,0.97,0.53,0.251909,DBN_,GM,TGM
s__bacteroides_uniformis,m__hmdb00056,g__transaldolase,0.52,0.92,0.52,0.248768,DBN_,GM,TGM
s__akkermansia_muciniphila,g__acetyl-coa c-acetyltransferase,g__glutamate dehydrogenase,0.65,1,0.38,0.247,DBN_,GM,TGM
s__bacteroides_uniformis,g__dna-directed rna polymerase,g__methionyl aminopeptidase,0.75,0.4,0.8,0.24,DBN_,GM,TGM
s__odoribacter_splanchnicus,g__3-methyl-2-oxobutanoate hydroxymethyltransferase,g__triose-phosphate isomerase,1,1,0.24,0.24,DBN_,GM,TGM
s__eubacterium_siraeum,m__hmdb00097,g__phosphoglycerate kinase,1,0.99,0.24,0.2376,DBN_,GM,TGM
s__bacteroides_uniformis,g__phosphopyruvate hydratase,m__hmdb00043,0.97,0.79,0.31,0.237553,DBN_,GM,TGM
s__bacteroides_uniformis,m__hmdb00056,g__thymidylate synthase,0.52,0.92,0.48,0.229632,DBN_,GM,TGM
s__clostridium_bolteae,m__hmdb01257,g__pyruvate carboxylase,0.26,0.97,0.91,0.229502,DBN_,GM,TGM
s__bacteroides_finegoldii,m__hmdb00764,g__histidine kinase,0.67,0.6,0.57,0.22914,DBN_,GM,TGM
s__eubacterium_rectale,g__phosphopyruvate hydratase,g__dihydrolipoyl dehydrogenase,0.23,0.99,1,0.2277,DBN_,GM,TGM
s__eubacterium_rectale,g__phosphopyruvate hydratase,g__superoxide dismutase,0.23,0.99,1,0.2277,DBN_,GM,TGM
s__bacteroides_stercoris,g__3-methyl-2-oxobutanoate hydroxymethyltransferase,g__uridine kinase,0.79,0.99,0.29,0.226809,DBN_,GM,TGM
s__bacteroides_uniformis,g__dihydrolipoyl dehydrogenase,g__transaldolase,1,0.92,0.24,0.2208,DBN_,GM,TGM
s__odoribacter_splanchnicus,m__hmdb01257,m__hmdb00619,0.92,0.75,0.32,0.2208,DBN_,GM,TGM
s__eubacterium_siraeum,m__hmdb00030,m__hmdb00089,1,1,0.22,0.22,DBN_,GM,TGM
s__roseburia_inulinivorans,m__hmdb00020,g__dephospho-coa kinase,0.43,0.65,0.77,0.215215,DBN_,GM,TGM
s__clostridium_clostridioforme,g__uridine kinase,g__glutamate dehydrogenase,1,0.78,0.27,0.2106,DBN_,GM,TGM
s__bacteroides_caccae,m__hmdb00056,m__hmdb01257,0.21,1,1,0.21,DBN_,GM,TGM
s__bacteroides_caccae,g__shikimate kinase,g__superoxide dismutase,1,0.86,0.24,0.2064,DBN_,GM,TGM
s__clostridium_clostridioforme,m__hmdb00030,m__hmdb00089,0.91,1,0.22,0.2002,DBN_,GM,TGM
s__bacteroides_caccae,m__hmdb00289,g__transaldolase,1,1,0.2,0.2,DBN_,GM,TGM
s__clostridium_clostridioforme,m__hmdb00030,m__hmdb00014,0.91,0.36,0.61,0.199836,DBN_,GM,TGM
s__clostridium_bolteae,g__phosphatidate cytidylyltransferase,g__phosphopyruvate hydratase,1,0.95,0.2,0.19,DBN_,GM,TGM
s__clostridium_bolteae,m__hmdb01257,g__phosphatidate cytidylyltransferase,0.26,1,0.72,0.1872,DBN_,GM,TGM
s__akkermansia_muciniphila,g__uridine kinase,g__glutamate dehydrogenase,0.97,1,0.19,0.1843,DBN_,GM,TGM
s__eubacterium_rectale,g__dihydrolipoyl dehydrogenase,g__peroxiredoxin,0.99,0.2,0.91,0.18018,DBN_,GM,TGM
s__clostridium_clostridioforme,m__hmdb00030,m__hmdb00014,0.91,0.36,0.55,0.18018,DBN_,GM,TGM
s__akkermansia_muciniphila,g__glutamate dehydrogenase,g__endopeptidase clp,1,1,0.18,0.18,DBN_,GM,TGM
s__bacteroides_uniformis,g__transaldolase,g__dihydrolipoyl dehydrogenase,0.92,1,0.19,0.1748,DBN_,GM,TGM
s__eubacterium_siraeum,m__hmdb00619,g__3-hydroxybutyryl-coa dehydrogenase,0.95,0.57,0.32,0.17328,DBN_,GM,TGM
s__bacteroides_finegoldii,g__thymidylate synthase,g__dephospho-coa kinase,0.97,0.27,0.66,0.172854,DBN_,GM,TGM
s__bacteroides_fragilis,g__glucose-1-phosphate adenylyltransferase,g__peroxiredoxin,1,1,0.17,0.17,DBN_,GM,TGM
s__clostridium_clostridioforme,g__uridine kinase,m__hmdb00089,1,1,0.17,0.17,DBN_,GM,TGM
s__eubacterium_ventriosum,m__hmdb00043,g__3-hydroxybutyryl-coa dehydrogenase,1,0.32,0.53,0.1696,DBN_,GM,TGM
s__akkermansia_muciniphila,g__pyruvate carboxylase,g__glutamate dehydrogenase,0.23,1,0.72,0.1656,DBN_,GM,TGM
s__alistipes_shahii,g__3-hydroxybutyryl-coa dehydrogenase,g__glutamate decarboxylase,0.32,0.54,0.94,0.162432,DBN_,GM,TGM
s__eubacterium_rectale,g__phosphopyruvate hydratase,g__glucose-1-phosphate adenylyltransferase,0.23,0.93,0.75,0.160425,DBN_,GM,TGM
s__odoribacter_splanchnicus,g__triose-phosphate isomerase,g__3-methyl-2-oxobutanoate hydroxymethyltransferase,1,1,0.16,0.16,DBN_,GM,TGM
s__odoribacter_splanchnicus,g__peptidylprolyl isomerase,g__3-methyl-2-oxobutanoate hydroxymethyltransferase,0.99,1,0.16,0.1584,DBN_,GM,TGM
s__alistipes_shahii,g__phosphoglycerate kinase,g__methionyl aminopeptidase,0.18,1,0.88,0.1584,DBN_,GM,TGM
s__alistipes_shahii,g__phosphoglycerate kinase,g__methionyl aminopeptidase,0.18,1,0.87,0.1566,DBN_,GM,TGM
s__eubacterium_rectale,g__phosphopyruvate hydratase,g__glucose-1-phosphate adenylyltransferase,0.23,0.93,0.73,0.156147,DBN_,GM,TGM
s__eubacterium_ventriosum,m__hmdb00043,m__hmdb00014,1,0.15,1,0.15,DBN_,GM,TGM
s__bacteroides_stercoris,g__uridine kinase,g__3-methyl-2-oxobutanoate hydroxymethyltransferase,0.99,0.79,0.19,0.148599,DBN_,GM,TGM
s__faecalibacterium_prausnitzii,g__3-hydroxybutyryl-coa dehydrogenase,g__histidine kinase,1,0.99,0.15,0.1485,DBN_,GM,TGM
s__clostridium_clostridioforme,g__uridine kinase,g__glutamate dehydrogenase,1,0.78,0.19,0.1482,DBN_,GM,TGM
s__odoribacter_splanchnicus,m__hmdb01257,g__glutamate dehydrogenase,0.92,1,0.16,0.1472,DBN_,GM,TGM
s__alistipes_shahii,g__phosphoglycerate kinase,g__histidine kinase,0.18,0.85,0.95,0.14535,DBN_,GM,TGM
s__bacteroides_uniformis,m__hmdb00089,m__hmdb00630,0.15,0.96,1,0.144,DBN_,GM,TGM
s__bacteroides_stercoris,g__uridine kinase,m__hmdb00089,0.99,0.82,0.17,0.138006,DBN_,GM,TGM
s__clostridium_bolteae,m__hmdb00619,g__3-methyl-2-oxobutanoate hydroxymethyltransferase,0.27,0.91,0.56,0.137592,DBN_,GM,TGM
s__eubacterium_siraeum,g__uridine kinase,m__hmdb00089,0.14,1,0.97,0.1358,DBN_,GM,TGM
s__faecalibacterium_prausnitzii,g__superoxide dismutase,g__glutamate decarboxylase,1,0.49,0.27,0.1323,DBN_,GM,TGM
s__bacteroides_stercoris,m__hmdb00089,g__transaldolase,0.82,1,0.16,0.1312,DBN_,GM,TGM
s__clostridium_bolteae,g__peptidylprolyl isomerase,g__3-methyl-2-oxobutanoate hydroxymethyltransferase,0.9,0.91,0.16,0.13104,DBN_,GM,TGM
s__akkermansia_muciniphila,g__methionyl aminopeptidase,g__glutamate dehydrogenase,1,1,0.13,0.13,DBN_,GM,TGM
s__eubacterium_siraeum,g__3-hydroxybutyryl-coa dehydrogenase,m__hmdb00619,0.57,0.95,0.24,0.12996,DBN_,GM,TGM
s__bacteroides_ovatus,g__shikimate kinase,g__dna-directed rna polymerase,0.99,0.13,0.99,0.127413,DBN_,GM,TGM
s__eubacterium_siraeum,g__3-hydroxybutyryl-coa dehydrogenase,g__dna helicase,0.57,0.22,1,0.1254,DBN_,GM,TGM
s__clostridium_clostridioforme,g__dephospho-coa kinase,g__glutamate dehydrogenase,1,0.78,0.16,0.1248,DBN_,GM,TGM
s__bacteroides_ovatus,m__hmdb00251,g__acetyl-coa c-acetyltransferase,0.33,0.99,0.38,0.124146,DBN_,GM,TGM
s__bacteroides_caccae,m__hmdb00056,m__hmdb00289,0.21,1,0.59,0.1239,DBN_,GM,TGM
s__bacteroides_uniformis,g__uridine kinase,m__hmdb00089,0.84,0.15,0.97,0.12222,DBN_,GM,TGM
s__eubacterium_siraeum,m__hmdb00239,g__dna helicase,0.55,0.22,1,0.121,DBN_,GM,TGM
s__clostridium_clostridioforme,m__hmdb00630,g__dephospho-coa kinase,1,1,0.12,0.12,DBN_,GM,TGM
s__akkermansia_muciniphila,g__dephospho-coa kinase,g__glutamate dehydrogenase,0.75,1,0.16,0.12,DBN_,GM,TGM
s__bacteroides_caccae,g__shikimate kinase,m__hmdb01257,1,1,0.12,0.12,DBN_,GM,TGM
s__bacteroides_caccae,m__hmdb00056,g__transaldolase,0.21,1,0.56,0.1176,DBN_,GM,TGM
s__ruminococcus_torques,g__ribulose-phosphate 3-epimerase,g__shikimate kinase,0.87,0.79,0.17,0.116841,DBN_,GM,TGM
s__bacteroides_uniformis,g__dihydrolipoyl dehydrogenase,g__phosphopyruvate hydratase,1,0.97,0.12,0.1164,DBN_,GM,TGM
s__bacteroides_uniformis,g__transaldolase,g__phosphopyruvate hydratase,0.92,0.97,0.13,0.116012,DBN_,GM,TGM
s__bacteroides_uniformis,m__hmdb00296,g__dihydrolipoyl dehydrogenase,0.82,1,0.14,0.1148,DBN_,GM,TGM
s__bacteroides_faecis,g__3-methyl-2-oxobutanoate hydroxymethyltransferase,g__transaldolase,0.95,0.12,1,0.114,DBN_,GM,TGM
s__bacteroides_uniformis,g__transaldolase,g__acetyl-coa c-acetyltransferase,0.92,0.56,0.22,0.113344,DBN_,GM,TGM
s__clostridium_clostridioforme,m__hmdb00296,g__l-serine ammonia-lyase,0.65,1,0.17,0.1105,DBN_,GM,TGM
s__bacteroides_ovatus,g__acetyl-coa c-acetyltransferase,g__3-hydroxybutyryl-coa dehydrogenase,0.99,0.41,0.27,0.109593,DBN_,GM,TGM
s__bacteroides_caccae,m__hmdb00056,g__transaldolase,0.21,1,0.52,0.1092,DBN_,GM,TGM
s__streptococcus_parasanguinis,g__rna helicase,g__l-serine ammonia-lyase,1,0.11,0.99,0.1089,DBN_,GM,TGM
s__streptococcus_parasanguinis,g__l-serine ammonia-lyase,g__rna helicase,0.11,1,0.99,0.1089,DBN_,GM,TGM
s__akkermansia_muciniphila,g__3-methyl-2-oxobutanoate hydroxymethyltransferase,g__triose-phosphate isomerase,0.34,1,0.32,0.1088,DBN_,GM,TGM
s__clostridium_bolteae,g__pyruvate carboxylase,m__hmdb01257,0.97,0.26,0.43,0.108446,DBN_,GM,TGM
s__eubacterium_siraeum,g__methionyl aminopeptidase,m__hmdb00030,0.12,1,0.9,0.108,DBN_,GM,TGM
s__clostridium_bolteae,g__3-methyl-2-oxobutanoate hydroxymethyltransferase,g__beta-lactamase,0.91,0.13,0.91,0.107653,DBN_,GM,TGM
s__clostridium_bolteae,g__glutamate decarboxylase,g__ribulose-phosphate 3-epimerase,0.95,0.12,0.93,0.10602,DBN_,GM,TGM
s__clostridium_bolteae,g__pyruvate carboxylase,m__hmdb01257,0.97,0.26,0.42,0.105924,DBN_,GM,TGM
s__bacteroides_uniformis,g__acetyl-coa c-acetyltransferase,g__3-hydroxybutyryl-coa dehydrogenase,0.56,0.7,0.27,0.10584,DBN_,GM,TGM
s__bacteroides_caccae,m__hmdb00289,m__hmdb00056,1,0.21,0.5,0.105,DBN_,GM,TGM
s__eubacterium_siraeum,g__phosphoglycerate kinase,g__methionyl aminopeptidase,0.99,0.12,0.88,0.104544,DBN_,GM,TGM
s__clostridium_clostridioforme,g__uridine kinase,m__hmdb00014,1,0.36,0.29,0.1044,DBN_,GM,TGM
s__eubacterium_siraeum,g__phosphoglycerate kinase,g__methionyl aminopeptidase,0.99,0.12,0.87,0.103356,DBN_,GM,TGM
s__alistipes_shahii,m__hmdb01149,g__histidine kinase,0.27,0.85,0.45,0.103275,DBN_,GM,TGM
s__bacteroides_finegoldii,m__hmdb00020,g__dephospho-coa kinase,0.49,0.27,0.77,0.101871,DBN_,GM,TGM
s__bacteroides_finegoldii,m__hmdb00764,m__hmdb00296,0.67,0.27,0.56,0.101304,DBN_,GM,TGM
s__roseburia_intestinalis,g__glutamate decarboxylase,g__fructose-bisphosphate aldolase,0.99,0.92,0.11,0.100188,DBN_,GM,TGM
s__bacteroides_caccae,g__shikimate kinase,g__2-c-methyl-d-erythritol 4-phosphate cytidylyltransferase,1,0.12,0.83,0.0996,DBN_,GM,TGM
s__odoribacter_splanchnicus,g__peptidylprolyl isomerase,g__triose-phosphate isomerase,0.99,1,0.1,0.099,DBN_,GM,TGM
s__eubacterium_siraeum,g__phosphoglycerate kinase,m__hmdb00097,0.99,1,0.1,0.099,DBN_,GM,TGM
s__eubacterium_rectale,g__phosphoglycerate kinase,g__histidine kinase,0.86,0.12,0.95,0.09804,DBN_,GM,TGM
s__eubacterium_siraeum,g__peptidylprolyl isomerase,m__hmdb00251,0.76,0.14,0.92,0.097888,DBN_,GM,TGM
s__bacteroides_finegoldii,m__hmdb00619,m__hmdb00020,0.99,0.49,0.2,0.09702,DBN_,GM,TGM
s__akkermansia_muciniphila,g__3-methyl-2-oxobutanoate hydroxymethyltransferase,g__uridine kinase,0.34,0.97,0.29,0.095642,DBN_,GM,TGM
s__eubacterium_siraeum,g__uridine kinase,m__hmdb00030,0.14,1,0.68,0.0952,DBN_,GM,TGM
