confounder,confoundedParent,confoundedChild,BootscoreConfounderP,BootscoreConfounderC,BootscoreConfounded,overalScore,method,sourceLevel,deconfoundedWith
s__bacteroides_finegoldii,g__beta-lactamase,m__hmdb00619,0.1,1,0.76,0.076,DBN_,GM,TGM
s__odoribacter_splanchnicus,g__glutamate decarboxylase,g__glutamate dehydrogenase,0.44,1,0.17,0.0748,DBN_,GM,TGM
s__clostridium_bolteae,g__pyruvate carboxylase,m__hmdb01257,0.74,0.23,0.42,0.071484,DBN_,GM,TGM
s__akkermansia_muciniphila,g__uridine kinase,g__3-methyl-2-oxobutanoate hydroxymethyltransferase,0.94,0.21,0.33,0.065142,DBN_,GM,TGM
s__bacteroides_finegoldii,m__hmdb00764,m__hmdb00296,0.8,0.28,0.27,0.06048,DBN_,GM,TGM
s__bacteroides_finegoldii,m__hmdb00020,g__beta-lactamase,0.6,0.1,1,0.06,DBN_,GM,TGM
s__clostridium_bolteae,g__glutamate decarboxylase,g__phosphopyruvate hydratase,0.7,0.85,0.1,0.0595,DBN_,GM,TGM
s__bacteroides_finegoldii,m__hmdb00020,g__beta-lactamase,0.6,0.1,0.95,0.057,DBN_,GM,TGM
s__akkermansia_muciniphila,g__endopeptidase clp,g__triose-phosphate isomerase,1,0.27,0.19,0.0513,DBN_,GM,TGM
s__clostridium_bolteae,m__hmdb00056,m__hmdb01257,0.21,0.23,1,0.0483,DBN_,GM,TGM
s__bacteroides_uniformis,m__hmdb00296,g__acetyl-coa c-acetyltransferase,0.73,0.44,0.15,0.04818,DBN_,GM,TGM
s__bacteroides_finegoldii,g__endopeptidase clp,m__hmdb00764,0.28,0.8,0.2,0.0448,DBN_,GM,TGM
s__clostridium_bolteae,g__peptidylprolyl isomerase,g__3-methyl-2-oxobutanoate hydroxymethyltransferase,0.77,0.48,0.1,0.03696,DBN_,GM,TGM
s__bacteroides_finegoldii,g__histidine kinase,g__ribulose-phosphate 3-epimerase,0.38,0.1,0.91,0.03458,DBN_,GM,TGM
s__eubacterium_rectale,g__phosphoglycerate kinase,g__histidine kinase,0.82,0.16,0.23,0.030176,DBN_,GM,TGM
s__odoribacter_splanchnicus,m__hmdb01257,m__hmdb00619,0.53,0.21,0.27,0.030051,DBN_,GM,TGM
s__akkermansia_muciniphila,g__uridine kinase,g__3-methyl-2-oxobutanoate hydroxymethyltransferase,0.94,0.21,0.15,0.02961,DBN_,GM,TGM
s__bacteroides_stercoris,g__transaldolase,g__dihydrolipoyl dehydrogenase,1,0.15,0.18,0.027,DBN_,GM,TGM
s__eubacterium_siraeum,m__hmdb00239,g__dna helicase,0.1,0.18,1,0.018,DBN_,GM,TGM
s__bacteroides_stercoris,g__dihydrolipoyl dehydrogenase,g__transaldolase,0.15,1,0.11,0.0165,DBN_,GM,TGM
s__akkermansia_muciniphila,g__3-methyl-2-oxobutanoate hydroxymethyltransferase,g__triose-phosphate isomerase,0.21,0.27,0.27,0.015309,DBN_,GM,TGM
s__eubacterium_siraeum,m__hmdb00251,m__hmdb00097,0.1,0.87,0.16,0.01392,DBN_,GM,TGM
s__eubacterium_siraeum,m__hmdb00251,g__endopeptidase clp,0.1,1,0.12,0.012,DBN_,GM,TGM
s__akkermansia_muciniphila,g__3-methyl-2-oxobutanoate hydroxymethyltransferase,g__triose-phosphate isomerase,0.21,0.27,0.2,0.01134,DBN_,GM,TGM
s__akkermansia_muciniphila,g__triose-phosphate isomerase,g__3-methyl-2-oxobutanoate hydroxymethyltransferase,0.27,0.21,0.15,0.008505,DBN_,GM,TGM
s__akkermansia_muciniphila,g__peptidylprolyl isomerase,g__3-methyl-2-oxobutanoate hydroxymethyltransferase,0.11,0.21,0.27,0.006237,DBN_,GM,TGM
s__bacteroides_finegoldii,m__hmdb00097,g__ribulose-phosphate 3-epimerase,0.24,0.1,0.15,0.0036,DBN_,GM,TGM
s__akkermansia_muciniphila,g__peptidylprolyl isomerase,g__3-methyl-2-oxobutanoate hydroxymethyltransferase,0.11,0.21,0.1,0.00231,DBN_,GM,TGM
m__hmdb01149,s__streptococcus_thermophilus,s__escherichia_coli,0.98,0.21,0.98,0.201684,DBN_,TT,TTM
m__hmdb01149,s__escherichia_coli,s__streptococcus_thermophilus,0.21,0.98,0.11,0.022638,DBN_,TT,TTM
m__hmdb00030,s__clostridium_symbiosum,s__veillonella_dispar,0.29,0.1,0.14,0.00406,DBN_,TT,TTM
s__clostridium_citroniae,s__bacteroides_ovatus,g__dna helicase,1,1,1,1,DBN_,TG,TTG
s__clostridium_citroniae,g__dna helicase,s__bacteroides_ovatus,1,1,1,1,DBN_,TG,TTG
s__bacteroides_massiliensis,s__bacteroides_faecis,s__bacteroides_stercoris,1,1,1,1,DBN_,TG,TTG
s__anaerotruncus_colihominis,s__bacteroides_caccae,s__ruminococcus_torques,1,1,1,1,DBN_,TG,TTG
s__ruminococcus_obeum,g__5-formyltetrahydrofolate cyclo-ligase,s__clostridium_bolteae,0.99,1,1,0.99,DBN_,TG,TTG
s__c2likevirus_unclassified,s__escherichia_coli,s__faecalibacterium_prausnitzii,0.99,1,1,0.99,DBN_,TG,TTG
s__clostridium_citroniae,s__bacteroides_ovatus,g__shikimate kinase,1,0.99,0.98,0.9702,DBN_,TG,TTG
s__anaerotruncus_colihominis,s__bacteroides_caccae,g__shikimate kinase,1,0.88,1,0.88,DBN_,TG,TTG
s__sutterella_wadsworthensis,g__acetyl-coa c-acetyltransferase,s__bacteroides_thetaiotaomicron,1,1,0.88,0.88,DBN_,TG,TTG
s__c2likevirus_unclassified,s__eubacterium_rectale,s__escherichia_coli,1,0.99,0.84,0.8316,DBN_,TG,TTG
s__bacteroides_massiliensis,s__bacteroides_faecis,s__bacteroides_ovatus,1,0.79,1,0.79,DBN_,TG,TTG
s__veillonella_unclassified,s__bifidobacterium_longum,s__haemophilus_parainfluenzae,1,1,0.74,0.74,DBN_,TG,TTG
s__parabacteroides_distasonis,g__beta-lactamase,s__eubacterium_siraeum,0.58,1,1,0.58,DBN_,TG,TTG
s__ruminococcus_gnavus,s__roseburia_intestinalis,g__fructose-bisphosphate aldolase,0.96,0.72,0.76,0.525312,DBN_,TG,TTG
s__parabacteroides_merdae,g__superoxide dismutase,s__bacteroides_uniformis,0.5,0.99,0.87,0.43065,DBN_,TG,TTG
s__anaerotruncus_colihominis,g__phosphatidate cytidylyltransferase,s__ruminococcus_torques,1,1,0.42,0.42,DBN_,TG,TTG
s__parabacteroides_distasonis,g__shikimate kinase,s__roseburia_inulinivorans,1,0.62,0.51,0.3162,DBN_,TG,TTG
s__lachnospiraceae_bacterium_1_1_57faa,s__alistipes_shahii,s__bacteroides_faecis,0.21,0.96,0.66,0.133056,DBN_,TG,TTG
s__oscillibacter_unclassified,g__methionyl aminopeptidase,s__eubacterium_siraeum,0.32,0.33,1,0.1056,DBN_,TG,TTG
s__bacteroides_eggerthii,s__alistipes_shahii,g__5-formyltetrahydrofolate cyclo-ligase,0.75,0.16,0.85,0.102,DBN_,TG,TTG
s__sutterella_wadsworthensis,g__glucose-1-phosphate adenylyltransferase,s__bacteroides_thetaiotaomicron,1,1,0.1,0.1,DBN_,TG,TTG
s__parabacteroides_merdae,s__bacteroides_uniformis,s__clostridium_clostridioforme,0.99,0.16,0.45,0.07128,DBN_,TG,TTG
s__eubacterium_eligens,s__clostridium_clostridioforme,g__phosphatidate cytidylyltransferase,0.23,0.28,1,0.0644,DBN_,TG,TTG
s__barnesiella_intestinihominis,s__alistipes_shahii,g__histidine kinase,0.19,0.48,0.68,0.062016,DBN_,TG,TTG
s__bacteroides_dorei,s__eubacterium_ventriosum,g__acetyl-coa c-acetyltransferase,0.47,0.12,1,0.0564,DBN_,TG,TTG
s__prevotella_copri,s__streptococcus_parasanguinis,g__phosphoglycerate kinase,1,0.47,0.11,0.0517,DBN_,TG,TTG
s__sutterella_wadsworthensis,s__bacteroides_fragilis,g__peroxiredoxin,0.32,0.15,1,0.048,DBN_,TG,TTG
s__subdoligranulum_unclassified,s__alistipes_shahii,g__5-formyltetrahydrofolate cyclo-ligase,0.28,0.19,0.85,0.04522,DBN_,TG,TTG
s__oscillibacter_unclassified,s__eubacterium_siraeum,g__phosphoglycerate kinase,0.33,0.18,0.74,0.043956,DBN_,TG,TTG
s__oscillibacter_unclassified,g__phosphopyruvate hydratase,s__bacteroides_cellulosilyticus,1,0.25,0.12,0.03,DBN_,TG,TTG
s__ruminococcus_lactaris,g__beta-lactamase,s__bacteroides_caccae,0.12,0.52,0.11,0.006864,DBN_,TG,TTG
g__shikimate kinase,s__streptococcus_thermophilus,s__parabacteroides_unclassified,0.87,1,0.94,0.8178,DBN_,TT,TTG
g__rna helicase,s__bacteroides_eggerthii,s__streptococcus_parasanguinis,0.7,1,0.91,0.637,DBN_,TT,TTG
g__shikimate kinase,s__eubacterium_siraeum,s__parabacteroides_unclassified,0.93,1,0.59,0.5487,DBN_,TT,TTG
g__triose-phosphate isomerase,s__bacteroides_finegoldii,s__bacteroides_eggerthii,1,0.65,0.79,0.5135,DBN_,TT,TTG
g__triose-phosphate isomerase,s__bacteroides_finegoldii,s__eubacterium_eligens,1,0.12,1,0.12,DBN_,TT,TTG
g__triose-phosphate isomerase,s__eubacterium_eligens,s__bacteroides_eggerthii,0.12,0.65,1,0.078,DBN_,TT,TTG
g__dna-directed rna polymerase,s__parabacteroides_unclassified,s__bacteroides_finegoldii,0.39,0.23,0.53,0.047541,DBN_,TT,TTG
s__parabacteroides_unclassified,s__bacteroides_eggerthii,s__klebsiella_pneumoniae,0.54,1,NA,NA,DBN_,confoundersOfT,TTM
s__anaerotruncus_colihominis,s__ruminococcus_obeum,s__ruminococcus_torques,1,1,NA,NA,DBN_,confoundersOfT,TTM
s__clostridium_symbiosum,s__sutterella_wadsworthensis,s__roseburia_intestinalis,0.3,0.24,NA,NA,DBN_,confoundersOfT,TTM
s__lachnospiraceae_bacterium_1_1_57faa,s__dorea_formicigenerans,s__bacteroides_faecis,0.77,0.96,NA,NA,DBN_,confoundersOfT,TTM
s__parabacteroides_unclassified,s__bacteroides_eggerthii,s__clostridium_clostridioforme,0.54,0.24,NA,NA,DBN_,confoundersOfT,TTM
