confounder,confoundedParent,confoundedChild,BootscoreConfounderP,BootscoreConfounderC,BootscoreConfounded,overalScore,method,sourceLevel,deconfoundedWith
s__streptococcus_parasanguinis,g__peroxiredoxin,g__phosphoglycerate kinase,0.23,0.13,0.14,0.004186,DBN_,GM,TGM
s__bacteroides_dorei,s__bacteroides_ovatus,g__acetyl-coa c-acetyltransferase,1,1,1,1,DBN_,TG,TTG
s__dialister_invisus,s__clostridium_bolteae,g__dna helicase,1,1,1,1,DBN_,TG,TTG
s__prevotella_copri,s__streptococcus_parasanguinis,g__fructose-bisphosphate aldolase,1,1,1,1,DBN_,TG,TTG
s__prevotella_copri,s__streptococcus_parasanguinis,g__triose-phosphate isomerase,1,1,1,1,DBN_,TG,TTG
s__veillonella_dispar,g__aspartate ammonia-lyase,s__bifidobacterium_longum,1,1,1,1,DBN_,TG,TTG
s__c2likevirus_unclassified,s__eubacterium_rectale,s__roseburia_inulinivorans,1,1,1,1,DBN_,TG,TTG
s__prevotella_copri,g__fructose-bisphosphate aldolase,s__streptococcus_parasanguinis,1,1,1,1,DBN_,TG,TTG
s__sutterella_wadsworthensis,g__glucose-1-phosphate adenylyltransferase,s__bacteroides_thetaiotaomicron,1,0.99,1,0.99,DBN_,TG,TTG
s__parabacteroides_distasonis,g__shikimate kinase,s__roseburia_inulinivorans,1,1,0.98,0.98,DBN_,TG,TTG
s__dialister_invisus,s__bacteroides_ovatus,s__clostridium_bolteae,0.94,1,0.99,0.9306,DBN_,TG,TTG
s__dialister_invisus,s__ruminococcus_torques,s__bacteroides_ovatus,0.96,0.94,1,0.9024,DBN_,TG,TTG
s__dialister_invisus,s__akkermansia_muciniphila,s__ruminococcus_torques,0.91,0.96,0.99,0.864864,DBN_,TG,TTG
s__prevotella_copri,s__streptococcus_parasanguinis,g__dihydrolipoyl dehydrogenase,1,1,0.83,0.83,DBN_,TG,TTG
s__prevotella_copri,s__streptococcus_parasanguinis,g__rna helicase,1,1,0.75,0.75,DBN_,TG,TTG
s__bacteroides_vulgatus,s__eubacterium_siraeum,s__alistipes_shahii,0.87,0.83,0.95,0.685995,DBN_,TG,TTG
s__veillonella_dispar,s__bifidobacterium_longum,g__aspartate ammonia-lyase,1,1,0.68,0.68,DBN_,TG,TTG
s__dialister_invisus,g__dna helicase,s__akkermansia_muciniphila,1,0.91,0.53,0.4823,DBN_,TG,TTG
s__parabacteroides_merdae,g__superoxide dismutase,s__clostridium_clostridioforme,0.8,0.93,0.64,0.47616,DBN_,TG,TTG
s__dialister_invisus,s__bacteroides_ovatus,g__triose-phosphate isomerase,0.94,0.81,0.5,0.3807,DBN_,TG,TTG
s__c2likevirus_unclassified,g__3-hydroxybutyryl-coa dehydrogenase,s__faecalibacterium_prausnitzii,0.36,1,0.99,0.3564,DBN_,TG,TTG
s__bacteroides_vulgatus,s__alistipes_shahii,g__methionyl aminopeptidase,0.83,0.4,1,0.332,DBN_,TG,TTG
s__prevotella_copri,g__triose-phosphate isomerase,s__bacteroides_cellulosilyticus,1,0.34,0.75,0.255,DBN_,TG,TTG
s__dialister_invisus,g__triose-phosphate isomerase,s__akkermansia_muciniphila,0.81,0.91,0.33,0.243243,DBN_,TG,TTG
s__bacteroides_dorei,s__bacteroides_ovatus,g__3-hydroxybutyryl-coa dehydrogenase,1,0.33,0.68,0.2244,DBN_,TG,TTG
s__veillonella_dispar,s__bifidobacterium_longum,s__haemophilus_parainfluenzae,1,0.22,1,0.22,DBN_,TG,TTG
s__parabacteroides_distasonis,g__beta-lactamase,s__eubacterium_siraeum,0.86,1,0.24,0.2064,DBN_,TG,TTG
s__prevotella_copri,s__streptococcus_parasanguinis,g__dna-directed rna polymerase,1,0.19,1,0.19,DBN_,TG,TTG
s__anaerostipes_hadrus,g__glucose-1-phosphate adenylyltransferase,s__roseburia_intestinalis,0.65,0.28,1,0.182,DBN_,TG,TTG
s__c2likevirus_unclassified,s__eubacterium_rectale,g__3-hydroxybutyryl-coa dehydrogenase,1,0.36,0.48,0.1728,DBN_,TG,TTG
s__dialister_invisus,g__dna helicase,s__bacteroides_caccae,1,0.17,1,0.17,DBN_,TG,TTG
s__peptostreptococcaceae_noname_unclassified,s__haemophilus_parainfluenzae,g__dna-directed rna polymerase,0.93,0.26,0.66,0.159588,DBN_,TG,TTG
s__veillonella_unclassified,s__bifidobacterium_longum,s__haemophilus_parainfluenzae,1,0.15,1,0.15,DBN_,TG,TTG
s__veillonella_dispar,s__bifidobacterium_longum,g__glutamate dehydrogenase,1,0.14,0.98,0.1372,DBN_,TG,TTG
s__lachnospiraceae_bacterium_5_1_63faa,s__alistipes_shahii,g__peptidylprolyl isomerase,0.16,0.88,0.8,0.11264,DBN_,TG,TTG
s__veillonella_dispar,g__glutamate dehydrogenase,s__bacteroides_stercoris,0.14,0.93,0.8,0.10416,DBN_,TG,TTG
s__oscillibacter_unclassified,s__bacteroides_caccae,g__phosphoglycerate kinase,0.31,0.48,0.42,0.062496,DBN_,TG,TTG
s__clostridium_hathewayi,s__ruminococcus_torques,g__phosphoglycerate kinase,0.69,0.69,0.13,0.061893,DBN_,TG,TTG
s__peptostreptococcaceae_noname_unclassified,s__eubacterium_rectale,g__dna-directed rna polymerase,0.78,0.26,0.2,0.04056,DBN_,TG,TTG
s__parabacteroides_merdae,g__superoxide dismutase,s__bacteroides_uniformis,0.8,0.38,0.12,0.03648,DBN_,TG,TTG
s__dialister_invisus,s__ruminococcus_torques,s__bacteroides_caccae,0.96,0.17,0.2,0.03264,DBN_,TG,TTG
s__veillonella_dispar,s__haemophilus_parainfluenzae,g__glutamate dehydrogenase,0.22,0.14,0.99,0.030492,DBN_,TG,TTG
g__beta-lactamase,s__bacteroides_xylanisolvens,s__bacteroides_thetaiotaomicron,1,0.99,0.7,0.693,DBN_,TT,TTG
g__aspartate ammonia-lyase,s__bacteroides_eggerthii,s__prevotella_copri,0.76,0.67,1,0.5092,DBN_,TT,TTG
g__beta-lactamase,s__bacteroides_thetaiotaomicron,s__lachnospiraceae_bacterium_5_1_63faa,0.99,0.36,0.37,0.131868,DBN_,TT,TTG
g__shikimate kinase,s__parabacteroides_unclassified,s__eubacterium_siraeum,0.89,0.13,1,0.1157,DBN_,TT,TTG
g__thymidylate synthase,s__alistipes_finegoldii,s__bacteroides_uniformis,1,0.67,0.12,0.0804,DBN_,TT,TTG
g__aspartate ammonia-lyase,s__escherichia_coli,s__bacteroides_eggerthii,0.14,0.76,0.34,0.036176,DBN_,TT,TTG
