confounder,confoundedParent,confoundedChild,BootscoreConfounderP,BootscoreConfounderC,BootscoreConfounded,overalScore,method,sourceLevel,deconfoundedWith
s__bacteroides_dorei,m__hmdb00043,s__bacteroides_ovatus,0.78,0.89,1,0.6942,DBN_,TM,TTM
s__veillonella_dispar,s__clostridium_clostridioforme,m__hmdb00630,0.68,1,1,0.68,DBN_,TM,TTM
s__veillonella_dispar,s__clostridium_clostridioforme,m__hmdb00089,0.68,1,1,0.68,DBN_,TM,TTM
s__veillonella_dispar,m__hmdb00089,s__clostridium_clostridioforme,1,0.68,1,0.68,DBN_,TM,TTM
s__veillonella_dispar,s__clostridium_clostridioforme,m__hmdb02322,0.68,0.98,1,0.6664,DBN_,TM,TTM
s__veillonella_dispar,s__clostridium_clostridioforme,m__hmdb00296,0.68,0.95,0.99,0.63954,DBN_,TM,TTM
s__sutterella_wadsworthensis,s__bacteroides_thetaiotaomicron,s__haemophilus_parainfluenzae,1,0.63,1,0.63,DBN_,TM,TTM
s__bacteroides_dorei,s__eubacterium_ventriosum,m__hmdb00014,0.58,1,1,0.58,DBN_,TM,TTM
s__sutterella_wadsworthensis,s__haemophilus_parainfluenzae,s__bacteroides_thetaiotaomicron,0.63,1,0.87,0.5481,DBN_,TM,TTM
s__clostridium_symbiosum,s__clostridium_clostridioforme,m__hmdb00030,0.54,0.94,1,0.5076,DBN_,TM,TTM
s__veillonella_dispar,s__clostridium_clostridioforme,m__hmdb00014,0.68,0.75,0.99,0.5049,DBN_,TM,TTM
s__bacteroides_eggerthii,m__hmdb00289,s__streptococcus_parasanguinis,0.98,1,0.5,0.49,DBN_,TM,TTM
s__subdoligranulum_unclassified,s__bacteroides_thetaiotaomicron,m__hmdb00195,1,0.83,0.56,0.4648,DBN_,TM,TTM
s__dorea_formicigenerans,s__alistipes_shahii,s__eubacterium_ventriosum,0.62,0.74,1,0.4588,DBN_,TM,TTM
s__sutterella_wadsworthensis,s__eubacterium_ventriosum,m__hmdb01257,0.51,0.89,1,0.4539,DBN_,TM,TTM
s__bacteroides_dorei,s__eubacterium_ventriosum,m__hmdb00043,0.58,0.78,1,0.4524,DBN_,TM,TTM
s__eubacterium_eligens,s__clostridium_clostridioforme,m__hmdb02322,0.45,1,1,0.45,DBN_,TM,TTM
s__anaerostipes_hadrus,m__hmdb00251,s__roseburia_inulinivorans,0.46,0.96,0.99,0.437184,DBN_,TM,TTM
s__alistipes_onderdonkii,m__hmdb00030,s__bacteroides_ovatus,0.52,0.99,0.84,0.432432,DBN_,TM,TTM
s__ruminococcus_gnavus,m__hmdb02322,s__bacteroides_fragilis,0.58,0.72,1,0.4176,DBN_,TM,TTM
s__bacteroides_massiliensis,s__bacteroides_faecis,m__hmdb00043,1,1,0.4,0.4,DBN_,TM,TTM
s__clostridium_asparagiforme,s__odoribacter_splanchnicus,m__hmdb00619,1,0.39,1,0.39,DBN_,TM,TTM
s__bacteroides_eggerthii,s__ruminococcus_torques,m__hmdb00289,0.37,0.98,0.97,0.351722,DBN_,TM,TTM
s__veillonella_dispar,m__hmdb00014,s__klebsiella_pneumoniae,0.75,0.45,0.98,0.33075,DBN_,TM,TTM
s__oscillibacter_unclassified,m__hmdb00195,s__bacteroides_uniformis,0.78,0.57,0.72,0.320112,DBN_,TM,TTM
s__parabacteroides_unclassified,s__clostridium_clostridioforme,m__hmdb00089,0.31,1,1,0.31,DBN_,TM,TTM
s__parabacteroides_unclassified,m__hmdb00089,s__clostridium_clostridioforme,1,0.31,1,0.31,DBN_,TM,TTM
s__eubacterium_eligens,m__hmdb02322,s__bacteroides_stercoris,1,0.58,0.53,0.3074,DBN_,TM,TTM
s__parabacteroides_unclassified,s__clostridium_clostridioforme,m__hmdb00014,0.31,1,0.99,0.3069,DBN_,TM,TTM
s__parabacteroides_unclassified,s__clostridium_clostridioforme,m__hmdb00630,0.31,0.98,1,0.3038,DBN_,TM,TTM
s__parabacteroides_unclassified,m__hmdb00630,s__akkermansia_muciniphila,0.98,0.77,0.4,0.30184,DBN_,TM,TTM
s__veillonella_dispar,m__hmdb00630,s__clostridium_clostridioforme,1,0.68,0.42,0.2856,DBN_,TM,TTM
s__ruminococcus_bromii,m__hmdb00056,s__eubacterium_rectale,1,0.28,0.91,0.2548,DBN_,TM,TTM
s__bacteroides_eggerthii,m__hmdb00209,s__bacteroides_xylanisolvens,0.72,0.47,0.73,0.247032,DBN_,TM,TTM
s__bacteroides_massiliensis,s__eubacterium_ventriosum,m__hmdb00043,0.23,1,1,0.23,DBN_,TM,TTM
s__dorea_formicigenerans,s__ruminococcus_torques,s__bacteroides_faecis,0.61,0.84,0.44,0.225456,DBN_,TM,TTM
s__parabacteroides_unclassified,s__klebsiella_pneumoniae,s__clostridium_clostridioforme,1,0.31,0.72,0.2232,DBN_,TM,TTM
s__streptococcus_thermophilus,s__eubacterium_siraeum,m__hmdb00097,0.25,0.89,1,0.2225,DBN_,TM,TTM
s__veillonella_unclassified,s__bacteroides_fragilis,s__bifidobacterium_longum,0.76,1,0.29,0.2204,DBN_,TM,TTM
s__veillonella_dispar,s__klebsiella_pneumoniae,s__clostridium_clostridioforme,0.45,0.68,0.72,0.22032,DBN_,TM,TTM
s__anaerostipes_hadrus,s__eubacterium_siraeum,m__hmdb00296,0.4,1,0.54,0.216,DBN_,TM,TTM
s__bacteroides_dorei,s__bacteroides_ovatus,m__hmdb00209,0.89,0.24,1,0.2136,DBN_,TM,TTM
s__clostridium_asparagiforme,m__hmdb00195,s__odoribacter_splanchnicus,0.22,1,0.97,0.2134,DBN_,TM,TTM
s__anaerostipes_hadrus,s__roseburia_inulinivorans,m__hmdb00195,0.96,0.22,1,0.2112,DBN_,TM,TTM
s__ruminococcus_gnavus,s__bacteroides_fragilis,m__hmdb00296,0.72,0.3,0.93,0.20088,DBN_,TM,TTM
s__oscillibacter_unclassified,s__eubacterium_siraeum,m__hmdb00239,0.34,0.67,0.87,0.198186,DBN_,TM,TTM
s__ruminococcus_gnavus,s__bacteroides_fragilis,m__hmdb00209,0.72,0.3,0.91,0.19656,DBN_,TM,TTM
s__dorea_formicigenerans,s__eubacterium_ventriosum,m__hmdb00043,0.74,0.26,1,0.1924,DBN_,TM,TTM
s__clostridium_symbiosum,s__clostridium_clostridioforme,m__hmdb00209,0.54,0.35,1,0.189,DBN_,TM,TTM
s__anaerostipes_hadrus,s__eubacterium_siraeum,m__hmdb00251,0.4,0.46,1,0.184,DBN_,TM,TTM
s__clostridium_symbiosum,s__clostridium_clostridioforme,m__hmdb00020,0.54,0.34,0.95,0.17442,DBN_,TM,TTM
s__anaerostipes_hadrus,s__bacteroides_fragilis,m__hmdb00296,0.18,1,0.93,0.1674,DBN_,TM,TTM
s__eubacterium_eligens,s__clostridium_clostridioforme,m__hmdb00020,0.45,0.38,0.95,0.16245,DBN_,TM,TTM
s__subdoligranulum_unclassified,s__bacteroides_thetaiotaomicron,s__akkermansia_muciniphila,1,0.27,0.6,0.162,DBN_,TM,TTM
s__veillonella_unclassified,m__hmdb01149,s__haemophilus_parainfluenzae,0.16,1,1,0.16,DBN_,TM,TTM
s__veillonella_unclassified,m__hmdb01149,s__bifidobacterium_longum,0.16,1,1,0.16,DBN_,TM,TTM
s__alistipes_onderdonkii,m__hmdb00239,s__bacteroides_ovatus,0.16,0.99,1,0.1584,DBN_,TM,TTM
s__alistipes_onderdonkii,s__bacteroides_ovatus,m__hmdb00239,0.99,0.16,1,0.1584,DBN_,TM,TTM
s__dorea_formicigenerans,s__ruminococcus_torques,m__hmdb00043,0.61,0.26,0.96,0.152256,DBN_,TM,TTM
s__anaerotruncus_colihominis,s__bacteroides_caccae,s__bacteroides_cellulosilyticus,1,0.17,0.89,0.1513,DBN_,TM,TTM
s__parabacteroides_unclassified,s__akkermansia_muciniphila,s__clostridium_clostridioforme,0.77,0.31,0.59,0.140833,DBN_,TM,TTM
s__bacteroides_dorei,s__bacteroides_ovatus,s__eubacterium_ventriosum,0.89,0.58,0.27,0.139374,DBN_,TM,TTM
s__streptococcus_thermophilus,m__hmdb00097,s__eubacterium_siraeum,0.89,0.25,0.62,0.13795,DBN_,TM,TTM
s__streptococcus_thermophilus,s__eubacterium_siraeum,m__hmdb00296,0.25,0.98,0.54,0.1323,DBN_,TM,TTM
s__parabacteroides_unclassified,m__hmdb00630,s__clostridium_clostridioforme,0.98,0.31,0.42,0.127596,DBN_,TM,TTM
s__oscillibacter_unclassified,m__hmdb00097,s__bacteroides_cellulosilyticus,0.19,0.74,0.9,0.12654,DBN_,TM,TTM
s__streptococcus_thermophilus,s__haemophilus_parainfluenzae,m__hmdb02322,0.13,1,0.96,0.1248,DBN_,TM,TTM
s__veillonella_unclassified,s__bacteroides_fragilis,m__hmdb01149,0.76,0.16,1,0.1216,DBN_,TM,TTM
s__bacteroides_massiliensis,m__hmdb00239,s__bacteroides_ovatus,0.12,1,1,0.12,DBN_,TM,TTM
s__bacteroides_massiliensis,s__bacteroides_ovatus,m__hmdb00239,1,0.12,1,0.12,DBN_,TM,TTM
s__parabacteroides_distasonis,s__bacteroides_stercoris,m__hmdb00289,0.38,0.32,0.98,0.119168,DBN_,TM,TTM
s__dorea_formicigenerans,s__ruminococcus_torques,s__alistipes_shahii,0.61,0.62,0.28,0.105896,DBN_,TM,TTM
s__clostridium_asparagiforme,m__hmdb00619,s__bacteroides_xylanisolvens,0.39,1,0.27,0.1053,DBN_,TM,TTM
s__bacteroides_eggerthii,s__alistipes_shahii,m__hmdb01257,0.13,0.79,1,0.1027,DBN_,TM,TTM
s__parabacteroides_merdae,s__clostridium_clostridioforme,m__hmdb00020,0.31,0.34,0.95,0.10013,DBN_,TM,TTM
s__oscillibacter_unclassified,s__bacteroides_cellulosilyticus,m__hmdb00195,0.74,0.78,0.17,0.098124,DBN_,TM,TTM
s__parabacteroides_unclassified,m__hmdb00630,s__klebsiella_pneumoniae,0.98,1,0.1,0.098,DBN_,TM,TTM
s__bacteroides_dorei,m__hmdb00014,s__bacteroides_ovatus,1,0.89,0.11,0.0979,DBN_,TM,TTM
s__lachnospiraceae_bacterium_1_1_57faa,s__alistipes_shahii,m__hmdb00030,0.97,0.1,1,0.097,DBN_,TM,TTM
s__dorea_formicigenerans,m__hmdb01149,s__eubacterium_ventriosum,0.31,0.74,0.42,0.096348,DBN_,TM,TTM
s__dorea_formicigenerans,s__bacteroides_faecis,m__hmdb00764,0.84,0.11,1,0.0924,DBN_,TM,TTM
s__dorea_formicigenerans,s__ruminococcus_torques,m__hmdb00195,0.61,0.15,0.99,0.090585,DBN_,TM,TTM
s__barnesiella_intestinihominis,m__hmdb00030,s__eubacterium_ventriosum,0.72,0.27,0.46,0.089424,DBN_,TM,TTM
s__sutterella_wadsworthensis,m__hmdb01149,s__haemophilus_parainfluenzae,0.14,0.63,1,0.0882,DBN_,TM,TTM
s__dorea_formicigenerans,s__bacteroides_faecis,m__hmdb00043,0.84,0.26,0.4,0.08736,DBN_,TM,TTM
s__dorea_formicigenerans,m__hmdb00764,s__bacteroides_faecis,0.11,0.84,0.91,0.084084,DBN_,TM,TTM
s__ruminococcus_bromii,m__hmdb00056,s__odoribacter_splanchnicus,1,0.1,0.84,0.084,DBN_,TM,TTM
s__parabacteroides_unclassified,m__hmdb00764,s__klebsiella_pneumoniae,0.32,1,0.26,0.0832,DBN_,TM,TTM
s__bacteroides_dorei,m__hmdb00014,s__eubacterium_ventriosum,1,0.58,0.14,0.0812,DBN_,TM,TTM
s__ruminococcus_gnavus,s__bacteroides_fragilis,m__hmdb01149,0.72,0.11,1,0.0792,DBN_,TM,TTM
s__parabacteroides_distasonis,m__hmdb02322,s__bacteroides_stercoris,0.39,0.38,0.53,0.078546,DBN_,TM,TTM
s__clostridium_symbiosum,s__roseburia_intestinalis,m__hmdb00020,0.22,0.34,1,0.0748,DBN_,TM,TTM
s__sutterella_wadsworthensis,s__bacteroides_thetaiotaomicron,m__hmdb00195,1,0.13,0.56,0.0728,DBN_,TM,TTM
s__lachnospiraceae_bacterium_1_1_57faa,m__hmdb00097,s__alistipes_shahii,0.52,0.97,0.14,0.070616,DBN_,TM,TTM
s__lachnospiraceae_bacterium_5_1_63faa,m__hmdb00239,s__bacteroides_faecis,0.56,0.28,0.45,0.07056,DBN_,TM,TTM
s__oscillibacter_unclassified,s__eubacterium_siraeum,m__hmdb00097,0.34,0.19,1,0.0646,DBN_,TM,TTM
s__oscillibacter_unclassified,s__bacteroides_cellulosilyticus,m__hmdb00239,0.74,0.67,0.13,0.064454,DBN_,TM,TTM
s__veillonella_dispar,m__hmdb00289,s__klebsiella_pneumoniae,0.89,0.45,0.16,0.06408,DBN_,TM,TTM
s__lachnospiraceae_bacterium_1_1_57faa,m__hmdb00097,s__bacteroides_faecis,0.52,0.94,0.13,0.063544,DBN_,TM,TTM
s__bacteroides_massiliensis,s__bacteroides_ovatus,s__eubacterium_ventriosum,1,0.23,0.27,0.0621,DBN_,TM,TTM
s__dorea_formicigenerans,s__alistipes_shahii,m__hmdb00030,0.62,0.1,1,0.062,DBN_,TM,TTM
s__clostridium_asparagiforme,m__hmdb00619,s__odoribacter_splanchnicus,0.39,1,0.15,0.0585,DBN_,TM,TTM
s__lachnospiraceae_bacterium_1_1_57faa,s__alistipes_shahii,m__hmdb02322,0.97,0.13,0.46,0.058006,DBN_,TM,TTM
s__veillonella_dispar,m__hmdb00296,s__klebsiella_pneumoniae,0.95,0.45,0.13,0.055575,DBN_,TM,TTM
s__parabacteroides_unclassified,s__klebsiella_pneumoniae,m__hmdb00764,1,0.32,0.17,0.0544,DBN_,TM,TTM
s__bacteroides_massiliensis,m__hmdb00239,s__bacteroides_faecis,0.12,1,0.45,0.054,DBN_,TM,TTM
s__ruminococcus_bromii,s__eubacterium_rectale,m__hmdb00195,0.28,0.19,0.99,0.052668,DBN_,TM,TTM
s__streptococcus_thermophilus,m__hmdb02322,s__escherichia_coli,1,0.3,0.17,0.051,DBN_,TM,TTM
s__sutterella_wadsworthensis,s__bacteroides_fragilis,m__hmdb01149,0.33,0.14,1,0.0462,DBN_,TM,TTM
s__streptococcus_thermophilus,s__eubacterium_siraeum,m__hmdb02322,0.25,1,0.18,0.045,DBN_,TM,TTM
s__veillonella_dispar,m__hmdb00630,s__klebsiella_pneumoniae,1,0.45,0.1,0.045,DBN_,TM,TTM
s__eubacterium_eligens,s__clostridium_clostridioforme,m__hmdb00030,0.45,0.1,1,0.045,DBN_,TM,TTM
s__oscillibacter_unclassified,m__hmdb00097,s__eubacterium_siraeum,0.19,0.34,0.62,0.040052,DBN_,TM,TTM
s__anaerostipes_hadrus,s__eubacterium_siraeum,m__hmdb00089,0.4,0.1,1,0.04,DBN_,TM,TTM
s__streptococcus_thermophilus,s__haemophilus_parainfluenzae,s__escherichia_coli,0.13,0.3,1,0.039,DBN_,TM,TTM
s__oscillibacter_unclassified,s__bacteroides_cellulosilyticus,m__hmdb00764,0.74,0.27,0.19,0.037962,DBN_,TM,TTM
s__ruminococcus_bromii,m__hmdb00289,s__odoribacter_splanchnicus,0.62,0.1,0.61,0.03782,DBN_,TM,TTM
s__sutterella_wadsworthensis,s__bacteroides_fragilis,m__hmdb00195,0.33,0.13,0.86,0.036894,DBN_,TM,TTM
s__ruminococcus_bromii,s__odoribacter_splanchnicus,m__hmdb00619,0.1,0.36,1,0.036,DBN_,TM,TTM
s__barnesiella_intestinihominis,m__hmdb00209,s__eubacterium_ventriosum,1,0.27,0.13,0.0351,DBN_,TM,TTM
s__anaerostipes_hadrus,s__bacteroides_fragilis,m__hmdb00195,0.18,0.22,0.86,0.034056,DBN_,TM,TTM
s__dorea_formicigenerans,m__hmdb00030,s__eubacterium_ventriosum,0.1,0.74,0.46,0.03404,DBN_,TM,TTM
s__eubacterium_eligens,s__clostridium_clostridioforme,s__bacteroides_stercoris,0.45,0.58,0.13,0.03393,DBN_,TM,TTM
s__lachnospiraceae_bacterium_1_1_57faa,s__bacteroides_faecis,m__hmdb02322,0.94,0.13,0.26,0.031772,DBN_,TM,TTM
s__sutterella_wadsworthensis,m__hmdb01149,s__eubacterium_ventriosum,0.14,0.51,0.42,0.029988,DBN_,TM,TTM
s__alistipes_onderdonkii,s__bacteroides_ovatus,m__hmdb00296,0.99,0.18,0.13,0.023166,DBN_,TM,TTM
s__oscillibacter_unclassified,s__bacteroides_uniformis,s__eubacterium_siraeum,0.57,0.34,0.11,0.021318,DBN_,TM,TTM
s__eubacterium_eligens,m__hmdb00619,s__clostridium_clostridioforme,0.33,0.45,0.14,0.02079,DBN_,TM,TTM
s__dorea_formicigenerans,s__bacteroides_faecis,s__akkermansia_muciniphila,0.84,0.16,0.15,0.02016,DBN_,TM,TTM
s__parabacteroides_merdae,m__hmdb00619,s__escherichia_coli,0.18,0.19,0.54,0.018468,DBN_,TM,TTM
s__ruminococcus_bromii,m__hmdb00195,s__odoribacter_splanchnicus,0.19,0.1,0.97,0.01843,DBN_,TM,TTM
s__bacteroides_dorei,m__hmdb00209,s__eubacterium_ventriosum,0.24,0.58,0.13,0.018096,DBN_,TM,TTM
s__anaerotruncus_colihominis,m__hmdb00097,s__bacteroides_cellulosilyticus,0.11,0.17,0.9,0.01683,DBN_,TM,TTM
s__dorea_formicigenerans,m__hmdb00195,s__odoribacter_splanchnicus,0.15,0.11,0.97,0.016005,DBN_,TM,TTM
s__parabacteroides_unclassified,m__hmdb00619,s__klebsiella_pneumoniae,0.13,1,0.12,0.0156,DBN_,TM,TTM
s__clostridium_asparagiforme,m__hmdb00619,s__alistipes_shahii,0.39,0.21,0.18,0.014742,DBN_,TM,TTM
s__ruminococcus_obeum,s__bacteroides_xylanisolvens,m__hmdb00764,0.22,0.1,0.67,0.01474,DBN_,TM,TTM
s__bacteroides_vulgatus,m__hmdb01149,s__eubacterium_ventriosum,0.35,0.1,0.42,0.0147,DBN_,TM,TTM
s__bacteroides_eggerthii,s__ruminococcus_torques,s__alistipes_shahii,0.37,0.13,0.28,0.013468,DBN_,TM,TTM
s__eubacterium_hallii,m__hmdb00097,s__bacteroides_faecis,0.99,0.1,0.13,0.01287,DBN_,TM,TTM
s__barnesiella_intestinihominis,m__hmdb01149,s__eubacterium_ventriosum,0.11,0.27,0.42,0.012474,DBN_,TM,TTM
s__ruminococcus_bromii,s__eubacterium_rectale,m__hmdb00764,0.28,0.17,0.24,0.011424,DBN_,TM,TTM
s__anaerostipes_hadrus,s__bacteroides_fragilis,m__hmdb00043,0.18,0.48,0.13,0.011232,DBN_,TM,TTM
s__bacteroides_vulgatus,m__hmdb00209,s__eubacterium_ventriosum,0.77,0.1,0.13,0.01001,DBN_,TM,TTM
s__eubacterium_hallii,s__bacteroides_faecis,m__hmdb00764,0.1,0.1,1,0.01,DBN_,TM,TTM
s__eubacterium_hallii,m__hmdb00764,s__bacteroides_faecis,0.1,0.1,0.91,0.0091,DBN_,TM,TTM
s__anaerostipes_hadrus,m__hmdb00020,s__eubacterium_siraeum,0.1,0.4,0.22,0.0088,DBN_,TM,TTM
s__parabacteroides_merdae,m__hmdb00619,s__clostridium_clostridioforme,0.18,0.31,0.14,0.007812,DBN_,TM,TTM
s__parabacteroides_unclassified,m__hmdb00619,s__clostridium_clostridioforme,0.13,0.31,0.14,0.005642,DBN_,TM,TTM
s__ruminococcus_bromii,m__hmdb00619,s__odoribacter_splanchnicus,0.36,0.1,0.15,0.0054,DBN_,TM,TTM
s__alistipes_putredinis,s__bacteroides_xylanisolvens,s__eubacterium_siraeum,0.2,0.26,0.1,0.0052,DBN_,TM,TTM
s__eubacterium_ventriosum,m__hmdb00043,g__acetyl-coa c-acetyltransferase,1,1,1,1,DBN_,GM,TGM
s__faecalibacterium_prausnitzii,g__phosphopyruvate hydratase,g__superoxide dismutase,1,1,1,1,DBN_,GM,TGM
s__bacteroides_stercoris,g__3-methyl-2-oxobutanoate hydroxymethyltransferase,g__transaldolase,1,1,1,1,DBN_,GM,TGM
s__eubacterium_siraeum,m__hmdb00089,m__hmdb00630,1,1,1,1,DBN_,GM,TGM
s__clostridium_clostridioforme,m__hmdb00089,m__hmdb00630,1,1,1,1,DBN_,GM,TGM
s__eubacterium_siraeum,m__hmdb00097,m__hmdb01149,1,1,1,1,DBN_,GM,TGM
s__bacteroides_faecis,g__3-methyl-2-oxobutanoate hydroxymethyltransferase,g__transaldolase,1,0.99,1,0.99,DBN_,GM,TGM
s__clostridium_bolteae,g__glutamate decarboxylase,g__pyruvate carboxylase,1,1,0.98,0.98,DBN_,GM,TGM
s__bacteroides_ovatus,g__shikimate kinase,g__thymidylate synthase,1,0.98,1,0.98,DBN_,GM,TGM
s__bacteroides_uniformis,g__shikimate kinase,g__thymidylate synthase,1,0.98,1,0.98,DBN_,GM,TGM
s__bacteroides_ovatus,m__hmdb00014,g__aspartate ammonia-lyase,1,0.97,1,0.97,DBN_,GM,TGM
s__clostridium_bolteae,g__glutamate decarboxylase,g__peptidylprolyl isomerase,1,0.97,1,0.97,DBN_,GM,TGM
s__bacteroides_stercoris,g__3-methyl-2-oxobutanoate hydroxymethyltransferase,m__hmdb00089,1,0.97,1,0.97,DBN_,GM,TGM
s__eubacterium_siraeum,m__hmdb00209,m__hmdb00097,1,1,0.97,0.97,DBN_,GM,TGM
s__eubacterium_rectale,g__dihydrolipoyl dehydrogenase,g__aspartate ammonia-lyase,1,0.97,0.98,0.9506,DBN_,GM,TGM
s__odoribacter_splanchnicus,g__dihydrolipoyl dehydrogenase,g__aldose 1-epimerase,0.97,1,0.97,0.9409,DBN_,GM,TGM
s__clostridium_clostridioforme,m__hmdb00030,g__dephospho-coa kinase,0.94,1,1,0.94,DBN_,GM,TGM
s__haemophilus_parainfluenzae,m__hmdb01149,m__hmdb02322,0.99,1,0.94,0.9306,DBN_,GM,TGM
s__clostridium_clostridioforme,m__hmdb00089,g__dephospho-coa kinase,1,1,0.93,0.93,DBN_,GM,TGM
s__faecalibacterium_prausnitzii,g__3-hydroxybutyryl-coa dehydrogenase,g__fructose-bisphosphate aldolase,1,1,0.93,0.93,DBN_,GM,TGM
s__clostridium_clostridioforme,g__uridine kinase,m__hmdb00089,1,1,0.93,0.93,DBN_,GM,TGM
s__bacteroides_uniformis,g__phosphopyruvate hydratase,g__dihydrolipoyl dehydrogenase,0.92,1,1,0.92,DBN_,GM,TGM
s__bacteroides_uniformis,g__phosphopyruvate hydratase,m__hmdb00630,0.92,1,1,0.92,DBN_,GM,TGM
s__clostridium_bolteae,m__hmdb02322,g__peptidylprolyl isomerase,0.95,0.97,0.99,0.912285,DBN_,GM,TGM
s__alistipes_shahii,g__dna-directed rna polymerase,g__methionyl aminopeptidase,0.98,1,0.93,0.9114,DBN_,GM,TGM
s__faecalibacterium_prausnitzii,g__superoxide dismutase,g__5-formyltetrahydrofolate cyclo-ligase,1,0.91,1,0.91,DBN_,GM,TGM
s__bacteroides_stercoris,m__hmdb00089,g__dephospho-coa kinase,0.97,1,0.93,0.9021,DBN_,GM,TGM
s__bacteroides_stercoris,g__uridine kinase,m__hmdb00089,1,0.97,0.93,0.9021,DBN_,GM,TGM
s__alistipes_shahii,g__methionyl aminopeptidase,m__hmdb00030,1,0.98,0.92,0.9016,DBN_,GM,TGM
s__bacteroides_uniformis,g__shikimate kinase,g__3-hydroxybutyryl-coa dehydrogenase,1,0.9,1,0.9,DBN_,GM,TGM
s__akkermansia_muciniphila,g__uridine kinase,g__methionyl aminopeptidase,1,1,0.9,0.9,DBN_,GM,TGM
s__bacteroides_caccae,g__shikimate kinase,g__phosphoglycerate kinase,1,1,0.9,0.9,DBN_,GM,TGM
s__streptococcus_parasanguinis,g__dna-directed rna polymerase,g__rna helicase,1,1,0.88,0.88,DBN_,GM,TGM
s__faecalibacterium_prausnitzii,g__5-formyltetrahydrofolate cyclo-ligase,g__superoxide dismutase,0.91,1,0.95,0.8645,DBN_,GM,TGM
s__alistipes_shahii,g__dna-directed rna polymerase,g__methionyl aminopeptidase,0.98,1,0.88,0.8624,DBN_,GM,TGM
s__bacteroides_ovatus,m__hmdb00239,g__dna helicase,0.86,1,1,0.86,DBN_,GM,TGM
s__akkermansia_muciniphila,g__dna-directed rna polymerase,g__methionyl aminopeptidase,0.92,1,0.93,0.8556,DBN_,GM,TGM
s__clostridium_bolteae,g__glutamate decarboxylase,g__phosphopyruvate hydratase,1,1,0.85,0.85,DBN_,GM,TGM
s__bacteroides_uniformis,g__shikimate kinase,g__3-hydroxybutyryl-coa dehydrogenase,1,0.9,0.92,0.828,DBN_,GM,TGM
s__clostridium_clostridioforme,m__hmdb00030,g__l-serine ammonia-lyase,0.94,1,0.88,0.8272,DBN_,GM,TGM
s__bacteroides_uniformis,g__transaldolase,g__phosphopyruvate hydratase,0.94,0.92,0.95,0.82156,DBN_,GM,TGM
s__streptococcus_parasanguinis,g__fructose-bisphosphate aldolase,g__peroxiredoxin,1,1,0.82,0.82,DBN_,GM,TGM
s__streptococcus_parasanguinis,g__rna helicase,g__fructose-bisphosphate aldolase,1,1,0.81,0.81,DBN_,GM,TGM
s__akkermansia_muciniphila,g__dna-directed rna polymerase,g__methionyl aminopeptidase,0.92,1,0.88,0.8096,DBN_,GM,TGM
s__bacteroides_uniformis,m__hmdb00043,m__hmdb00630,0.8,1,1,0.8,DBN_,GM,TGM
s__odoribacter_splanchnicus,g__phosphatidate cytidylyltransferase,g__5-formyltetrahydrofolate cyclo-ligase,0.82,1,0.97,0.7954,DBN_,GM,TGM
s__bacteroides_ovatus,g__shikimate kinase,g__thymidylate synthase,1,0.98,0.81,0.7938,DBN_,GM,TGM
s__bacteroides_uniformis,g__shikimate kinase,g__thymidylate synthase,1,0.98,0.81,0.7938,DBN_,GM,TGM
s__bacteroides_uniformis,g__shikimate kinase,g__dna-directed rna polymerase,1,0.79,1,0.79,DBN_,GM,TGM
s__akkermansia_muciniphila,g__methionyl aminopeptidase,g__dephospho-coa kinase,1,1,0.78,0.78,DBN_,GM,TGM
s__haemophilus_parainfluenzae,m__hmdb01149,m__hmdb02322,0.99,1,0.78,0.7722,DBN_,GM,TGM
s__clostridium_bolteae,g__glutamate decarboxylase,g__triose-phosphate isomerase,1,0.77,1,0.77,DBN_,GM,TGM
s__odoribacter_splanchnicus,m__hmdb00619,m__hmdb01257,1,1,0.76,0.76,DBN_,GM,TGM
s__roseburia_intestinalis,g__fructose-bisphosphate aldolase,g__peroxiredoxin,0.92,1,0.82,0.7544,DBN_,GM,TGM
s__bacteroides_uniformis,g__transaldolase,m__hmdb00043,0.94,0.8,1,0.752,DBN_,GM,TGM
s__bacteroides_uniformis,g__phosphopyruvate hydratase,g__dna-directed rna polymerase,0.92,0.79,1,0.7268,DBN_,GM,TGM
s__odoribacter_splanchnicus,g__shikimate kinase,g__peptidylprolyl isomerase,0.72,1,1,0.72,DBN_,GM,TGM
s__odoribacter_splanchnicus,g__shikimate kinase,g__thymidylate synthase,0.72,1,1,0.72,DBN_,GM,TGM
s__clostridium_bolteae,g__peptidylprolyl isomerase,g__phosphopyruvate hydratase,0.97,1,0.74,0.7178,DBN_,GM,TGM
s__bacteroides_faecis,g__transaldolase,g__phosphopyruvate hydratase,0.99,0.74,0.95,0.69597,DBN_,GM,TGM
s__ruminococcus_torques,g__shikimate kinase,g__3-hydroxybutyryl-coa dehydrogenase,1,0.69,1,0.69,DBN_,GM,TGM
s__eubacterium_siraeum,m__hmdb00209,m__hmdb00097,1,1,0.69,0.69,DBN_,GM,TGM
s__bacteroides_finegoldii,g__endopeptidase clp,m__hmdb00764,1,0.74,0.93,0.6882,DBN_,GM,TGM
s__bacteroides_ovatus,g__shikimate kinase,g__3-hydroxybutyryl-coa dehydrogenase,1,0.68,1,0.68,DBN_,GM,TGM
