subjectid$id	week sample obtained$clinical	g__2-c-methyl-d-erythritol 4-phosphate cytidylyltransferase$gene	g__3-hydroxybutyryl-coa dehydrogenase$gene	g__3-methyl-2-oxobutanoate hydroxymethyltransferase$gene	g__5-formyltetrahydrofolate cyclo-ligase$gene	g__acetyl-coa c-acetyltransferase$gene	g__aldose 1-epimerase$gene	g__aspartate ammonia-lyase$gene	g__beta-lactamase$gene	g__dephospho-coa kinase$gene	g__dihydrolipoyl dehydrogenase$gene	g__dna helicase$gene	g__dna-directed rna polymerase$gene	g__endopeptidase clp$gene	g__fructose-bisphosphate aldolase$gene	g__glucose-1-phosphate adenylyltransferase$gene	g__glutamate decarboxylase$gene	g__glutamate dehydrogenase$gene	g__histidine kinase$gene	g__l-serine ammonia-lyase$gene	g__methionyl aminopeptidase$gene	g__peptidylprolyl isomerase$gene	g__peroxiredoxin$gene	g__phosphatidate cytidylyltransferase$gene	g__phosphoglycerate kinase$gene	g__phosphopyruvate hydratase$gene	g__pyruvate carboxylase$gene	g__ribulose-phosphate 3-epimerase$gene	g__rna helicase$gene	g__shikimate kinase$gene	g__superoxide dismutase$gene	g__thymidylate synthase$gene	g__transaldolase$gene	g__triose-phosphate isomerase$gene	g__uridine kinase$gene	s__subdoligranulum_unclassified$taxa	s__bacteroides_eggerthii$taxa	s__odoribacter_splanchnicus$taxa	s__bacteroides_fragilis$taxa	s__ruminococcus_bromii$taxa	s__eubacterium_eligens$taxa	s__eubacterium_siraeum$taxa	s__roseburia_inulinivorans$taxa	s__bacteroides_massiliensis$taxa	s__parabacteroides_distasonis$taxa	s__peptostreptococcaceae_noname_unclassified$taxa	s__akkermansia_muciniphila$taxa	s__lachnospiraceae_bacterium_5_1_63faa$taxa	s__clostridium_hathewayi$taxa	s__lachnospiraceae_bacterium_1_1_57faa$taxa	s__streptococcus_thermophilus$taxa	s__anaerostipes_hadrus$taxa	s__roseburia_intestinalis$taxa	s__ruminococcus_torques$taxa	s__alistipes_shahii$taxa	s__bacteroides_cellulosilyticus$taxa	s__ruminococcus_gnavus$taxa	s__clostridium_symbiosum$taxa	s__ruminococcus_lactaris$taxa	s__bacteroides_dorei$taxa	s__eubacterium_hallii$taxa	s__veillonella_dispar$taxa	s__bacteroides_finegoldii$taxa	s__bacteroides_thetaiotaomicron$taxa	s__parabacteroides_merdae$taxa	s__coprococcus_catus$taxa	s__clostridiales_bacterium_1_7_47faa$taxa	s__anaerotruncus_colihominis$taxa	s__bacteroides_vulgatus$taxa	s__ruminococcus_obeum$taxa	s__bifidobacterium_longum$taxa	s__dorea_formicigenerans$taxa	s__clostridium_bolteae$taxa	s__streptococcus_parasanguinis$taxa	s__c2likevirus_unclassified$taxa	s__bacteroides_xylanisolvens$taxa	s__faecalibacterium_prausnitzii$taxa	s__bacteroides_uniformis$taxa	s__bacteroides_faecis$taxa	s__clostridium_citroniae$taxa	s__veillonella_unclassified$taxa	s__escherichia_coli$taxa	s__clostridium_clostridioforme$taxa	s__bacteroides_stercoris$taxa	s__parabacteroides_unclassified$taxa	s__alistipes_onderdonkii$taxa	s__eubacterium_rectale$taxa	s__oscillibacter_unclassified$taxa	s__eubacterium_ventriosum$taxa	s__prevotella_copri$taxa	s__bacteroides_caccae$taxa	s__bacteroides_ovatus$taxa	s__sutterella_wadsworthensis$taxa	s__haemophilus_parainfluenzae$taxa	s__alistipes_putredinis$taxa	s__clostridium_asparagiforme$taxa	s__barnesiella_intestinihominis$taxa	s__alistipes_finegoldii$taxa	s__dialister_invisus$taxa	s__klebsiella_pneumoniae$taxa
56	32	0.01489403	0	0.015380845	0.014971921	0.126036491	0.060090977	0.004726197	0.000354933	0.018106847	0.010464347	0.057534232	0.260151205	0.03060054	0.000139267	0.279699433	0.019773328	0.109095418	0.094089424	0.00486856	0.172483703	0.243541674	0.025755552	0.019929781	0.063820039	0.02913929	0.001502662	0.031716421	0.001919753	0.023429018	0.068702672	0.008539654	0.077961903	0.0793656	0.010921794	0.001621521	0	0	0.231383512	0.000250477	0	0.000258402	0	6.99E-05	0.000107528	0.000420855	0.000161138	0	0.000377244	5.85E-05	0.00101894	7.39E-07	0.251626765	0.003772442	0	1.28E-05	0.01255047	0.00254524	1.29E-06	0.000443601	2.00E-08	0.001063662	2.20E-05	0.041521302	0.000930538	0	0.000281253	2.84E-07	0	7.14E-05	0.005827364	0	0.000275325	0.000302043	2.69E-06	0.001047445	0.086622491	0.000475974	2.63E-08	0	0.003522423	0.009919603	0.000221926	0.001835397	0.00198019	0.000120967	0.022823972	1.16E-05	5.22E-06	0.000421206	0.057214641	0.004350662	0.208374777	0	0.000861958	0	0	3.01E-05	0.008271824	0
56	33	0.015362088	0	0.015939738	0.015403291	0.128140832	0.061062708	0.003091359	0.000707753	0.018275842	0.0102938	0.057859465	0.25650731	0.030071382	0	0.281952679	0.019588697	0.115203115	0.095340838	0.00492536	0.174660367	0.24363341	0.016075651	0.020337046	0.062660439	0.027013501	0.001939757	0.03417807	0.000484293	0.025732718	0.070589033	0.008768103	0.080661437	0.078518712	0.011290289	0.001972692	0	0	0.326135288	0.000281284	0	0.000267754	0	6.65E-05	0.000112863	0.00198339	0.000285193	4.32E-07	0.00039448	8.01E-05	0.000954398	3.20E-06	0.095726368	0.003891111	0	1.57E-05	0.005200721	0.002528443	5.59E-06	0.000437593	8.65E-08	0.00108214	2.13E-05	0.068290027	0.001019308	0	0.00028101	8.60E-07	0	9.43E-05	0.00588725	3.63E-06	0.000295448	0.000327731	5.63E-06	0.001060142	0.131440118	0.000160965	1.14E-07	5.77E-07	0	0.003631033	0.000224897	0.001790815	0.001787177	0.00012211	0.058507664	2.75E-05	5.23E-06	0.000363983	0.07929388	0.004212301	0.158198589	0	0.00085452	0	0	3.25E-05	0.008172545	1.07E-05
56	34	0.015765174	0	0.016419489	0.015764409	0.129794688	0.061777182	0.001576199	0.001051922	0.018368409	0.010105454	0.058061557	0.252626081	0.02963445	0	0.282668177	0.019333657	0.120630647	0.096114566	0.004979265	0.17611375	0.243088568	0.006965085	0.0206743	0.061575306	0.025016849	0.00235667	0.036414757	0	0.027869262	0.072212775	0.008953666	0.083045525	0.077660976	0.011627462	0.002215178	0	0	0.364113777	0.000303883	0	0.000268596	0	6.12E-05	0.000114467	0.003918155	0.000393236	9.09E-07	0.00039923	9.79E-05	0.000867529	5.40E-06	0.004280226	0.003900194	0	1.79E-05	0.001795869	0.002437191	9.45E-06	0.000419226	1.46E-07	0.001067868	2.00E-05	0.084583435	0.001045996	0	0.000272532	1.47E-06	0	0.000117022	0.005666703	1.30E-05	0.000307315	0.000344185	8.39E-06	0.001008491	0.158748889	0	1.92E-07	1.37E-06	0	0	0.000221083	0.001696854	0.001554976	0.000119483	0.105112221	4.18E-05	5.09E-06	0.000300081	0.087388842	0.003879405	0.121925517	0	0.000821949	0	0	3.38E-05	0.007839947	2.58E-05
56	35	0.016122698	0.000598926	0.016836056	0.016075302	0.131197908	0.062321599	0.000206638	0.001382379	0.018411997	0.009917369	0.058235116	0.249002876	0.029354988	0	0.28227333	0.019040862	0.125491502	0.096550182	0.005037201	0.177107302	0.242307059	0	0.020970402	0.060691876	0.023215665	0.002749955	0.038447746	0	0.029850614	0.073665774	0.009105735	0.085216834	0.07694473	0.011948224	0.00234986	0	0	0.336187914	0.000322257	0	0.000265667	0	5.57E-05	0.000114248	0.006041429	0.000484794	1.33E-06	0.000398199	0.000112506	0.000779377	7.30E-06	0	0.003868385	0	1.97E-05	0.001872503	0.002320767	1.28E-05	0.000397092	1.98E-07	0.001040752	1.86E-05	0.088432628	0.00103275	0	0.000261211	2.11E-06	0	0.000140268	0.005305073	2.13E-05	0.000315651	0.000356457	1.10E-05	0.000920349	0.164459166	0	2.60E-07	2.06E-06	0	0	0.000214658	0.001589288	0.001326091	0.000115386	0.150002676	5.40E-05	4.88E-06	0.000238886	0.080430333	0.003458816	0.107179657	0	0.000780998	0	0	3.44E-05	0.007435884	3.53E-05
56	36	0.016424198	0.001447244	0.017174601	0.016326037	0.132298588	0.062663592	0	0.001693071	0.018398151	0.009726993	0.058360057	0.245617648	0.029236866	0	0.280643552	0.01870409	0.129678777	0.096600785	0.005096322	0.177561694	0.241205663	0	0.021214355	0.060010354	0.021619554	0.003112843	0.040233753	0	0.031640522	0.074902173	0.009216692	0.087121173	0.076364337	0.012245433	0.002491575	0	0	0.284134863	0.000355298	0	0.000274024	0	5.27E-05	0.000118675	0.008638055	0.000589415	1.77E-06	0.000413943	0.000130555	0.000731989	9.35E-06	0.02976729	0.004015093	0	2.22E-05	0.004387804	0.002308178	1.64E-05	0.000393154	2.53E-07	0.001059295	1.80E-05	0.087917249	0.001042633	0	0.000261606	2.90E-06	0	0.00017272	0.005116431	2.99E-05	0.000338688	0.000385182	1.40E-05	0.000851577	0.163393737	0	3.33E-07	2.79E-06	0	0	0.000217661	0.001555264	0.001169806	0.00011628	0.178236373	6.76E-05	4.89E-06	0.000192305	0.070013408	0.003150689	0.100835297	0.005642359	0.000775053	0	0	3.64E-05	0.007373724	4.23E-05
56	37	0.016683778	0.002409755	0.01744613	0.016531102	0.133241318	0.062864194	0	0.001980676	0.018345791	0.009546062	0.058502513	0.242809545	0.029326132	0	0.278072893	0.01834479	0.133281264	0.096363609	0.005161319	0.177661805	0.240057646	0	0.021426744	0.059618071	0.020268539	0.003443447	0.041790633	0	0.033250918	0.075987949	0.009292764	0.088834595	0.076025674	0.012530196	0.002534266	0	0	0.214970301	0.00039317	0	0.000284209	0	5.02E-05	0.000123695	0.011544312	0.000694934	2.22E-06	0.000432394	0.0001489	0.000693217	1.14E-05	0.049821171	0.004204965	0	2.47E-05	0.008427775	0.002311268	2.00E-05	0.000392183	3.09E-07	0.001085521	1.75E-05	0.082418	0.001040697	0	0.000263912	3.85E-06	0	0.000211533	0.004906125	3.86E-05	0.000366168	0.00041892	1.73E-05	0.000767398	0.154395914	0	4.06E-07	3.52E-06	0	0.049722781	0.000222204	0.001532399	0.001026366	0.000117877	0.161968377	8.13E-05	4.92E-06	0.000148381	0.059430133	0.002815983	0.079935072	0.056352546	0.000774353	0	0	3.86E-05	0.007370874	4.63E-05
56	38	0.016904921	0.003489029	0.017650654	0.016694257	0.134080478	0.062941198	0	0.002241737	0.018260759	0.009378812	0.058687709	0.240732421	0.029647729	0	0.274650902	0.017970051	0.136309811	0.095867565	0.005233492	0.177468165	0.238961883	0	0.021613941	0.059557628	0.019182182	0.003738904	0.043113747	0	0.034677319	0.076940193	0.009334046	0.090377783	0.075978581	0.012805941	0.002476317	0	0	0.152638079	0.000443372	0	0.000300639	0	4.86E-05	0.000131194	0.014785296	0.000814524	2.71E-06	0.000460287	0.000170235	0.000671774	1.37E-05	0.049268966	0.004507302	0	2.77E-05	0.01360696	0.002362629	2.39E-05	0.000399643	3.71E-07	0.00113581	1.74E-05	0.074645869	0.001043122	0	0.000271945	5.05E-06	0	0.000262144	0.004746906	4.81E-05	0.000404728	0.000465321	2.12E-05	0.000677569	0.143807517	0	4.87E-07	4.32E-06	0.001649052	0.132179832	0.000231594	0.001540921	0.000904902	0.000121888	0.111343704	9.67E-05	5.06E-06	0.00010753	0.052084354	0.002487241	0.043962704	0.13153192	0.000789758	0	0	4.15E-05	0.007532935	4.85E-05
56	39	0.017085334	0.004688221	0.017782116	0.016813461	0.134823291	0.062889753	0	0.002472396	0.018142165	0.009225884	0.058920137	0.239451277	0.030216733	0	0.270361872	0.017579927	0.138730249	0.095105983	0.005312393	0.176976806	0.237929881	0	0.021774818	0.059850574	0.018371942	0.00399544	0.044184774	0	0.0359048	0.077749704	0.009337326	0.091741132	0.076245871	0.013071913	0.002188445	0	0	0.118324941	0.000494641	0	0.000314585	0	4.64E-05	0.000137299	0.017583212	0.000926346	3.18E-06	0.000484241	0.000189902	0.000646595	1.58E-05	0.049083217	0.004796787	0	3.05E-05	0.019190557	0.002390488	2.77E-05	0.00040335	4.29E-07	0.001176773	1.71E-05	0.063341954	0.001018664	0	0.000277549	6.43E-06	0	0.000319594	0.004496657	5.72E-05	0.000443767	0.000512231	2.53E-05	0.000559413	0.131761135	0	5.63E-07	5.08E-06	0.010517285	0.196387807	0.000238977	0.001532622	0.000773143	0.000124648	0.063185235	0.000111163	5.14E-06	6.50E-05	0.045750056	0.002079748	0.006567195	0.191607153	0.000797221	0	0	4.39E-05	0.007633881	4.76E-05
56	40	0.017221682	0.006011072	0.017833293	0.016885611	0.135469012	0.062700946	0	0.002668674	0.017987916	0.009087379	0.059201098	0.239018992	0.031047422	0	0.265169847	0.017173254	0.140499457	0.094065515	0.005397333	0.176172304	0.236959159	0	0.021906967	0.060516171	0.017848828	0.004209049	0.044982538	0	0.036916265	0.078402688	0.009298756	0.092909696	0.076846946	0.013326675	0.001539516	0	0	0.134187211	0.000520968	0	0.000310448	0	4.17E-05	0.000135123	0.018441449	0.000978448	3.45E-06	0.000479943	0.00019752	0.000590013	1.69E-05	0.069917806	0.004833324	0	3.15E-05	0.023326041	0.002281595	2.96E-05	0.000384257	4.59E-07	0.00115087	1.58E-05	0.047923797	0.000923428	0	0.000267432	7.62E-06	0	0.000366183	0.003977991	6.26E-05	0.000460411	0.000533067	2.82E-05	0.000397793	0.118536147	0.000131178	6.03E-07	5.51E-06	0.030168919	0.182478529	0.00023272	0.00143625	0.000604874	0.000120149	0.061087932	0.000118452	4.92E-06	2.07E-05	0.038209676	0.001532438	0	0.1854249	0.000759115	0	0	4.38E-05	0.007314001	4.17E-05
56	41	0.017308922	0.007461381	0.017795081	0.016905901	0.136004153	0.062359633	0	0.002826271	0.017794129	0.008962612	0.059526691	0.239469463	0.032152248	0	0.259010693	0.016747201	0.14155939	0.092723076	0.005487172	0.175021883	0.236025729	0	0.022005895	0.061569552	0.017623247	0.004375228	0.045480921	0	0.03769063	0.078877742	0.009213503	0.093859495	0.077795406	0.013567564	0.000630982	0	4.95E-05	0.176884561	0.000540278	0	0.00030108	0.000150969	3.65E-05	0.000130248	0.017530071	0.001002669	3.61E-06	0.000466893	0.000199901	0.000532689	1.75E-05	0.104410101	0.004806679	0	3.16E-05	0.025852512	0.002139692	3.07E-05	0.000359907	4.75E-07	0.001107008	1.43E-05	0.033872888	0.000808305	0	0.000253446	8.80E-06	0	0.000411616	0.003427784	6.60E-05	0.000471279	0.000546842	3.05E-05	0.000231611	0.115993769	0.000313743	6.24E-07	5.77E-06	0.05261549	0.112881035	0.000222824	0.001320006	0.000444654	0.0001137	0.106537863	0.000122273	4.62E-06	0	0.031243985	0.000981533	0.000175146	0.130342716	0.000710195	0	0	4.26E-05	0.006904328	3.36E-05
56	42	0.017344521	0.009044598	0.017660826	0.016871964	0.13643593	0.061859807	0	0.002941191	0.017559547	0.008852359	0.059902464	0.240877262	0.033549713	0	0.251856884	0.016301484	0.141871334	0.091068866	0.005581648	0.173518699	0.235142589	0	0.022070412	0.063036933	0.017709551	0.004489984	0.045659771	0	0.038211789	0.079165089	0.009078004	0.094580334	0.079118293	0.013793978	0	0	0.000274829	0.187815837	0.000547846	0	0.000284663	0.000404933	3.09E-05	0.000121901	0.014412366	0.000990355	3.62E-06	0.000442141	0.00019544	0.000473044	1.75E-05	0.125172171	0.004682624	0	3.08E-05	0.025964481	0.001954887	3.06E-05	0.000328616	4.73E-07	0.001038847	1.26E-05	0.023124206	0.000675576	0	0.000234299	9.87E-06	0.000317728	0.000451051	0.002859515	6.68E-05	0.000472488	0.000548981	3.21E-05	7.03E-05	0.127928139	0.000495362	6.21E-07	5.80E-06	0.063159803	0.038526993	0.000208056	0.00117862	0.000295626	0.000104732	0.168233211	0.00012153	4.22E-06	0	0.024227406	0.000453152	0.046053661	0.065215952	0.000647265	0	0	4.03E-05	0.006371502	2.40E-05
56	43	0.017324648	0.010766775	0.017422316	0.016780122	0.136762609	0.061190692	0	0.003009127	0.017281539	0.008756853	0.060330526	0.243306194	0.035257948	0	0.243657953	0.015834532	0.141384602	0.089085359	0.005680207	0.171642839	0.234307727	0	0.022097812	0.06494283	0.018122337	0.004548873	0.045494799	0	0.038460379	0.079249284	0.008887864	0.095055358	0.080839696	0.014004473	0	0	0.000475739	0.136635034	0.000562595	0	0.000271461	0.000682711	2.60E-05	0.00011449	0.009817111	0.000976108	3.62E-06	0.000421553	0.000191024	0.00042866	1.73E-05	0.117616793	0.004626495	0	3.00E-05	0.024250036	0.00179902	3.03E-05	0.000302425	4.70E-07	0.000983946	1.12E-05	0.01873944	0.000554748	0	0.000218532	1.11E-05	0.000890177	0.000499344	0.002398714	6.72E-05	0.000480457	0.000558528	3.39E-05	0	0.158882242	0.000678904	6.17E-07	5.81E-06	0.054424472	0.000568077	0.000195958	0.001055707	0.000170823	9.71E-05	0.225617905	0.000120447	3.87E-06	0	0.018050713	0	0.12311058	0.02370922	0.000594156	0	0	3.82E-05	0.005948706	1.44E-05
56	44	0.017244433	0.01263441	0.01707003	0.01662566	0.136975883	0.060337872	0	0.003025428	0.016956452	0.008675997	0.060810612	0.246814443	0.037295254	3.74E-05	0.234346304	0.015343898	0.140038303	0.086749178	0.005782078	0.169364657	0.233508792	0	0.022084232	0.067311248	0.018877032	0.004546993	0.044958024	0	0.038414056	0.07911039	0.008638007	0.095262362	0.082982254	0.014196933	0	0	0.000652922	0.067419	0.000580175	0	0.000258554	0.00098932	2.14E-05	0.000106693	0.006205562	0.000950556	3.58E-06	0.000400534	0.000184768	0.000393896	1.70E-05	0.089867922	0.004595064	0	2.91E-05	0.020896499	0.001649898	2.97E-05	0.000277569	4.60E-07	0.000931391	9.79E-06	0.025695981	0.000439011	0	0.000203575	1.25E-05	0.001430376	0.000554039	0.002018917	6.67E-05	0.000491273	0.000570932	3.58E-05	0	0.188566691	0.000856101	6.04E-07	5.73E-06	0.033264213	0	0.000184308	0.00093668	6.35E-05	8.96E-05	0.265558955	0.00011789	3.53E-06	0	0.015247325	0	0.197087842	0.004228523	0.000543482	0	0	3.60E-05	0.005567941	4.87E-06
56	45	0.017097062	0.014653377	0.016592275	0.016401973	0.137053794	0.059280318	0	0.002984892	0.016578808	0.008608948	0.061336877	0.251441827	0.039677871	0.001755613	0.223827142	0.014825593	0.13775396	0.084027082	0.005885947	0.166636518	0.232711417	0	0.022023496	0.070161918	0.019988927	0.004478702	0.044015345	0	0.038045329	0.078719815	0.008322251	0.095168692	0.085562651	0.014367781	0	0	0.000812601	0.051194916	0.000605499	0	0.000247457	0.001342424	1.72E-05	9.90E-05	0.007038109	0.000919244	3.50E-06	0.00038131	0.000177737	0.000370886	1.65E-05	0.059285156	0.004621843	0	2.81E-05	0.016603164	0.001515251	2.89E-05	0.00025533	4.47E-07	0.000886461	8.51E-06	0.051056997	0.000330996	0	0.00019048	1.43E-05	0.001943468	0.000621132	0.001738915	6.57E-05	0.000508983	0.000590857	3.81E-05	0	0.193024124	0.001029345	5.87E-07	5.61E-06	0.01182076	0	0.000174108	0.000824601	0	8.27E-05	0.281351879	0.00011456	3.22E-06	0	0.019815989	0	0.225616304	0	0.000497758	0	0	3.38E-05	0.005261774	0
56	46	0.016879347	0.016833456	0.015980602	0.016105922	0.137005431	0.058009807	0	0.002882709	0.016146742	0.008556933	0.061917858	0.257291655	0.042432713	0.003813531	0.212052667	0.014278987	0.134480395	0.080903655	0.005991857	0.163447406	0.231935242	0	0.02191429	0.073532956	0.021479648	0.004339053	0.042640845	0	0.037333871	0.078065921	0.007936034	0.094762167	0.088619333	0.014516633	0	0	0.000940829	0.128323265	0.000628933	0	0.000233536	0.001730821	1.29E-05	8.95E-05	0.012355272	0.000864263	3.33E-06	0.000356566	0.000166475	0.000352994	1.56E-05	0.037497653	0.004628209	0	2.65E-05	0.01156032	0.00136492	2.73E-05	0.000230622	4.23E-07	0.00083243	7.18E-06	0.095058833	0.000224747	0	0.000175567	1.61E-05	0.002388275	0.000692182	0.001537385	6.29E-05	0.000525401	0.000608736	4.01E-05	0	0.154921094	0.001176401	5.55E-07	5.35E-06	0	0.001261824	0.000162031	0.000701628	0	7.47E-05	0.267396543	0.000108232	2.86E-06	0	0.032960818	0	0.179029017	0	0.000447054	0	0	3.09E-05	0.004933446	0
67	8	0.008366784	0.014904077	0.073941097	0.009620218	0.032109771	0.113008823	0.022031986	0.069288034	0.198735764	0.007725121	0.065007985	0.124547733	0.02693568	0.00793625	0	0.020442295	0.273431629	0	0.040515519	0.055131288	0.160431644	0	0.113966925	0.097334445	0.150255619	0.1580354	0.115321909	0	0.075684255	0.181284747	0.038894876	0.132346303	0.075051821	0.08983349	0.010964006	0.001945934	0	0.155123846	0.000147711	0	0.000330084	0.003643786	0.023790638	0.008577636	0	0.078144117	0.000167925	0.00028069	4.02E-05	0.000946171	8.89E-05	0.004389657	0.004078447	0.00035484	0.000875518	0.003210102	0.005516862	3.18E-06	0.013256239	0.000197092	0	0.005879546	0.013329006	0.003707985	1.25E-06	0.000912883	4.19E-05	0.00171812	0.000523451	0.001027121	0.000171391	0.005623436	0.00382198	0.000413749	0.004223858	0.032764588	0.115514345	0.004140802	0	0.01753187	0.001691652	0	0.123104426	0.071282906	0.036097993	0.022069662	0.003259839	0.003630931	0.00406419	0.007915126	0.029570915	0.000998844	0.000413364	0.0140848	0	0.007286776	0.010105346	0.003850507	3.50E-06
67	9	0.010167528	0.013427369	0.07893739	0.010649889	0.028917504	0.111589389	0.021585346	0.066316125	0.178252159	0.008827103	0.065917762	0.134891828	0.028765471	0.008177547	0	0.019453552	0.262603627	0	0.037912265	0.064027431	0.171120792	0	0.10451231	0.099053429	0.149210394	0.142358939	0.11088363	0	0.073096618	0.172871893	0.036953018	0.12901306	0.079058936	0.082189498	0.009307898	0.001619596	0	0.153461362	0.000121572	0	0.000274262	0.003052047	0.011150643	0.007137432	0	0.076362273	0.000139813	0.000431197	3.70E-05	0.000809115	7.47E-05	0.00321063	0.003763531	0.00029409	0.000728359	0.004614759	0.007209349	2.65E-06	0.01109008	0.000164243	0	0.004891294	0.01130498	0.002551617	6.40E-07	0.000986687	4.04E-05	0.055493629	0.000437226	0.000766049	0.000142583	0.004778954	0.003229454	0.000350642	0.003716532	0.007585271	0.118726166	0.003444606	0	0.022028983	0.002486948	0	0.115689184	0.07007257	0.034358406	0.018426536	0.002766325	0.003020633	0.003383041	0.006605554	0.024840392	0.000830956	0	0.011703378	0	0.006083162	0.008559024	0.003406378	6.38E-06
67	10	0.011931078	0.011986723	0.08389398	0.011656201	0.025802668	0.110079122	0.021153995	0.063396787	0.158309559	0.009921945	0.066776941	0.144879128	0.030558114	0.008426842	0	0.01847308	0.252120163	0	0.035323541	0.072696545	0.181648409	0	0.095274856	0.100688344	0.148059074	0.127112538	0.106527528	0	0.070539779	0.164534271	0.035039454	0.125617837	0.08291231	0.074721213	0.008144001	0.001386812	0	0.144391995	0.000102842	0	0.000234434	0.002636735	0.002930813	0.006109942	4.03E-06	0.071657319	0.000119764	0.000558864	3.50E-05	0.000713502	6.47E-05	0.002367279	0.003577134	0.000250647	0.000623348	0.005909597	0.008701324	2.27E-06	0.009550378	0.000140833	0	0.004186098	0.00988158	0.001919396	1.72E-07	0.001062013	4.00E-05	0.081668211	0.000375879	0.000572353	0.000122026	0.004186672	0.00281153	0.000306231	0.003371512	0	0.119164854	0.002947804	0	0.025343295	0.00315956	0	0.115791012	0.065469008	0.032248306	0.015834488	0.002419525	0.002585137	0.002897211	0.005673118	0.021488001	0.000711154	0	0.010002954	0	0.005226359	0.007470247	0.003355662	8.77E-06
67	11	0.013644362	0.010584605	0.088755488	0.012629842	0.022770557	0.108440155	0.020732078	0.060519351	0.138945237	0.011001008	0.067555172	0.154403076	0.032293262	0.008680451	0	0.017498213	0.241936259	0	0.032747403	0.081068062	0.191896632	0	0.086262768	0.102191796	0.146748176	0.11232275	0.102233294	0	0.067998321	0.156246742	0.03314965	0.122125705	0.086560007	0.067436061	0.00729772	0.00121368	0	0.130668069	8.88E-05	0	0.000204801	0.002335287	0	0.005345572	3.57E-05	0.065124118	0.000104856	0.000676332	3.40E-05	0.000644778	5.74E-05	0.00173608	0.003480892	0.000218217	0.000545206	0.007177221	0.010120269	1.98E-06	0.008411296	0.000123446	0	0.00366133	0.008845545	0.001557877	0	0.00114319	4.05E-05	0.090468318	0.00033043	0.00041999	0.000106729	0.003757364	0.002505956	0.000273873	0.003133699	0	0.11775728	0.002578097	0	0.027970602	0.003776723	0	0.120594927	0.058780725	0.029919803	0.013914049	0.002167403	0.002261065	0.00253593	0.004981518	0.019019074	0.000622004	0	0.008736376	0	0.004591069	0.006676282	0.00358867	1.09E-05
67	12	0.015295807	0.009227762	0.093482943	0.013563618	0.019835695	0.106665342	0.02031947	0.057692022	0.120253309	0.012057071	0.068238768	0.16338688	0.033956806	0.00893652	0.004119329	0.016532001	0.232079371	0	0.030193629	0.089082825	0.20178428	0	0.077516542	0.10354123	0.145264474	0.09806098	0.098011809	0	0.065477355	0.148034635	0.031289842	0.118538208	0.089968643	0.060366973	0.00669517	0.001084892	0	0.114258605	7.82E-05	0	0.000182736	0.002120298	0	0.004776731	6.37E-05	0.057590435	9.38E-05	0.000794748	3.37E-05	0.000596961	5.20E-05	0.001251577	0.003467659	0.000193923	0.00048702	0.008505925	0.011594015	1.77E-06	0.007572407	0.000110545	0	0.003270587	0.008106315	0.001307569	0	0.001238376	4.18E-05	0.088017841	0.000296868	0.000294868	9.53E-05	0.003453456	0.002285943	0.000250737	0.002983518	0	0.115387088	0.002302795	2.26E-07	0.030311982	0.004398158	0.001412777	0.128911649	0.050948343	0.02755907	0.012495528	0.001987914	0.002019761	0.002267257	0.004469696	0.01721646	0.000555622	0	0.007791539	0	0.004121218	0.006107672	0.004068099	1.31E-05
67	13	0.016869953	0.007921609	0.098015283	0.014447165	0.017009752	0.10472797	0.019912011	0.054912597	0.102310423	0.01307978	0.068800159	0.17171794	0.035526916	0.009191115	0.008277607	0.015574699	0.222532493	0	0.027667466	0.096660299	0.211183691	0	0.069064556	0.104692884	0.143567271	0.084383819	0.093855948	0	0.06297002	0.139897954	0.029460862	0.114835856	0.093085721	0.053537549	0.006265518	0.000986475	0	0.095822682	7.00E-05	0	0.00016585	0.001966885	0	0.004341753	9.01E-05	0.049296927	8.53E-05	0.000920764	3.41E-05	0.000564198	4.80E-05	0.000866084	0.003524361	0.000175165	0.000442491	0.009947066	0.013192852	1.61E-06	0.006940985	0.000100724	0	0.002971552	0.00757732	0.001036113	0	0.001350905	4.41E-05	0.077705327	0.000271502	0.000185873	8.66E-05	0.003238885	0.002126148	0.000234124	0.002899144	0	0.112094487	0.002092083	5.89E-07	0.032542299	0.00505859	0.005627242	0.139575223	0.042323125	0.025166372	0.011423062	0.001859961	0.001835091	0.002062027	0.004081588	0.015877705	0.000504821	0	0.007066483	0	0.003765275	0.005698269	0.004776539	1.53E-05
