T,Tx,G,M,Ti,T->(G|Tx)_Bs,(T|G)->M_Bs,(M|G|Tx)->Ti_Bs,T->Ti_Bs,overallScore,ChainInTTxTi,ChainInTGMTi,ChainInTGTi,ChainInTMTi
s__bacteroides_uniformis,s__bacteroides_faecis,,,s__bacteroides_uniformis,1,,0.19,1,0.19,TRUE,FALSE,FALSE,FALSE
s__bacteroides_faecis,s__bacteroides_faecis,,,s__bacteroides_uniformis,1,,0.19,0.99,0.1881,TRUE,FALSE,FALSE,FALSE
s__bacteroides_xylanisolvens,s__prevotella_copri,,,s__akkermansia_muciniphila,0.58,,0.97,0.29,0.163154,TRUE,FALSE,FALSE,FALSE
s__clostridium_clostridioforme,s__bacteroides_finegoldii,,,s__bacteroides_finegoldii,1,,1,0.16,0.16,TRUE,FALSE,FALSE,FALSE
s__eubacterium_siraeum,s__ruminococcus_lactaris,,,s__eubacterium_siraeum,1,,0.16,1,0.16,TRUE,FALSE,FALSE,FALSE
s__haemophilus_parainfluenzae,s__eubacterium_eligens,,,s__alistipes_shahii,0.41,,0.44,0.82,0.147928,TRUE,FALSE,FALSE,FALSE
s__bacteroides_thetaiotaomicron,s__eubacterium_rectale,,,s__eubacterium_rectale,0.13,,1,0.89,0.1157,TRUE,FALSE,FALSE,FALSE
s__haemophilus_parainfluenzae,s__eubacterium_eligens,,,s__alistipes_shahii,0.41,,0.44,0.53,0.095612,TRUE,FALSE,FALSE,FALSE
s__bacteroides_faecis,s__bacteroides_faecis,,,s__alistipes_shahii,1,,0.23,0.36,0.0828,TRUE,FALSE,FALSE,FALSE
s__bacteroides_ovatus,s__bacteroides_ovatus,,,s__bacteroides_caccae,1,,0.17,0.46,0.0782,TRUE,FALSE,FALSE,FALSE
s__streptococcus_parasanguinis,s__bacteroides_dorei,,,s__alistipes_shahii,0.77,,0.56,0.17,0.073304,TRUE,FALSE,FALSE,FALSE
s__roseburia_inulinivorans,s__c2likevirus_unclassified,,,s__eubacterium_rectale,0.7,,0.66,0.12,0.05544,TRUE,FALSE,FALSE,FALSE
s__eubacterium_siraeum,s__ruminococcus_obeum,,,s__bacteroides_caccae,0.2,,0.29,0.95,0.0551,TRUE,FALSE,FALSE,FALSE
s__eubacterium_siraeum,s__ruminococcus_obeum,,,s__bacteroides_caccae,0.2,,0.29,0.84,0.04872,TRUE,FALSE,FALSE,FALSE
s__roseburia_inulinivorans,s__c2likevirus_unclassified,,,s__eubacterium_rectale,0.7,,0.66,0.1,0.0462,TRUE,FALSE,FALSE,FALSE
s__bacteroides_uniformis,s__bacteroides_faecis,,,s__alistipes_shahii,1,,0.23,0.2,0.046,TRUE,FALSE,FALSE,FALSE
s__ruminococcus_torques,s__ruminococcus_torques,,,s__bacteroides_caccae,1,,0.13,0.16,0.0208,TRUE,FALSE,FALSE,FALSE
