T,Tx,G,M,Ti,T->(G|Tx)_Bs,(T|G)->M_Bs,(M|G|Tx)->Ti_Bs,T->Ti_Bs,overallScore,ChainInTTxTi,ChainInTGMTi,ChainInTGTi,ChainInTMTi
s__bifidobacterium_longum,,,m__hmdb01149,s__escherichia_coli,,1,0.66,0.42,0.2772,FALSE,FALSE,FALSE,TRUE
s__bacteroides_caccae,,,m__hmdb00289,s__bacteroides_faecis,,1,0.98,0.27,0.2646,FALSE,FALSE,FALSE,TRUE
s__bacteroides_faecis,,,m__hmdb00030,s__eubacterium_ventriosum,,1,0.26,0.93,0.2418,FALSE,FALSE,FALSE,TRUE
s__bacteroides_fragilis,,,m__hmdb00097,s__bacteroides_fragilis,,1,0.24,1,0.24,FALSE,FALSE,FALSE,TRUE
s__bacteroides_finegoldii,,,m__hmdb00097,s__bacteroides_cellulosilyticus,,0.39,1,0.59,0.2301,FALSE,FALSE,FALSE,TRUE
s__eubacterium_rectale,,,m__hmdb01149,s__escherichia_coli,,0.65,0.66,0.5,0.2145,FALSE,FALSE,FALSE,TRUE
s__akkermansia_muciniphila,,,m__hmdb00020,s__roseburia_intestinalis,,0.48,0.46,0.86,0.189888,FALSE,FALSE,FALSE,TRUE
s__bacteroides_uniformis,,,m__hmdb01149,s__escherichia_coli,,0.51,0.66,0.49,0.164934,FALSE,FALSE,FALSE,TRUE
s__haemophilus_parainfluenzae,,,m__hmdb00296,s__bacteroides_thetaiotaomicron,,0.64,0.25,1,0.16,FALSE,FALSE,FALSE,TRUE
s__bacteroides_fragilis,,,m__hmdb02322,s__akkermansia_muciniphila,,0.15,1,0.98,0.147,FALSE,FALSE,FALSE,TRUE
s__clostridium_bolteae,,,m__hmdb01257,s__akkermansia_muciniphila,,0.86,0.17,0.98,0.143276,FALSE,FALSE,FALSE,TRUE
s__bacteroides_finegoldii,,,m__hmdb01149,s__akkermansia_muciniphila,,0.84,0.15,1,0.126,FALSE,FALSE,FALSE,TRUE
s__alistipes_shahii,,,m__hmdb01257,s__bacteroides_uniformis,,0.81,0.15,1,0.1215,FALSE,FALSE,FALSE,TRUE
s__eubacterium_rectale,,,m__hmdb00020,s__bacteroides_fragilis,,1,0.12,0.99,0.1188,FALSE,FALSE,FALSE,TRUE
s__faecalibacterium_prausnitzii,,,m__hmdb01257,s__eubacterium_ventriosum,,0.82,0.14,1,0.1148,FALSE,FALSE,FALSE,TRUE
s__bacteroides_stercoris,,,m__hmdb00014,s__haemophilus_parainfluenzae,,0.88,0.95,0.13,0.10868,FALSE,FALSE,FALSE,TRUE
s__bacteroides_ovatus,,,m__hmdb00764,s__ruminococcus_torques,,0.98,0.88,0.12,0.103488,FALSE,FALSE,FALSE,TRUE
s__haemophilus_parainfluenzae,,,m__hmdb00289,s__bacteroides_uniformis,,0.13,1,0.67,0.0871,FALSE,FALSE,FALSE,TRUE
s__odoribacter_splanchnicus,,,m__hmdb01257,s__clostridium_clostridioforme,,0.21,0.66,0.5,0.0693,FALSE,FALSE,FALSE,TRUE
s__eubacterium_ventriosum,,,m__hmdb00296,s__streptococcus_parasanguinis,,1,0.2,0.32,0.064,FALSE,FALSE,FALSE,TRUE
s__eubacterium_rectale,,,m__hmdb00239,s__roseburia_intestinalis,,0.43,0.54,0.19,0.044118,FALSE,FALSE,FALSE,TRUE
s__eubacterium_ventriosum,,,m__hmdb01257,s__eubacterium_ventriosum,,0.18,0.14,1,0.0252,FALSE,FALSE,FALSE,TRUE
s__bacteroides_ovatus,,,m__hmdb00296,s__streptococcus_parasanguinis,,0.12,0.2,0.93,0.02232,FALSE,FALSE,FALSE,TRUE
s__escherichia_coli,,,m__hmdb00296,s__bacteroides_faecis,,0.24,0.88,0.1,0.02112,FALSE,FALSE,FALSE,TRUE
s__ruminococcus_torques,s__ruminococcus_torques,,,s__bacteroides_ovatus,1,,1,1,1,TRUE,FALSE,FALSE,FALSE
s__bacteroides_caccae,s__odoribacter_splanchnicus,,,s__odoribacter_splanchnicus,1,,1,1,1,TRUE,FALSE,FALSE,FALSE
s__bacteroides_faecis,s__odoribacter_splanchnicus,,,s__odoribacter_splanchnicus,1,,1,1,1,TRUE,FALSE,FALSE,FALSE
s__akkermansia_muciniphila,s__eubacterium_eligens,,,s__bacteroides_finegoldii,1,,1,1,1,TRUE,FALSE,FALSE,FALSE
s__odoribacter_splanchnicus,s__odoribacter_splanchnicus,,,s__bacteroides_xylanisolvens,1,,1,1,1,TRUE,FALSE,FALSE,FALSE
s__alistipes_shahii,s__alistipes_shahii,,,s__bacteroides_xylanisolvens,1,,1,1,1,TRUE,FALSE,FALSE,FALSE
s__bacteroides_faecis,s__alistipes_shahii,,,s__alistipes_shahii,1,,1,1,1,TRUE,FALSE,FALSE,FALSE
s__eubacterium_siraeum,s__eubacterium_siraeum,,,s__bacteroides_cellulosilyticus,1,,1,1,1,TRUE,FALSE,FALSE,FALSE
s__escherichia_coli,s__peptostreptococcaceae_noname_unclassified,,,s__haemophilus_parainfluenzae,1,,1,1,1,TRUE,FALSE,FALSE,FALSE
s__haemophilus_parainfluenzae,s__peptostreptococcaceae_noname_unclassified,,,s__haemophilus_parainfluenzae,1,,1,1,1,TRUE,FALSE,FALSE,FALSE
s__bifidobacterium_longum,s__peptostreptococcaceae_noname_unclassified,,,s__haemophilus_parainfluenzae,1,,1,1,1,TRUE,FALSE,FALSE,FALSE
s__bacteroides_uniformis,s__bacteroides_uniformis,,,s__bacteroides_faecis,1,,1,1,1,TRUE,FALSE,FALSE,FALSE
s__clostridium_clostridioforme,s__clostridium_clostridioforme,,,s__bacteroides_stercoris,1,,1,1,1,TRUE,FALSE,FALSE,FALSE
s__bacteroides_caccae,s__ruminococcus_torques,,,s__ruminococcus_torques,1,,1,1,1,TRUE,FALSE,FALSE,FALSE
s__clostridium_bolteae,s__ruminococcus_torques,,,s__ruminococcus_torques,1,,1,1,1,TRUE,FALSE,FALSE,FALSE
s__ruminococcus_torques,s__ruminococcus_torques,,,s__clostridium_bolteae,1,,1,1,1,TRUE,FALSE,FALSE,FALSE
s__clostridium_bolteae,s__ruminococcus_torques,,,s__clostridium_bolteae,1,,1,1,1,TRUE,FALSE,FALSE,FALSE
s__klebsiella_pneumoniae,s__streptococcus_parasanguinis,,,s__streptococcus_parasanguinis,1,,1,1,1,TRUE,FALSE,FALSE,FALSE
s__streptococcus_parasanguinis,s__streptococcus_parasanguinis,,,s__klebsiella_pneumoniae,1,,1,1,1,TRUE,FALSE,FALSE,FALSE
s__klebsiella_pneumoniae,s__streptococcus_parasanguinis,,,s__klebsiella_pneumoniae,1,,1,1,1,TRUE,FALSE,FALSE,FALSE
s__faecalibacterium_prausnitzii,s__bacteroides_fragilis,,,s__bacteroides_fragilis,1,,1,1,1,TRUE,FALSE,FALSE,FALSE
s__roseburia_inulinivorans,s__faecalibacterium_prausnitzii,,,s__bacteroides_fragilis,1,,1,1,1,TRUE,FALSE,FALSE,FALSE
s__roseburia_inulinivorans,s__roseburia_inulinivorans,,,s__faecalibacterium_prausnitzii,1,,1,1,1,TRUE,FALSE,FALSE,FALSE
s__escherichia_coli,s__peptostreptococcaceae_noname_unclassified,,,s__bifidobacterium_longum,1,,1,1,1,TRUE,FALSE,FALSE,FALSE
s__haemophilus_parainfluenzae,s__peptostreptococcaceae_noname_unclassified,,,s__bifidobacterium_longum,1,,1,1,1,TRUE,FALSE,FALSE,FALSE
s__bifidobacterium_longum,s__peptostreptococcaceae_noname_unclassified,,,s__bifidobacterium_longum,1,,1,1,1,TRUE,FALSE,FALSE,FALSE
s__bacteroides_fragilis,s__bacteroides_fragilis,,,s__roseburia_inulinivorans,1,,1,1,1,TRUE,FALSE,FALSE,FALSE
s__bacteroides_caccae,s__ruminococcus_torques,,,s__eubacterium_rectale,1,,1,1,1,TRUE,FALSE,FALSE,FALSE
s__ruminococcus_torques,s__ruminococcus_torques,,,s__eubacterium_rectale,1,,1,1,1,TRUE,FALSE,FALSE,FALSE
s__bacteroides_fragilis,s__bacteroides_fragilis,,,s__eubacterium_rectale,1,,1,1,1,TRUE,FALSE,FALSE,FALSE
s__bacteroides_uniformis,s__bacteroides_faecis,,,s__odoribacter_splanchnicus,1,,1,0.99,0.99,TRUE,FALSE,FALSE,FALSE
s__alistipes_shahii,s__clostridium_hathewayi,,,s__clostridium_bolteae,0.99,,1,1,0.99,TRUE,FALSE,FALSE,FALSE
s__bacteroides_finegoldii,s__bacteroides_eggerthii,,,s__akkermansia_muciniphila,1,,0.99,1,0.99,TRUE,FALSE,FALSE,FALSE
s__roseburia_intestinalis,s__roseburia_intestinalis,,,s__bacteroides_ovatus,1,,0.98,1,0.98,TRUE,FALSE,FALSE,FALSE
s__eubacterium_rectale,s__bacteroides_fragilis,,,s__roseburia_inulinivorans,0.98,,1,1,0.98,TRUE,FALSE,FALSE,FALSE
s__eubacterium_rectale,s__bacteroides_fragilis,,,s__eubacterium_rectale,0.98,,1,1,0.98,TRUE,FALSE,FALSE,FALSE
s__eubacterium_rectale,s__bacteroides_fragilis,,,s__bacteroides_fragilis,0.98,,1,0.99,0.9702,TRUE,FALSE,FALSE,FALSE
s__bacteroides_caccae,s__clostridium_hathewayi,,,s__clostridium_bolteae,1,,1,0.94,0.94,TRUE,FALSE,FALSE,FALSE
s__bacteroides_cellulosilyticus,s__eubacterium_siraeum,,,s__bacteroides_cellulosilyticus,0.93,,1,1,0.93,TRUE,FALSE,FALSE,FALSE
s__roseburia_intestinalis,s__roseburia_intestinalis,,,s__faecalibacterium_prausnitzii,1,,0.93,1,0.93,TRUE,FALSE,FALSE,FALSE
s__akkermansia_muciniphila,s__bacteroides_eggerthii,,,s__akkermansia_muciniphila,0.93,,0.99,1,0.9207,TRUE,FALSE,FALSE,FALSE
s__bacteroides_faecis,s__bacteroides_vulgatus,,,s__bacteroides_faecis,0.92,,0.97,1,0.8924,TRUE,FALSE,FALSE,FALSE
s__bacteroides_xylanisolvens,s__bacteroides_thetaiotaomicron,,,s__bacteroides_thetaiotaomicron,0.88,,1,1,0.88,TRUE,FALSE,FALSE,FALSE
s__bacteroides_faecis,s__dorea_formicigenerans,,,s__eubacterium_ventriosum,1,,0.92,0.93,0.8556,TRUE,FALSE,FALSE,FALSE
s__clostridium_bolteae,s__dialister_invisus,,,s__akkermansia_muciniphila,0.86,,1,0.98,0.8428,TRUE,FALSE,FALSE,FALSE
s__alistipes_shahii,s__alistipes_shahii,,,s__bacteroides_uniformis,1,,0.8,1,0.8,TRUE,FALSE,FALSE,FALSE
s__bacteroides_thetaiotaomicron,s__roseburia_inulinivorans,,,s__faecalibacterium_prausnitzii,1,,1,0.78,0.78,TRUE,FALSE,FALSE,FALSE
s__bacteroides_fragilis,s__streptococcus_thermophilus,,,s__bifidobacterium_longum,1,,0.87,0.83,0.7221,TRUE,FALSE,FALSE,FALSE
s__clostridium_clostridioforme,s__clostridiales_bacterium_1_7_47faa,,,s__bacteroides_uniformis,1,,0.88,0.81,0.7128,TRUE,FALSE,FALSE,FALSE
s__bacteroides_uniformis,s__alistipes_shahii,,,s__alistipes_shahii,0.67,,1,1,0.67,TRUE,FALSE,FALSE,FALSE
s__alistipes_shahii,s__bacteroides_uniformis,,,s__bacteroides_faecis,0.8,,1,0.77,0.616,TRUE,FALSE,FALSE,FALSE
s__clostridium_clostridioforme,s__eubacterium_eligens,,,s__clostridium_clostridioforme,0.61,,1,1,0.61,TRUE,FALSE,FALSE,FALSE
s__bacteroides_caccae,s__bacteroides_cellulosilyticus,,,s__bacteroides_cellulosilyticus,0.61,,1,0.98,0.5978,TRUE,FALSE,FALSE,FALSE
s__bacteroides_caccae,s__eubacterium_rectale,,,s__bacteroides_caccae,1,,0.58,1,0.58,TRUE,FALSE,FALSE,FALSE
s__ruminococcus_torques,s__eubacterium_rectale,,,s__bacteroides_caccae,1,,0.58,1,0.58,TRUE,FALSE,FALSE,FALSE
s__bacteroides_uniformis,s__alistipes_shahii,,,s__bacteroides_uniformis,0.67,,0.8,1,0.536,TRUE,FALSE,FALSE,FALSE
s__bacteroides_thetaiotaomicron,s__roseburia_inulinivorans,,,s__roseburia_inulinivorans,1,,1,0.49,0.49,TRUE,FALSE,FALSE,FALSE
s__clostridium_bolteae,s__ruminococcus_lactaris,,,s__klebsiella_pneumoniae,1,,0.81,0.58,0.4698,TRUE,FALSE,FALSE,FALSE
s__haemophilus_parainfluenzae,s__bifidobacterium_longum,,,s__escherichia_coli,1,,0.42,1,0.42,TRUE,FALSE,FALSE,FALSE
s__faecalibacterium_prausnitzii,s__c2likevirus_unclassified,,,s__escherichia_coli,0.91,,1,0.46,0.4186,TRUE,FALSE,FALSE,FALSE
s__clostridium_bolteae,s__bacteroides_cellulosilyticus,,,s__bacteroides_cellulosilyticus,0.43,,1,0.82,0.3526,TRUE,FALSE,FALSE,FALSE
s__bacteroides_caccae,s__anaerotruncus_colihominis,,,s__alistipes_shahii,1,,0.31,1,0.31,TRUE,FALSE,FALSE,FALSE
s__faecalibacterium_prausnitzii,s__bacteroides_massiliensis,,,s__bacteroides_finegoldii,0.26,,1,1,0.26,TRUE,FALSE,FALSE,FALSE
s__bacteroides_cellulosilyticus,s__subdoligranulum_unclassified,,,s__bacteroides_thetaiotaomicron,0.7,,0.68,0.39,0.18564,TRUE,FALSE,FALSE,FALSE
s__bifidobacterium_longum,s__bifidobacterium_longum,,,s__escherichia_coli,1,,0.42,0.42,0.1764,TRUE,FALSE,FALSE,FALSE
s__bacteroides_faecis,s__odoribacter_splanchnicus,,,s__klebsiella_pneumoniae,1,,0.69,0.25,0.1725,TRUE,FALSE,FALSE,FALSE
s__bacteroides_faecis,s__lachnospiraceae_bacterium_1_1_57faa,,,s__bacteroides_uniformis,1,,0.17,1,0.17,TRUE,FALSE,FALSE,FALSE
s__bacteroides_caccae,s__eubacterium_rectale,,,s__bacteroides_thetaiotaomicron,1,,0.29,0.55,0.1595,TRUE,FALSE,FALSE,FALSE
s__bacteroides_caccae,s__odoribacter_splanchnicus,,,s__klebsiella_pneumoniae,1,,0.69,0.23,0.1587,TRUE,FALSE,FALSE,FALSE
s__escherichia_coli,s__faecalibacterium_prausnitzii,,,s__faecalibacterium_prausnitzii,0.17,,1,0.85,0.1445,TRUE,FALSE,FALSE,FALSE
s__bacteroides_thetaiotaomicron,s__bacteroides_thetaiotaomicron,,,s__bacteroides_xylanisolvens,1,,0.13,1,0.13,TRUE,FALSE,FALSE,FALSE
s__eubacterium_rectale,s__eubacterium_rectale,,,s__bacteroides_caccae,1,,0.58,0.21,0.1218,TRUE,FALSE,FALSE,FALSE
s__bacteroides_ovatus,s__anaerostipes_hadrus,,,s__bacteroides_caccae,0.44,,0.42,0.64,0.118272,TRUE,FALSE,FALSE,FALSE
s__faecalibacterium_prausnitzii,s__anaerostipes_hadrus,,,s__eubacterium_siraeum,0.95,,0.94,0.13,0.11609,TRUE,FALSE,FALSE,FALSE
s__bacteroides_xylanisolvens,s__bacteroides_thetaiotaomicron,,,s__bacteroides_xylanisolvens,0.88,,0.13,1,0.1144,TRUE,FALSE,FALSE,FALSE
s__bacteroides_caccae,s__bacteroides_cellulosilyticus,,,s__eubacterium_siraeum,0.61,,0.93,0.18,0.102114,TRUE,FALSE,FALSE,FALSE
s__bacteroides_stercoris,s__parabacteroides_merdae,,,s__bacteroides_faecis,0.14,,1,0.57,0.0798,TRUE,FALSE,FALSE,FALSE
s__eubacterium_rectale,s__c2likevirus_unclassified,,,s__escherichia_coli,0.13,,1,0.5,0.065,TRUE,FALSE,FALSE,FALSE
s__bacteroides_finegoldii,s__bacteroides_eggerthii,,,s__bacteroides_cellulosilyticus,1,,0.11,0.59,0.0649,TRUE,FALSE,FALSE,FALSE
s__ruminococcus_torques,s__clostridium_bolteae,,,s__bacteroides_cellulosilyticus,1,,0.43,0.13,0.0559,TRUE,FALSE,FALSE,FALSE
s__bacteroides_xylanisolvens,s__bacteroides_xylanisolvens,,,s__klebsiella_pneumoniae,1,,0.29,0.16,0.0464,TRUE,FALSE,FALSE,FALSE
s__faecalibacterium_prausnitzii,s__bacteroides_vulgatus,,,s__streptococcus_parasanguinis,0.21,,0.98,0.15,0.03087,TRUE,FALSE,FALSE,FALSE
s__haemophilus_parainfluenzae,s__escherichia_coli,,,s__faecalibacterium_prausnitzii,0.98,,0.17,0.1,0.01666,TRUE,FALSE,FALSE,FALSE
s__escherichia_coli,s__bacteroides_eggerthii,,,s__bacteroides_cellulosilyticus,0.44,,0.11,0.32,0.015488,TRUE,FALSE,FALSE,FALSE
