T,Tx,G,M,Ti,T->(G|Tx)_Bs,(T|G)->M_Bs,(M|G|Tx)->Ti_Bs,T->Ti_Bs,overallScore,ChainInTTxTi,ChainInTGMTi,ChainInTGTi,ChainInTMTi
s__bacteroides_caccae,,g__transaldolase,m__hmdb00014,s__streptococcus_parasanguinis,1,1,0.14,0.3,0.042,FALSE,TRUE,FALSE,FALSE
s__odoribacter_splanchnicus,,g__2-c-methyl-d-erythritol 4-phosphate cytidylyltransferase,m__hmdb01257,s__eubacterium_ventriosum,0.22,0.5,1,0.37,0.0407,FALSE,TRUE,FALSE,FALSE
s__bacteroides_stercoris,,g__superoxide dismutase,m__hmdb00209,s__eubacterium_siraeum,0.58,0.21,0.76,0.42,0.03887856,FALSE,TRUE,FALSE,FALSE
s__eubacterium_siraeum,,g__uridine kinase,m__hmdb01257,s__bacteroides_cellulosilyticus,0.42,0.29,0.31,1,0.037758,FALSE,TRUE,FALSE,FALSE
s__alistipes_shahii,,g__histidine kinase,m__hmdb00020,s__bacteroides_caccae,0.73,0.38,0.13,1,0.036062,FALSE,TRUE,FALSE,FALSE
s__bifidobacterium_longum,,g__2-c-methyl-d-erythritol 4-phosphate cytidylyltransferase,m__hmdb00209,s__roseburia_inulinivorans,0.44,0.13,0.65,0.94,0.0349492,FALSE,TRUE,FALSE,FALSE
s__bifidobacterium_longum,,g__2-c-methyl-d-erythritol 4-phosphate cytidylyltransferase,m__hmdb00289,s__bifidobacterium_longum,0.44,0.19,0.4,1,0.03344,FALSE,TRUE,FALSE,FALSE
s__escherichia_coli,,g__2-c-methyl-d-erythritol 4-phosphate cytidylyltransferase,m__hmdb00289,s__haemophilus_parainfluenzae,0.18,0.19,0.97,1,0.033174,FALSE,TRUE,FALSE,FALSE
s__clostridium_bolteae,,g__2-c-methyl-d-erythritol 4-phosphate cytidylyltransferase,m__hmdb00289,s__bifidobacterium_longum,0.55,0.19,0.4,0.79,0.033022,FALSE,TRUE,FALSE,FALSE
s__streptococcus_parasanguinis,,g__l-serine ammonia-lyase,m__hmdb00014,s__streptococcus_parasanguinis,0.54,0.42,0.14,1,0.031752,FALSE,TRUE,FALSE,FALSE
s__eubacterium_rectale,,g__aspartate ammonia-lyase,m__hmdb00289,s__bacteroides_caccae,0.69,0.36,1,0.12,0.029808,FALSE,TRUE,FALSE,FALSE
s__bacteroides_uniformis,,g__superoxide dismutase,m__hmdb00209,s__akkermansia_muciniphila,1,0.21,0.14,0.96,0.028224,FALSE,TRUE,FALSE,FALSE
s__bacteroides_ovatus,,g__phosphatidate cytidylyltransferase,m__hmdb00289,s__bifidobacterium_longum,1,0.39,0.4,0.18,0.02808,FALSE,TRUE,FALSE,FALSE
s__bacteroides_thetaiotaomicron,,g__fructose-bisphosphate aldolase,m__hmdb00030,s__eubacterium_siraeum,0.62,0.13,0.33,1,0.026598,FALSE,TRUE,FALSE,FALSE
s__eubacterium_rectale,,g__aspartate ammonia-lyase,m__hmdb00289,s__clostridium_bolteae,0.69,0.36,0.14,0.75,0.026082,FALSE,TRUE,FALSE,FALSE
s__bifidobacterium_longum,,g__2-c-methyl-d-erythritol 4-phosphate cytidylyltransferase,m__hmdb00209,s__eubacterium_siraeum,0.44,0.13,0.76,0.58,0.02521376,FALSE,TRUE,FALSE,FALSE
s__roseburia_intestinalis,,g__glutamate decarboxylase,m__hmdb00764,s__bacteroides_uniformis,0.78,0.31,0.1,1,0.02418,FALSE,TRUE,FALSE,FALSE
s__faecalibacterium_prausnitzii,,g__2-c-methyl-d-erythritol 4-phosphate cytidylyltransferase,m__hmdb00209,s__eubacterium_siraeum,0.94,0.13,0.76,0.26,0.02414672,FALSE,TRUE,FALSE,FALSE
s__bacteroides_xylanisolvens,,g__2-c-methyl-d-erythritol 4-phosphate cytidylyltransferase,m__hmdb00289,s__bacteroides_finegoldii,0.52,0.19,0.24,1,0.023712,FALSE,TRUE,FALSE,FALSE
s__escherichia_coli,,g__glucose-1-phosphate adenylyltransferase,m__hmdb00014,s__streptococcus_parasanguinis,0.44,1,0.14,0.37,0.022792,FALSE,TRUE,FALSE,FALSE
s__bacteroides_finegoldii,,g__phosphatidate cytidylyltransferase,m__hmdb00289,s__bacteroides_finegoldii,0.24,0.39,0.24,1,0.022464,FALSE,TRUE,FALSE,FALSE
s__faecalibacterium_prausnitzii,,g__2-c-methyl-d-erythritol 4-phosphate cytidylyltransferase,m__hmdb00020,s__klebsiella_pneumoniae,0.94,0.94,0.13,0.19,0.02182492,FALSE,TRUE,FALSE,FALSE
s__bacteroides_fragilis,,g__2-c-methyl-d-erythritol 4-phosphate cytidylyltransferase,m__hmdb00020,s__bacteroides_fragilis,0.11,0.94,0.2,1,0.02068,FALSE,TRUE,FALSE,FALSE
s__bacteroides_xylanisolvens,,g__2-c-methyl-d-erythritol 4-phosphate cytidylyltransferase,m__hmdb00289,s__bacteroides_thetaiotaomicron,0.52,0.19,0.23,0.9,0.0204516,FALSE,TRUE,FALSE,FALSE
s__akkermansia_muciniphila,,g__2-c-methyl-d-erythritol 4-phosphate cytidylyltransferase,m__hmdb00209,s__akkermansia_muciniphila,0.98,0.13,0.14,1,0.017836,FALSE,TRUE,FALSE,FALSE
s__faecalibacterium_prausnitzii,,g__2-c-methyl-d-erythritol 4-phosphate cytidylyltransferase,m__hmdb00209,s__akkermansia_muciniphila,0.94,0.13,0.14,0.92,0.01573936,FALSE,TRUE,FALSE,FALSE
s__clostridium_bolteae,,g__2-c-methyl-d-erythritol 4-phosphate cytidylyltransferase,m__hmdb00289,s__clostridium_bolteae,0.55,0.19,0.14,1,0.01463,FALSE,TRUE,FALSE,FALSE
s__bacteroides_stercoris,,g__superoxide dismutase,m__hmdb00209,s__alistipes_shahii,0.58,0.21,1,0.12,0.014616,FALSE,TRUE,FALSE,FALSE
s__bacteroides_stercoris,,g__uridine kinase,m__hmdb00014,s__streptococcus_parasanguinis,1,0.15,0.14,0.69,0.01449,FALSE,TRUE,FALSE,FALSE
s__bacteroides_finegoldii,,g__phosphatidate cytidylyltransferase,m__hmdb00764,s__escherichia_coli,0.24,0.19,0.99,0.32,0.01444608,FALSE,TRUE,FALSE,FALSE
s__bacteroides_thetaiotaomicron,,g__fructose-bisphosphate aldolase,m__hmdb00030,s__bacteroides_xylanisolvens,0.62,0.13,0.17,1,0.013702,FALSE,TRUE,FALSE,FALSE
s__escherichia_coli,,g__2-c-methyl-d-erythritol 4-phosphate cytidylyltransferase,m__hmdb00289,s__bifidobacterium_longum,0.18,0.19,0.4,1,0.01368,FALSE,TRUE,FALSE,FALSE
s__ruminococcus_torques,,g__histidine kinase,m__hmdb00764,s__streptococcus_parasanguinis,0.14,0.69,0.15,0.9,0.013041,FALSE,TRUE,FALSE,FALSE
s__bifidobacterium_longum,,g__histidine kinase,m__hmdb00764,s__streptococcus_parasanguinis,0.76,0.69,0.15,0.16,0.0125856,FALSE,TRUE,FALSE,FALSE
s__haemophilus_parainfluenzae,,g__3-hydroxybutyryl-coa dehydrogenase,m__hmdb00289,s__clostridium_bolteae,0.6,0.59,0.14,0.25,0.01239,FALSE,TRUE,FALSE,FALSE
s__faecalibacterium_prausnitzii,,g__2-c-methyl-d-erythritol 4-phosphate cytidylyltransferase,m__hmdb00209,s__faecalibacterium_prausnitzii,0.94,0.13,0.1,1,0.01222,FALSE,TRUE,FALSE,FALSE
s__bacteroides_fragilis,,g__2-c-methyl-d-erythritol 4-phosphate cytidylyltransferase,m__hmdb01257,s__bacteroides_ovatus,0.11,0.5,0.98,0.21,0.011319,FALSE,TRUE,FALSE,FALSE
s__bacteroides_fragilis,,g__2-c-methyl-d-erythritol 4-phosphate cytidylyltransferase,m__hmdb00289,s__roseburia_intestinalis,0.11,0.19,0.53,1,0.011077,FALSE,TRUE,FALSE,FALSE
s__roseburia_inulinivorans,,g__fructose-bisphosphate aldolase,m__hmdb00030,s__eubacterium_siraeum,0.98,0.13,0.33,0.26,0.01093092,FALSE,TRUE,FALSE,FALSE
s__escherichia_coli,,g__2-c-methyl-d-erythritol 4-phosphate cytidylyltransferase,m__hmdb00289,s__roseburia_intestinalis,0.18,0.19,0.53,0.58,0.01051308,FALSE,TRUE,FALSE,FALSE
s__bacteroides_xylanisolvens,,g__2-c-methyl-d-erythritol 4-phosphate cytidylyltransferase,m__hmdb00209,s__roseburia_inulinivorans,0.52,0.13,0.65,0.21,0.0092274,FALSE,TRUE,FALSE,FALSE
s__bifidobacterium_longum,,g__2-c-methyl-d-erythritol 4-phosphate cytidylyltransferase,m__hmdb00289,s__eubacterium_rectale,0.44,0.19,0.3,0.36,0.0090288,FALSE,TRUE,FALSE,FALSE
s__bacteroides_fragilis,,g__2-c-methyl-d-erythritol 4-phosphate cytidylyltransferase,m__hmdb00289,s__bifidobacterium_longum,0.11,0.19,0.4,0.8,0.006688,FALSE,TRUE,FALSE,FALSE
s__bacteroides_fragilis,,g__2-c-methyl-d-erythritol 4-phosphate cytidylyltransferase,m__hmdb00289,s__eubacterium_rectale,0.11,0.19,0.3,1,0.00627,FALSE,TRUE,FALSE,FALSE
s__bifidobacterium_longum,,g__2-c-methyl-d-erythritol 4-phosphate cytidylyltransferase,m__hmdb00289,s__clostridium_bolteae,0.44,0.19,0.14,0.5,0.005852,FALSE,TRUE,FALSE,FALSE
s__bacteroides_cellulosilyticus,,g__beta-lactamase,m__hmdb00764,s__streptococcus_parasanguinis,0.39,0.54,0.15,0.18,0.0056862,FALSE,TRUE,FALSE,FALSE
s__bifidobacterium_longum,,g__2-c-methyl-d-erythritol 4-phosphate cytidylyltransferase,m__hmdb00209,s__faecalibacterium_prausnitzii,0.44,0.13,0.1,0.94,0.0053768,FALSE,TRUE,FALSE,FALSE
s__bacteroides_xylanisolvens,,g__2-c-methyl-d-erythritol 4-phosphate cytidylyltransferase,m__hmdb00289,s__clostridium_bolteae,0.52,0.19,0.14,0.36,0.00497952,FALSE,TRUE,FALSE,FALSE
s__faecalibacterium_prausnitzii,,g__2-c-methyl-d-erythritol 4-phosphate cytidylyltransferase,m__hmdb00289,s__clostridium_bolteae,0.94,0.19,0.14,0.14,0.00350056,FALSE,TRUE,FALSE,FALSE
s__bifidobacterium_longum,,g__2-c-methyl-d-erythritol 4-phosphate cytidylyltransferase,m__hmdb00289,s__bacteroides_thetaiotaomicron,0.44,0.19,0.23,0.18,0.00346104,FALSE,TRUE,FALSE,FALSE
s__escherichia_coli,,g__2-c-methyl-d-erythritol 4-phosphate cytidylyltransferase,m__hmdb00209,s__faecalibacterium_prausnitzii,0.18,0.13,0.1,1,0.00234,FALSE,TRUE,FALSE,FALSE
s__odoribacter_splanchnicus,,g__2-c-methyl-d-erythritol 4-phosphate cytidylyltransferase,m__hmdb00289,s__clostridium_bolteae,0.22,0.19,0.14,0.39,0.00228228,FALSE,TRUE,FALSE,FALSE
s__bacteroides_fragilis,,g__2-c-methyl-d-erythritol 4-phosphate cytidylyltransferase,m__hmdb00209,s__akkermansia_muciniphila,0.11,0.13,0.14,1,0.002002,FALSE,TRUE,FALSE,FALSE
s__odoribacter_splanchnicus,,g__5-formyltetrahydrofolate cyclo-ligase,,s__odoribacter_splanchnicus,1,,1,1,1,FALSE,FALSE,TRUE,FALSE
s__bacteroides_faecis,,g__3-methyl-2-oxobutanoate hydroxymethyltransferase,,s__bacteroides_stercoris,1,,1,1,1,FALSE,FALSE,TRUE,FALSE
s__bacteroides_stercoris,,g__3-methyl-2-oxobutanoate hydroxymethyltransferase,,s__bacteroides_stercoris,1,,1,1,1,FALSE,FALSE,TRUE,FALSE
s__klebsiella_pneumoniae,,g__aspartate ammonia-lyase,,s__streptococcus_parasanguinis,1,,1,1,1,FALSE,FALSE,TRUE,FALSE
s__klebsiella_pneumoniae,,g__aspartate ammonia-lyase,,s__klebsiella_pneumoniae,1,,1,1,1,FALSE,FALSE,TRUE,FALSE
s__bacteroides_stercoris,,g__dephospho-coa kinase,,s__clostridium_clostridioforme,1,,1,1,1,FALSE,FALSE,TRUE,FALSE
s__akkermansia_muciniphila,,g__dephospho-coa kinase,,s__akkermansia_muciniphila,1,,1,1,1,FALSE,FALSE,TRUE,FALSE
s__streptococcus_parasanguinis,,g__fructose-bisphosphate aldolase,,s__streptococcus_parasanguinis,1,,0.99,1,0.99,FALSE,FALSE,TRUE,FALSE
s__clostridium_bolteae,,g__dephospho-coa kinase,,s__odoribacter_splanchnicus,1,,1,0.97,0.97,FALSE,FALSE,TRUE,FALSE
s__clostridium_bolteae,,g__3-methyl-2-oxobutanoate hydroxymethyltransferase,,s__bacteroides_stercoris,0.99,,1,0.97,0.9603,FALSE,FALSE,TRUE,FALSE
s__ruminococcus_torques,,g__rna helicase,,s__klebsiella_pneumoniae,0.96,,1,1,0.96,FALSE,FALSE,TRUE,FALSE
s__bifidobacterium_longum,,g__glucose-1-phosphate adenylyltransferase,,s__bifidobacterium_longum,1,,0.96,1,0.96,FALSE,FALSE,TRUE,FALSE
s__bacteroides_finegoldii,,g__5-formyltetrahydrofolate cyclo-ligase,,s__alistipes_shahii,0.94,,1,1,0.94,FALSE,FALSE,TRUE,FALSE
s__bacteroides_xylanisolvens,,g__beta-lactamase,,s__bacteroides_xylanisolvens,0.93,,1,1,0.93,FALSE,FALSE,TRUE,FALSE
s__bacteroides_uniformis,,g__superoxide dismutase,,s__bacteroides_uniformis,1,,0.91,1,0.91,FALSE,FALSE,TRUE,FALSE
s__bacteroides_fragilis,,g__glucose-1-phosphate adenylyltransferase,,s__roseburia_inulinivorans,1,,0.91,1,0.91,FALSE,FALSE,TRUE,FALSE
s__roseburia_inulinivorans,,g__glucose-1-phosphate adenylyltransferase,,s__roseburia_inulinivorans,1,,0.91,1,0.91,FALSE,FALSE,TRUE,FALSE
s__eubacterium_rectale,,g__glucose-1-phosphate adenylyltransferase,,s__roseburia_inulinivorans,1,,0.91,1,0.91,FALSE,FALSE,TRUE,FALSE
s__clostridium_bolteae,,g__dephospho-coa kinase,,s__ruminococcus_torques,1,,0.99,0.91,0.9009,FALSE,FALSE,TRUE,FALSE
s__ruminococcus_torques,,g__rna helicase,,s__streptococcus_parasanguinis,0.96,,1,0.9,0.864,FALSE,FALSE,TRUE,FALSE
s__bifidobacterium_longum,,g__glucose-1-phosphate adenylyltransferase,,s__roseburia_inulinivorans,1,,0.91,0.94,0.8554,FALSE,FALSE,TRUE,FALSE
s__alistipes_shahii,,g__5-formyltetrahydrofolate cyclo-ligase,,s__odoribacter_splanchnicus,0.83,,1,1,0.83,FALSE,FALSE,TRUE,FALSE
s__alistipes_shahii,,g__5-formyltetrahydrofolate cyclo-ligase,,s__alistipes_shahii,0.83,,1,1,0.83,FALSE,FALSE,TRUE,FALSE
s__alistipes_shahii,,g__5-formyltetrahydrofolate cyclo-ligase,,s__clostridium_bolteae,0.83,,1,1,0.83,FALSE,FALSE,TRUE,FALSE
s__streptococcus_parasanguinis,,g__fructose-bisphosphate aldolase,,s__klebsiella_pneumoniae,1,,0.83,1,0.83,FALSE,FALSE,TRUE,FALSE
s__eubacterium_siraeum,,g__methionyl aminopeptidase,,s__eubacterium_siraeum,0.83,,1,1,0.83,FALSE,FALSE,TRUE,FALSE
s__alistipes_shahii,,g__dna-directed rna polymerase,,s__bacteroides_finegoldii,0.95,,0.96,0.87,0.79344,FALSE,FALSE,TRUE,FALSE
s__bacteroides_fragilis,,g__glucose-1-phosphate adenylyltransferase,,s__bifidobacterium_longum,1,,0.96,0.8,0.768,FALSE,FALSE,TRUE,FALSE
s__bacteroides_caccae,,g__phosphoglycerate kinase,,s__eubacterium_rectale,1,,0.75,1,0.75,FALSE,FALSE,TRUE,FALSE
s__eubacterium_rectale,,g__aspartate ammonia-lyase,,s__escherichia_coli,0.74,,1,1,0.74,FALSE,FALSE,TRUE,FALSE
s__eubacterium_rectale,,g__aspartate ammonia-lyase,,s__klebsiella_pneumoniae,0.74,,1,1,0.74,FALSE,FALSE,TRUE,FALSE
s__roseburia_intestinalis,,g__fructose-bisphosphate aldolase,,s__streptococcus_parasanguinis,0.95,,0.99,0.77,0.724185,FALSE,FALSE,TRUE,FALSE
s__odoribacter_splanchnicus,,g__3-methyl-2-oxobutanoate hydroxymethyltransferase,,s__bacteroides_xylanisolvens,1,,0.7,1,0.7,FALSE,FALSE,TRUE,FALSE
s__bacteroides_fragilis,,g__glucose-1-phosphate adenylyltransferase,,s__eubacterium_rectale,1,,0.7,1,0.7,FALSE,FALSE,TRUE,FALSE
s__escherichia_coli,,g__glucose-1-phosphate adenylyltransferase,,s__bifidobacterium_longum,0.68,,0.96,1,0.6528,FALSE,FALSE,TRUE,FALSE
s__bacteroides_uniformis,,g__transaldolase,,s__bacteroides_ovatus,1,,1,0.63,0.63,FALSE,FALSE,TRUE,FALSE
s__bacteroides_fragilis,,g__3-methyl-2-oxobutanoate hydroxymethyltransferase,,s__bacteroides_xylanisolvens,0.85,,0.7,1,0.595,FALSE,FALSE,TRUE,FALSE
s__bacteroides_stercoris,,g__superoxide dismutase,,s__bacteroides_caccae,0.64,,0.92,1,0.5888,FALSE,FALSE,TRUE,FALSE
s__eubacterium_ventriosum,,g__acetyl-coa c-acetyltransferase,,s__eubacterium_ventriosum,1,,0.58,1,0.58,FALSE,FALSE,TRUE,FALSE
s__bacteroides_uniformis,,g__beta-lactamase,,s__eubacterium_siraeum,0.55,,1,1,0.55,FALSE,FALSE,TRUE,FALSE
s__bacteroides_cellulosilyticus,,g__dna-directed rna polymerase,,s__bacteroides_cellulosilyticus,0.73,,0.74,1,0.5402,FALSE,FALSE,TRUE,FALSE
s__faecalibacterium_prausnitzii,,g__5-formyltetrahydrofolate cyclo-ligase,,s__bacteroides_fragilis,0.77,,0.7,1,0.539,FALSE,FALSE,TRUE,FALSE
s__eubacterium_siraeum,,g__3-hydroxybutyryl-coa dehydrogenase,,s__bacteroides_thetaiotaomicron,1,,0.65,0.82,0.533,FALSE,FALSE,TRUE,FALSE
s__alistipes_shahii,,g__dna-directed rna polymerase,,s__eubacterium_ventriosum,0.95,,0.55,1,0.5225,FALSE,FALSE,TRUE,FALSE
s__clostridium_bolteae,,g__dephospho-coa kinase,,s__clostridium_bolteae,1,,0.49,1,0.49,FALSE,FALSE,TRUE,FALSE
s__bifidobacterium_longum,,g__5-formyltetrahydrofolate cyclo-ligase,,s__alistipes_shahii,0.49,,1,0.99,0.4851,FALSE,FALSE,TRUE,FALSE
s__bacteroides_cellulosilyticus,,g__beta-lactamase,,s__bacteroides_xylanisolvens,0.47,,1,1,0.47,FALSE,FALSE,TRUE,FALSE
s__bacteroides_fragilis,,g__glutamate dehydrogenase,,s__bacteroides_fragilis,0.47,,0.91,1,0.4277,FALSE,FALSE,TRUE,FALSE
s__roseburia_inulinivorans,,g__glucose-1-phosphate adenylyltransferase,,s__bifidobacterium_longum,1,,0.96,0.42,0.4032,FALSE,FALSE,TRUE,FALSE
s__eubacterium_rectale,,g__peroxiredoxin,,s__haemophilus_parainfluenzae,1,,0.4,1,0.4,FALSE,FALSE,TRUE,FALSE
s__bacteroides_faecis,,g__3-methyl-2-oxobutanoate hydroxymethyltransferase,,s__bacteroides_faecis,1,,0.4,1,0.4,FALSE,FALSE,TRUE,FALSE
s__odoribacter_splanchnicus,,g__5-formyltetrahydrofolate cyclo-ligase,,s__clostridium_bolteae,1,,1,0.39,0.39,FALSE,FALSE,TRUE,FALSE
s__haemophilus_parainfluenzae,,g__3-hydroxybutyryl-coa dehydrogenase,,s__bacteroides_thetaiotaomicron,0.62,,0.65,0.94,0.37882,FALSE,FALSE,TRUE,FALSE
s__bacteroides_stercoris,,g__3-methyl-2-oxobutanoate hydroxymethyltransferase,,s__eubacterium_siraeum,1,,0.9,0.42,0.378,FALSE,FALSE,TRUE,FALSE
s__bacteroides_xylanisolvens,,g__2-c-methyl-d-erythritol 4-phosphate cytidylyltransferase,,s__bacteroides_uniformis,0.49,,0.77,1,0.3773,FALSE,FALSE,TRUE,FALSE
s__bacteroides_fragilis,,g__glutamate dehydrogenase,,s__roseburia_intestinalis,0.47,,0.75,1,0.3525,FALSE,FALSE,TRUE,FALSE
s__bifidobacterium_longum,,g__5-formyltetrahydrofolate cyclo-ligase,,s__bacteroides_fragilis,0.49,,0.7,1,0.343,FALSE,FALSE,TRUE,FALSE
s__clostridium_bolteae,,g__glutamate decarboxylase,,s__streptococcus_parasanguinis,0.89,,1,0.37,0.3293,FALSE,FALSE,TRUE,FALSE
s__eubacterium_siraeum,,g__dna-directed rna polymerase,,s__bacteroides_cellulosilyticus,0.43,,0.74,1,0.3182,FALSE,FALSE,TRUE,FALSE
s__bacteroides_xylanisolvens,,g__5-formyltetrahydrofolate cyclo-ligase,,s__ruminococcus_torques,0.32,,0.99,1,0.3168,FALSE,FALSE,TRUE,FALSE
s__bacteroides_ovatus,,g__aspartate ammonia-lyase,,s__bacteroides_ovatus,0.86,,0.34,1,0.2924,FALSE,FALSE,TRUE,FALSE
s__bifidobacterium_longum,,g__glucose-1-phosphate adenylyltransferase,,s__eubacterium_rectale,1,,0.7,0.36,0.252,FALSE,FALSE,TRUE,FALSE
s__bifidobacterium_longum,,g__5-formyltetrahydrofolate cyclo-ligase,,s__clostridium_bolteae,0.49,,1,0.5,0.245,FALSE,FALSE,TRUE,FALSE
s__akkermansia_muciniphila,,g__dephospho-coa kinase,,s__bacteroides_finegoldii,1,,0.23,1,0.23,FALSE,FALSE,TRUE,FALSE
s__eubacterium_rectale,,g__acetyl-coa c-acetyltransferase,,s__bacteroides_thetaiotaomicron,0.27,,0.89,0.95,0.228285,FALSE,FALSE,TRUE,FALSE
s__bacteroides_ovatus,,g__thymidylate synthase,,s__bacteroides_faecis,0.63,,0.72,0.5,0.2268,FALSE,FALSE,TRUE,FALSE
s__bacteroides_xylanisolvens,,g__5-formyltetrahydrofolate cyclo-ligase,,s__bacteroides_fragilis,0.32,,0.7,1,0.224,FALSE,FALSE,TRUE,FALSE
s__eubacterium_rectale,,g__aspartate ammonia-lyase,,s__bacteroides_ovatus,0.74,,0.34,0.87,0.218892,FALSE,FALSE,TRUE,FALSE
s__clostridium_clostridioforme,,g__2-c-methyl-d-erythritol 4-phosphate cytidylyltransferase,,s__clostridium_clostridioforme,0.99,,0.22,1,0.2178,FALSE,FALSE,TRUE,FALSE
s__bacteroides_caccae,,g__ribulose-phosphate 3-epimerase,,s__bacteroides_cellulosilyticus,0.29,,0.75,1,0.2175,FALSE,FALSE,TRUE,FALSE
s__bacteroides_caccae,,g__5-formyltetrahydrofolate cyclo-ligase,,s__odoribacter_splanchnicus,0.21,,1,1,0.21,FALSE,FALSE,TRUE,FALSE
s__bacteroides_caccae,,g__5-formyltetrahydrofolate cyclo-ligase,,s__clostridium_bolteae,0.21,,1,1,0.21,FALSE,FALSE,TRUE,FALSE
s__bacteroides_caccae,,g__5-formyltetrahydrofolate cyclo-ligase,,s__ruminococcus_torques,0.21,,0.99,1,0.2079,FALSE,FALSE,TRUE,FALSE
s__roseburia_intestinalis,,g__glutamate decarboxylase,,s__eubacterium_rectale,0.8,,0.38,0.63,0.19152,FALSE,FALSE,TRUE,FALSE
s__bacteroides_finegoldii,,g__dephospho-coa kinase,,s__bacteroides_finegoldii,0.83,,0.23,1,0.1909,FALSE,FALSE,TRUE,FALSE
s__clostridium_bolteae,,g__dephospho-coa kinase,,s__bacteroides_cellulosilyticus,1,,0.19,1,0.19,FALSE,FALSE,TRUE,FALSE
s__faecalibacterium_prausnitzii,,g__3-hydroxybutyryl-coa dehydrogenase,,s__roseburia_intestinalis,1,,0.24,0.79,0.1896,FALSE,FALSE,TRUE,FALSE
s__eubacterium_rectale,,g__aspartate ammonia-lyase,,s__streptococcus_parasanguinis,0.74,,1,0.25,0.185,FALSE,FALSE,TRUE,FALSE
s__bacteroides_uniformis,,g__phosphatidate cytidylyltransferase,,s__bacteroides_cellulosilyticus,0.43,,0.45,0.9,0.17415,FALSE,FALSE,TRUE,FALSE
s__roseburia_intestinalis,,g__peroxiredoxin,,s__bacteroides_faecis,1,,0.21,0.82,0.1722,FALSE,FALSE,TRUE,FALSE
s__roseburia_inulinivorans,,g__glucose-1-phosphate adenylyltransferase,,s__eubacterium_rectale,1,,0.7,0.24,0.168,FALSE,FALSE,TRUE,FALSE
s__ruminococcus_torques,,g__ribulose-phosphate 3-epimerase,,s__escherichia_coli,0.98,,0.92,0.18,0.162288,FALSE,FALSE,TRUE,FALSE
s__bacteroides_thetaiotaomicron,,g__beta-lactamase,,s__bacteroides_xylanisolvens,0.16,,1,1,0.16,FALSE,FALSE,TRUE,FALSE
s__bacteroides_thetaiotaomicron,,g__beta-lactamase,,s__eubacterium_siraeum,0.16,,1,1,0.16,FALSE,FALSE,TRUE,FALSE
s__bacteroides_finegoldii,,g__dephospho-coa kinase,,s__bacteroides_cellulosilyticus,0.83,,0.19,1,0.1577,FALSE,FALSE,TRUE,FALSE
s__faecalibacterium_prausnitzii,,g__fructose-bisphosphate aldolase,,s__klebsiella_pneumoniae,1,,0.83,0.19,0.1577,FALSE,FALSE,TRUE,FALSE
s__bacteroides_ovatus,,g__dna helicase,,s__bacteroides_stercoris,1,,0.39,0.4,0.156,FALSE,FALSE,TRUE,FALSE
s__roseburia_inulinivorans,,g__dephospho-coa kinase,,s__akkermansia_muciniphila,0.15,,1,1,0.15,FALSE,FALSE,TRUE,FALSE
s__bacteroides_stercoris,,g__5-formyltetrahydrofolate cyclo-ligase,,s__streptococcus_parasanguinis,0.21,,1,0.69,0.1449,FALSE,FALSE,TRUE,FALSE
s__bacteroides_xylanisolvens,,g__beta-lactamase,,s__bacteroides_thetaiotaomicron,0.93,,0.17,0.9,0.14229,FALSE,FALSE,TRUE,FALSE
s__bacteroides_caccae,,g__transaldolase,,s__bacteroides_ovatus,1,,1,0.13,0.13,FALSE,FALSE,TRUE,FALSE
s__ruminococcus_torques,,g__glutamate dehydrogenase,,s__bacteroides_faecis,1,,0.16,0.8,0.128,FALSE,FALSE,TRUE,FALSE
s__clostridium_bolteae,,g__superoxide dismutase,,s__bifidobacterium_longum,1,,0.16,0.79,0.1264,FALSE,FALSE,TRUE,FALSE
s__akkermansia_muciniphila,,g__3-methyl-2-oxobutanoate hydroxymethyltransferase,,s__bacteroides_stercoris,0.13,,1,0.95,0.1235,FALSE,FALSE,TRUE,FALSE
s__bacteroides_thetaiotaomicron,,g__glucose-1-phosphate adenylyltransferase,,s__roseburia_inulinivorans,0.13,,0.91,1,0.1183,FALSE,FALSE,TRUE,FALSE
s__bacteroides_xylanisolvens,,g__5-formyltetrahydrofolate cyclo-ligase,,s__clostridium_bolteae,0.32,,1,0.36,0.1152,FALSE,FALSE,TRUE,FALSE
s__bifidobacterium_longum,,g__methionyl aminopeptidase,,s__eubacterium_siraeum,0.19,,1,0.58,0.1102,FALSE,FALSE,TRUE,FALSE
s__bacteroides_stercoris,,g__3-methyl-2-oxobutanoate hydroxymethyltransferase,,s__eubacterium_ventriosum,1,,0.15,0.72,0.108,FALSE,FALSE,TRUE,FALSE
s__faecalibacterium_prausnitzii,,g__5-formyltetrahydrofolate cyclo-ligase,,s__clostridium_bolteae,0.77,,1,0.14,0.1078,FALSE,FALSE,TRUE,FALSE
s__bacteroides_xylanisolvens,,g__beta-lactamase,,s__bacteroides_caccae,0.93,,0.13,0.88,0.106392,FALSE,FALSE,TRUE,FALSE
s__bacteroides_uniformis,,g__phosphatidate cytidylyltransferase,,s__eubacterium_ventriosum,0.43,,0.24,1,0.1032,FALSE,FALSE,TRUE,FALSE
s__escherichia_coli,,g__fructose-bisphosphate aldolase,,s__streptococcus_parasanguinis,0.27,,0.99,0.37,0.098901,FALSE,FALSE,TRUE,FALSE
